"fecha_corte","fecha_vigencia","cod_departamento","nombre_departamento","cod_municipio","nombre_municipio","nivel","orden","suborden","reporte_mipg","reporte_meci","ambito_mipg","ambito_meci","criterio_diferencial","descentralizadas","ciudad_capital","cluster","joker_text","joker_num","estado_sgep","capacidades_iniciales","categoria_ruralidad","entorno_desarrollo","tipologia","grupo_par","clasificacion_organica","naturaleza_juridica","sector_entidad","estabilizacion","entidad","nivel_institucion","tipo_institucion","pagina_web","estado","indice","minimo_grupo_par_indice","minimo_grupo_par_entidad","maximo_grupo_par_indice","maximo_grupo_par_entidad","promedio_grupo_par_indice","promedio_grupo_par_entidad","percentil_grupo_indice","percentil_grupo_entidad","promedio_sector_indice","promedio_sector_entidad","quintil_grupo_indice","quintil_grupo_entidad","puntaje_entidad","puntaje_entidad_indice","gobierno_digital","uso_y_aprobacion_de_los","impulso_en_el_desarrollo","toma_de_decisiones_basadas","proceso_seguros_y_eficientes","fortalecimiento_de_la","fortalecimiento_de_la_1","servicios_digitales_de","empoderamiento_de_los"
"2020-12-04","2019-12-31","15","BOYACA","15621","RONDON","[N/A]","TERRITORIAL","Municipal","1","1","1","1","INTERMEDIO","0","0","3","Joker_text19","19","CON_SGEP","G4- NIVEL MEDIO BAJO","RURAL DISPERSO","INTERMEDIO","E","ALCALDIAS - TIPOLOGIA E","RAMA EJECUTIVA","ALCALDÍA","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Impulso en el desarrollo de territorios y ciudades inteligentes","32,23",",00","76,58","90,90","55,79","73,00","82,00","73,00","55,82","6,89","5","4",",00","55,46","66.37",,"55.46",,"55.5","57.6","70.53","83.16","58.23"
"2020-12-04","2018-12-31","68","SANTANDER","68377","LA BELLEZA","[N/A]","TERRITORIAL","Municipal","1","1","1","1","BÁSICO","0","0","3","Joker_text59","59","CON_SGEP","G2- NIVEL MEDIO ALTO","RURAL DISPERSO","TEMPRANO","F","ALCALDIAS - TIPOLOGIA F","RAMA EJECUTIVA","ALCALDÍA","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Empoderamiento de los ciudadanos mediante un Estado abierto","21,82",,"94,86",,"56,64",,"76,00",,"60,77",,"4",,,"63,55","63.9042135287018",,"[N/A]",,"[N/A]","79.4297402131776","60.252463078645","37.6218466886437","63.5525183278595"
"2020-12-04","2018-12-31","15","BOYACA","15516","PAIPA","[N/A]","TERRITORIAL","Municipal","1","1","1","1","AVANZADO","0","0","1","Joker_text8","8","CON_SGEP","G1- NIVEL ALTO","INTERMEDIOS","ROBUSTO","B","ALCALDIAS - TIPOLOGIA A Y B","RAMA EJECUTIVA","ALCALDÍA","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Servicios Digitales de Confianza y Calidad","37,97",,"99,00",,"66,13",,"61,00",,"52,96",,"4",,,"71,41","73.6668737165099",,"[N/A]",,"[N/A]","70.2088545303351","71.7191995073185","71.4159280485951","80.5499538471005"
"2020-12-04","2019-12-31","05","ANTIOQUIA","05659","SAN JUAN DE URABA","[N/A]","TERRITORIAL","Municipal","1","1","1","1","INTERMEDIO","0","0","4","Joker_text6","6","CON_SGEP","G5- NIVEL BAJO","INTERMEDIOS","INTERMEDIO","E","EMPRESAS SOCIALES DEL ESTADO  - TIPOLOGIA E","RAMA EJECUTIVA","EMPRESA SOCIAL DEL ESTADO","MINAS Y ENERGÍA","RESTO",,"Descentralizado","Vinculación",,"Activa","Toma de decisiones basadas en datos","48,33",",00","82,31","92,01","55,06","69,00","63,00","69,00","54,87","15,08","4","4","14,28","53,79","28.68",,"55.46",,"43.12","46.88","36.8","[N/A]","19.05"
"2020-12-04","2019-12-31","11","BOGOTA","11001","BOGOTA, D.C.","ADSCRITAS Y VINCULADAS","NACIONAL","No Aplica","1","1","1","1","AVANZADO","0","1","1","Joker_text35","35","CON_SGEP","CIUDADES","CIUDADES Y AGLOMERACIONES","ROBUSTO","A","NACIÓN-EJECUTIVA","RAMA EJECUTIVA","ESTABLECIMIENTO PÚBLICO","SALUD Y PROTECCIÓN SOCIAL","RESTO",,"Descentralizado","Adscripción",,"Activa","Empoderamiento de los ciudadanos mediante un Estado abierto","26,38","14,11","93,95","98,86","79,40","70,00","47,00","70,00","78,95","77,14","3","4","91,07","81,18","80.46",,"[N/A]",,"74.03","82.65","76.74","85.29","81.18"
"2020-12-04","2019-12-31","52","NARIÑO","52207","CONSACA","[N/A]","TERRITORIAL","Municipal","1","1","1","1","INTERMEDIO","1","0","4","Joker_text57","57","CON_SGEP","G5- NIVEL BAJO","RURAL","INTERMEDIO","D","OTRAS ENTIDADES SECTOR SALUD  - TIPOLOGIA D","RAMA EJECUTIVA","EMPRESA SOCIAL DEL ESTADO","MINAS Y ENERGÍA","RESTO",,"Descentralizado","Vinculación",,"Activa","Uso y apropiación de los Servicios Ciudadanos Digitales","37,67",",00","58,41","41,66","43,59","39,00","39,00","39,00","44,45","12,70","2","2",",00","37,67","66",,"55.46",,"59.69","70.51","68.84","[N/A]","59.77"
"2020-12-04","2019-12-31","70","SUCRE","70820","SANTIAGO DE TOLU","[N/A]","TERRITORIAL","Departamental","1","1","1","1","INTERMEDIO","1","0","3","Joker_text5","5","CON_SGEP","G2- NIVEL MEDIO ALTO","INTERMEDIOS","INTERMEDIO","E","EMPRESAS SOCIALES DEL ESTADO  - TIPOLOGIA E","RAMA EJECUTIVA","EMPRESA SOCIAL DEL ESTADO","MINAS Y ENERGÍA","RESTO",,"Descentralizado","Vinculación",,"Activa","Uso y apropiación de los Servicios Ciudadanos Digitales","37,67",",00","64,99","66,66","43,19","41,00","41,00","41,00","44,45","12,70","3","3",",00","37,67","44.92",,"55.46",,"55.5","54.47","34.36","[N/A]","47.05"
"2020-12-04","2019-12-31","19","CAUCA","19698","SANTANDER DE QUILICHAO","[N/A]","TERRITORIAL","Municipal","1","1","1","1","INTERMEDIO","1","0","2","Joker_text22","22","CON_SGEP","G2- NIVEL MEDIO ALTO","INTERMEDIOS","INTERMEDIO","D","E.S.P - TIPOLOGIA D","RAMA EJECUTIVA","EMPRESAS DE SERVICIOS PÚBLICOS DOMICILIARIOS - OFICIALES","MINAS Y ENERGÍA","PDET",,"Descentralizado","Vinculación",,"Activa","Uso y apropiación de los Servicios Ciudadanos Digitales","37,67",",00","81,46","100,00","42,43","79,00","80,00","79,00","44,45","12,70","4","4","8,33","47,93","66.63",,"55.46",,"55.5","69.88","64.07","[N/A]","69.91"
"2020-12-04","2019-12-31","05","ANTIOQUIA","05125","CAICEDO","[N/A]","TERRITORIAL","Municipal","1","1","1","1","BÁSICO","1","0","5","Joker_text44","44","CON_SGEP","G4- NIVEL MEDIO BAJO","RURAL DISPERSO","TEMPRANO","F","EMPRESAS SOCIALES DEL ESTADO  - TIPOLOGIA F","RAMA EJECUTIVA","EMPRESA SOCIAL DEL ESTADO","MINAS Y ENERGÍA","RESTO",,"Descentralizado","Vinculación",,"Activa","Fortalecimiento de la Seguridad y Privacidad de la Información","28,06",",00","98,00","100,00","53,08","13,00","13,00","13,00","55,18","31,15","1","1",",00","28,06","38.42",,"55.46",,"43.12","28.06","28.5","[N/A]","43.83"
"2020-12-04","2019-12-31","11","BOGOTA","11001","BOGOTA, D.C.","[N/A]","TERRITORIAL","Distrital","1","1","1","1","AVANZADO","0","1","1","Joker_text85","85","CON_SGEP","CIUDADES","CIUDADES Y AGLOMERACIONES","ROBUSTO","A","DISTRITO CAPITAL","RAMA EJECUTIVA","SOCIEDAD DE ECONOMÍA MIXTA","MINAS Y ENERGÍA","RESTO",,"Descentralizado","Vinculación",,"Activa","Toma de decisiones basadas en datos","48,33",",00","82,31","93,84","64,41","21,00","18,00","21,00","54,87","15,08","1","2","14,28","53,79","90.18",,"55.46",,"74.03","92.43","93.2","[N/A]","83.33"
"2020-12-04","2019-12-31","11","BOGOTA","11001","BOGOTA, D.C.","[N/A]","TERRITORIAL","Distrital","1","1","1","1","AVANZADO","0","1","1","Joker_text58","58","CON_SGEP","CIUDADES","CIUDADES Y AGLOMERACIONES","ROBUSTO","A","DISTRITO CAPITAL","RAMA EJECUTIVA","SECRETARÍA DE DESPACHO","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Uso y apropiación de los Servicios Ciudadanos Digitales","37,67",",00","81,46","100,00","56,65","84,00","83,00","84,00","44,45","12,70","5","5","78,78","68,03","97.0065502183406",,"71.58",,"74.03","98","96.719465648855","90.38","97.130060292851"
"2020-12-04","2019-12-31","27","CHOCO","27001","QUIBDO","[N/A]","TERRITORIAL","Departamental","1","1","1","1","BÁSICO","0","1","2","Joker_text59","59","CON_SGEP","G1- NIVEL ALTO","CIUDADES Y AGLOMERACIONES","INTERMEDIO","C","GOBERNACIONES","RAMA EJECUTIVA","GOBERNACIÓN","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Gobierno Digital","49,15","16,12","96,30","83,62","75,87","4,00","1,00","4,00","56,21","31,86","1","1","26,08","49,15","49.15",,"55.46",,"59.69","50.6","41.79","84.35","47.84"
"2020-12-04","2019-12-31","20","CESAR","20011","AGUACHICA","[N/A]","TERRITORIAL","Municipal","1","1","1","1","BÁSICO","0","0","2","Joker_text17","17","CON_SGEP","G2- NIVEL MEDIO ALTO","INTERMEDIOS","TEMPRANO","F","ALCALDIAS - TIPOLOGIA F","RAMA EJECUTIVA","ALCALDÍA","MINAS Y ENERGÍA","RESTO",,"Central","Adscripción",,"Activa","Procesos seguros y eficientes","43,12",",00","74,03","100,00","53,31","57,00","56,00","57,00","54,46","35,89","3","3","28,57","51,41","49.82",,"36.87",,"51.41","47.08","28.5","48.83","57.19"
