"a_o","secretaria","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","BOGOTA","INST DE BTO TEC COMERCIAL PITAGORAS                                                                 ","URBANA","KR 5 11 67","5665677   / 3429092","YOLANDA ARIAS CRUZ","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"COMERCIAL,ACADÉMICA","6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"pitagoras@pitagoras.edu.co"
"2016","BOGOTA","GIMNASIO INFANTIL FEDERICO FROEBEL","URBANA","CL 32 SUR 52 A 54","7100349","SANDRA MILENA MENDEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"gimfedebel@hotmail.com"
"2016","BOGOTA","GIMNASIO INFANTIL LOS NIÑOS DEL MAÑANA","URBANA","CL 134 D 47 27","6010350","CLAUDIA BOCACHICA SAENZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5,6,7,8,9","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"claudialindenibocachica@hotmail.com"
"2016","BOGOTA","COLEGIO FRANCISCO PRIMERO S.S. (IED)","URBANA","KR 28 63 64","2126019 -- 2481271","JOSE CUSTODIO GALARZA MORENO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","ACELERACIÓN DEL APRENDIZAJE,EDUCACIÓN TRADICIONAL",,,,"4",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"cedalemania12@redp.edu.co"
"2016","BOGOTA","COL SAN JUAN VIANETH                                                                                ","URBANA","KR 2 C 3 18 SUR","2804738 -- 4714934","GLORIA ESPERANZA CHUQUIN LAISECA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,,"0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colegiosanjuanviateh@hotmail.com -- colegiosanjuanvianeth@latinmail.com"
"2016","BOGOTA","COL SAN PATRICIO                                                                                    ","URBANA","KR 80 137 02","6838640 -- 6815357","PAULINA ENCINALES DE SANJINES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","COMPLETA",,"ACADÉMICA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"correo@colegiodesanpatricio.edu.co"
"2016","BOGOTA","COL CRISTIANO FUENTE DE VIDA                                                                        ","URBANA","CL 89 A BIS B 113 45","4316805","SANDRA PATRICIA ESPITIA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"ALEMAN,FRANCES","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"fuentedevida9@latinmail.com                       "
"2016","BOGOTA","LIC PARROQ SAN JOSE                                                                                 ","URBANA","TV 13 H 45 F 33 SUR","7607585","ANDRES PEREZ LIZARAZO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"lpsj2003@yahoo.com"
"2016","BOGOTA","LIC ESTRELLITA ESTUDIANTIL                                                                          ","URBANA","KR 64 64 64","2310592","PATRICIA CASTIBLANCO TORRES","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"lee5815@hotmail.com   estrellitaestudiantil@hotmail.com                               "
"2016","BOGOTA","COL LUIGI PIRANDELLO","URBANA","KR 113 74 B 06","4424545 -- 2286068","JORGE HERNAN NARANJO PUERTAS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"clp2013academico@gmail.com -- clp.secretaria@gmail.com -- academicaclp@gmail.com"
