"titulo","descripcion","tipo","fecha","url"
"Constitución Política de Colombia 1991","El pueblo de Colombia, en ejercicio de su poder soberano, representado por sus delegatarios a la Asamblea Nacional Constituyente, invocando la protección de Dios, y con el fin de fortalecer la unidad de la Nación y asegurar a sus integrantes la vida, la convivencia, el trabajo, la justicia, la igualdad, el conocimiento, la libertad y la paz, dentro de un marco jurídico, democrático y participativo que garantice un orden político, económico y social justo, y comprometido a impulsar la integración de la comunidad latinoamericana, decreta, sanciona y promulga la siguiente:","CONSTITUCIÓN POLÍTICA","1991-07-06T00:00:00.000","https://dapre.presidencia.gov.co/normativa/normativa/Constitucion-Politica-Colombia-1991.pdf"
"Ley 594 del 14 de julio de 2000","Por medio de la cual se dicta la Ley General de Archivos y se dictan otras disposiciones.","LEYES","2000-07-14T15:57:00.000","https://dapre.presidencia.gov.co/normativa/normativa/ley-594-14-julio-2000.pdf"
"LEY 1448 DEL 10 DE JUNIO DE 2011","POR LA CUAL SE DICTAN MEDIDAS DE ATENCIÓN, ASISTENCIA Y REPARACIÓN INTEGRAL A LAS VICTIMAS DEL CONFLICTO ARMADO INTERNO Y SE DICTAN OTRAS DISPOSICIONES","LEYES","2011-06-10T00:00:00.000","https://dapre.presidencia.gov.co/normativa/normativa/LEY 1448 DEL 10 DE JUNIO DE 2011.pdf"
"CONPES SOCIAL 161","EQUIDAD DE GÉNERO PARA LAS MUJERES","CONPES","2013-03-12T13:45:00.000","https://dapre.presidencia.gov.co/normativa/normativa/Conpes-Social-161-2013.pdf"
"DECRETO 167 DEL 01 DE FEBRERO DE 2016","Por el cual se modifica la planta de personal de la Unidad Administrativa Especial Migración Colombia","DECRETOS","2016-02-01T09:52:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 167 DEL 01 DE FEBRERO DE 2016.pdf"
"DECRETO 218 DEL 12 DE FEBRERO DE 2016","Por el cual se fijan las escalas de asignación básica de los empleos del Departamento Administrativo de la Presidencia de la República y se dictan otras disposiciones en materia salarial.","DECRETOS","2016-02-12T11:24:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 218 DEL 12 DE FEBRERO DE 2016.pdf"
"DECRETO 249 DEL 12 DE FEBRERO DE 2016","Por el cual se modifica el Decreto 1091 de 2015","DECRETOS","2016-02-12T16:31:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 249 DEL 12 DE FEBRERO DE 2016.pdf"
"DECRETO 378 DEL 04 DE MARZO DE 2016","Por el cual se aplazan unas apropiaciones en el Presupuesto General de la Nación para la vigencia fiscal de 2016 y se dictan otras disposiciones","DECRETOS","2016-03-04T10:12:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 378 DEL 04 DE MARZO DE 2016.pdf"
"DECRETO 417 DEL 07 DE MARZO DE 2016","Por el cual se modifica el Decreto 508 de 2012","DECRETOS","2016-03-07T11:57:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 417 DEL 07 DE MARZO DE 2016.pdf"
"DECRETO 433 DEL 10 DE MARZO DE 2016","Por el cual se efectúa un nombramiento","DECRETOS","2016-03-10T09:48:00.000","https://dapre.presidencia.gov.co/normativa/normativa/DECRETO 433 DEL 10 DE MARZO DE 2016.pdf"
