"fid","objectid","nombre","id_pnn","categoria","territoria","resoluci_n","hectareas","escala","organizacion","fecha_act","url","wkid","app_id","record_id","centroid_x","centroid_y","fecha_regi","validado","hectareas0","perimetro","globalid","sde_state_"
"0","1","La Esperanza","368","Reservas Forestales Protectoras Regionales","0","8","61","1:100.000","CORTOLIMA","2011-06-29T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/368","3116","1","343","-75.14636204","4.98572972","2021-08-06T00:00:00.000","false","53.70806268","4.02025827","{054C7FE1-AD81-4930-86A7-E7B8BF3BF807}","0"
"1","2","Serrania de Minas","1697","Distritos Regionales de Manejo Integrado","0","23","24449","1:25.000","CAM","2006-12-15T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/1697","3115","1","2174","-75.97226944","2.16507819","2021-09-21T00:00:00.000","false","24431.22242108","178.90239306","{CA5D59DF-1E73-410E-B3FB-4ACD8060CE1C}","0"
"2","3","Rayuela","1566","Reserva Natural de la Sociedad Civil","0","139","4.42999983","1:100.000","PNN","2019-09-09T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/1566","3115","1","2182","-76.8004316","8.46318604","2021-02-09T00:00:00.000","false","4.42540911","0.90238918","{7135ABA2-499A-4925-A8CA-CBB93837161F}","0"
"3","4","Enclave Subxerofitico del Patia","1717","Distritos Regionales de Manejo Integrado","0","1","21291","1:25.000","CORPONARINO","2020-10-29T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/1717","3115","1","2170","-77.37119897","1.57983997","2021-09-21T00:00:00.000","false","21291.04569757","206.01361598","{573EB5DF-F6BD-4779-9D52-509087F355DC}","0"
"4","5","El Retiro, la Cascada, el Mantel la Mesa la Meseta y la Isla el Durazno","396","Reservas Forestales Protectoras Regionales","0","8","294.52999878","1:100.000","CORTOLIMA","2011-06-29T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/396","3116","1","349","-75.15566125","4.95093227","2021-08-06T00:00:00.000","false","333.37998054","13.16886432","{E88E8D49-7411-4679-8BE7-56AFD6176FDF}","0"
"5","6","Anaime-Chili","1291","Parques Naturales Regionales","0","23","12946","1:25.000","CORTOLIMA","2017-12-27T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/1291","3115","1","1555","-75.53457248","4.23515828","2021-08-06T00:00:00.000","false","12937.76094375","88.30760672","{8658D4DB-8185-4990-97DA-CA0470EBD98A}","0"
"6","7","La Luisa","1693","Reserva Natural de la Sociedad Civil","0","15","9.27999973","1:100.000","PNN","2021-03-05T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/1693","3115","1","2151","-76.26388463","4.47109991","2021-02-09T00:00:00.000","false","9.26355957","1.78696676","{B483BB81-AC9B-45AA-9D26-D1074BCD0AA8}","0"
"7","8","Villa Margarita","207","Reserva Natural de la Sociedad Civil","0","157","19.80999947","1:100.000","PNN","2010-10-31T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/207","3115","1","86","-75.66957166","2.98352757","2021-08-06T00:00:00.000","false","19.85040107","1.92138361","{9EAACEAD-B898-4EF2-84D1-AA5283FB02BF}","0"
"8","9","Sanquianga","141","Parque Nacional Natural","0","161","86938.3984375","1:1","PNN","1977-06-06T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/141","3115","1","2192","-78.30317605","2.53889151","2021-09-21T00:00:00.000","false","86369.98222592","162.79803646","{445130D0-C249-4615-885D-5F5DC0F306B4}","0"
"9","10","Tierrablanca No 4","246","Reserva Natural de la Sociedad Civil","0","56","7.25","1:100.000","PNN","2009-03-27T00:00:00.000","https://runap.parquesnacionales.gov.co/area-protegida/246","3115","1","141","-76.67433118","3.73135955","2021-08-06T00:00:00.000","false","7.49238462","1.58679258","{1AB35F15-FEE4-47E3-AE4B-D2547183C60B}","0"
