"a_o","secretaria","codigodepartamento","nombredepartamento","codigomunicipio","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","CALDAS","17","CALDAS","17174","CHINCHINÁ","317174000747","JARDIN DIVINO NIÑO","URBANA","KR 5 7 A 23","8504707","MARGARITA GARCÍA FRANCO","CENTRO EDUCATIVO",,,,"PREESCOLAR","TARDE",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"margarcia2008@hotmail.com"
"2016","CALDAS","17","CALDAS","17513","PÁCORA","217513000722","INSTITUCION EDUCATIVA LAS COLES","RURAL","CORREGIMIENTO LAS COLES","8605802 NO APLICA","JOSE ROMAN MOLINA ECHEVERRI","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"AGROPECUARIO","0,1,2,3,4,5,6,7,8,9,10,11","POST PRIMARIA,ESCUELA NUEVA",,,,"15",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"ielascoles@sedcaldas.gov.co "
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","317001005042","JARDIN INF. Y GUARDERIA MONINOS","URBANA","KR 15 4 C 20","8890591","RUTH ELENA MIRANDA GOMEZ","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"moninos12@hotmail.com"
"2016","CALDAS","17","CALDAS","17616","RISARALDA","217616000259","INSTITUCION EDUCATIVA QUIEBRA DE SANTA BARBARA","RURAL","VDA. QUIEBRA DE SANTA BARBARA","8558371","LINA CLEMENCIA HINCAPIE LOAIZA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,22,23,24","POST PRIMARIA,ESCUELA NUEVA,CAFAM",,,,"6",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"iequiebradesantabarbara@sedcaldas.gov.co"
"2016","CALDAS","17","CALDAS","17380","LA DORADA","217380000040","INSTITUCION EDUCATIVA EL JAPON","RURAL","VDA. EL JAPON",,"IDELFONSO RAMIREZ VALENCIA ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PREESCOLAR ESCOLARIZADO_,POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,CAFAM",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"ieeljapon@sedcaldas.gov.co "
"2016","CALDAS","17","CALDAS","17380","LA DORADA","317380000451","COLEGIO LA VOZ DE LA ESPERANZA","URBANA","CARRERA 3 19-58","8573164 NO APLICA","MARIA IDALY OBANDO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,,"-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colvoes108027@yahoo.es"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","117001001161","INSTITUCIÓN EDUCATIVA DIVINA PROVIDENCIA","URBANA","CL 28 15 30","8832489","HNA. LEONOR GANTIVA GONZALEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 2","divinaprovidenciamanizales@gmail.com"
"2016","CALDAS","17","CALDAS","17444","MARQUETALIA","217444000138","INSTITUCION EDUCATIVA EL PLACER","RURAL","VEREDA EL PLACER",,"CARLOS HUGO GARCIA CARDONA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM",,,,"9",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"posprimariaelplacer@hotmail.com"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","317001003694","CORP. DE EDUC LIC. PEDAGOGICO INTEGRADO","URBANA","CL 23 A 66 74","8876955","ANA RUTH PINEDA DE PERALTA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,,"0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN",,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"liceopedagogicointegrado@hotmail.com"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","317001006677","JARDIN INF.  PED MANITAS CURIOSAS","URBANA","CL 58 F 8 24","3104496957","CLARIVEL GONZALEZ SIERRA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"clarigugo@hotmail.com"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","117001006155","INSTITUCIÓN EDUCATIVA INSTITUTO TECNICO FRANCISCO JOSE DE CALDAS","URBANA","KR 23 35 58","8832845","JUAN MANUEL DUSSAN LUBERTH","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"INDUSTRIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 3","ieitec2012@gmail.com"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","217001001000","CENTRO EDUCATIVO RURAL LA PALMA","RURAL","LA PALMA","8714406","JAIRO RODOLFO MARTINEZ PEÑA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,ÚNICA",,"ACADÉMICA","0,1,2,3,4,5","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO",,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"rodolfino3250@hotmail.com"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","117001005990","INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE","URBANA","CL 48 E KR 3 F","8756955","JOSE MANUEL GONZALEZ GIRALDO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL",,"SV-BAJA VISIÓN,DI-COGNITIVO,SV-CEGUERA,SORDERA PROFUNDA,MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 2","cbdelnorte@yahoo.com"
"2016","CALDAS","17","CALDAS","17653","SALAMINA","117653000647","INSTITUCION EDUCATIVA DE LA PRESENTACION","URBANA","CL 7 7 46","8595091","CEBALLOS DE FONSECA PASTORA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"TRANSTORNO DEL ESPECTRO AUTISTA,SV-BAJA VISIÓN,DI-COGNITIVO,LESIÓN NEUROMUSCULAR,SV-CEGUERA,PARALISIS CEREBRAL,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",,"1",,"OFICIAL","EDUCACION MISIONAL CONTRATADA","NO APLICA","NO","A",,,"ielaprecentacion@sedcaldas.gov.co"
"2016","MANIZALES","17","CALDAS","17001","MANIZALES","317001001233","COL. NTRA SRA. DE LOS ANGELES","URBANA","CL 51 21 27","8863950","HNA. GLORIA ROCIO ARISTIZABAL ARISTIZABAL","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"secretarialosangeles1@gmail.com"
"2016","CALDAS","17","CALDAS","17873","VILLAMARÍA","217873000308","INSTITUCION EDUCATIVA PARTIDAS","RURAL","VEREDA PARTIDAS","8704966","ISMAEL ZAPATA DELGADO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,POST PRIMARIA,ESCUELA NUEVA",,"DI-COGNITIVO,HIPOACUSIA O BAJA AUDICIÓN",,"3",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"izade52@hotmail.com"
