"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"SANTANDER","BUCARAMANGA","ACUEDUCTO","OPERATIVA","ACUEDUCTO METROPOLITANO DE BUCARAMANGA S. A. E.S.P.","SANTANDER","BUCARAMANGA","DIAGONAL 32 No. 30A - 51 PARQUE DEL AGUA","6320220","contabilidad.jefe@amb.com.co","Registro por la ESP","HERNAN CLAVIJO GRANADOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","FLORIDABLANCA","ACUEDUCTO","OPERATIVA","ACUEDUCTO METROPOLITANO DE BUCARAMANGA S. A. E.S.P.","SANTANDER","BUCARAMANGA","DIAGONAL 32 No. 30A - 51 PARQUE DEL AGUA","6320220","contabilidad.jefe@amb.com.co","Registro por la ESP","HERNAN CLAVIJO GRANADOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","GIRON","ACUEDUCTO","OPERATIVA","ACUEDUCTO METROPOLITANO DE BUCARAMANGA S. A. E.S.P.","SANTANDER","BUCARAMANGA","DIAGONAL 32 No. 30A - 51 PARQUE DEL AGUA","6320220","contabilidad.jefe@amb.com.co","Registro por la ESP","HERNAN CLAVIJO GRANADOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"SANTANDER","BETULIA","ACUEDUCTO","OPERATIVA","UNIDAD ADMINISTRADORA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BETULIA","SANTANDER","BETULIA","Carrera 5  No 5 -35","6259220","leydy8407@hotmail.com","Registro por la ESP","ANGEL MIRO  MELO OROSTEGUI","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","CAPITANEJO","ACUEDUCTO","OPERATIVA","UNIDAD ADMINISTRADORA DE LOS  SERVICIOS PUBLICOS DE ACUEDUCTO, ALACANTARILLADO Y ASEO DEL MUNICIPIO DE CAPITANEJO","SANTANDER","CAPITANEJO","Calle 5 No. 5-48","6600032","serviciospublcos@capitanejo-santander.gov.co","Registro por la ESP","EDUARDO MARTINEZ SILVA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","EL GUACAMAYO","ACUEDUCTO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN LA CABECERA MUNICIPAL DEL MUNICIPIO DE EL GUACAMAYO","SANTANDER","EL GUACAMAYO","CALLE 5 No. 5 - 62","7274281","asesorasui@yahoo.com","Registro por la ESP","JORGE EDUARDO CRUZ ORTIZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","GUEPSA","ACUEDUCTO","OPERATIVA","CORPORACION DE SERVICIOS DE ACUEDUCTO Y ALCANTARILLADO DEL MUNICIPIO DE GUEPSA","SANTANDER","GUEPSA","PLANTA DE TRATAMIENTO VIA A VEREDA EL PLATANAL","7583327","corpoguepsa@gmail.com","Registro por la ESP","MILTON FORERO MORA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","MATANZA","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DE MATANZA","SANTANDER","MATANZA","Carrera 5   No 5-85","6298300","usp@matanza-santander.gov.co","Registro por la ESP","CESAR ARMANDO LOZADA DURAN","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","RIONEGRO","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS VARIOS DEL MUNICIPIO DE RIONEGRO -SANTANDER-","SANTANDER","RIONEGRO","calle 11 numero 9-11","6188386","emserviresp@hotmail.com","Registro por la ESP","DIEGO FERNANDO FRANCO HURTADO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","LEBRIJA","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LEBRIJA E.S.P.","SANTANDER","LEBRIJA","calle 10 nro 9-73 centro de lebrija","6567828","secretariagral@empulebrija.gov.co","Registro por la ESP","LUIS FERNANDO  MANOSALVA VARGAS","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
