"depa_nombre","muni_nombre","codigo_habilitacion","numero_sede","sede_nombre","direccion","telefono","email","nits_nit","dv","clase_persona","clpr_nombre","nivel","caracter","habilitado","grse_codigo","grse_nombre","serv_codigo","serv_nombre","ambulatorio","hospitalario","unidad_movil","domiciliario","otras_extramural","centro_referencia","institucion_remisora","complejidad_baja","complejidad_media","complejidad_alta","fecha_apertura","numero_distintivo"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","1","Internación","101","101 -GENERAL ADULTOS","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","20030415","DHS213703"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","1","Internación","102","102 -GENERAL PEDIÁTRICA","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","20030415","DHS213704"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","1","Internación","112","112 -OBSTETRICIA","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","20030415","DHS213705"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","311","311 -ENDODONCIA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20030415","DHS213706"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","312","312 -ENFERMERÍA","SI","NO","SI","NO","SI","NO","NO","SI","NO","NO","20030415","DHS213707"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","320","320 -GINECOBSTETRICIA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20030415","DHS213708"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","325","325 -MEDICINA FAMILIAR","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20190211","DHS771785"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","327","327 -MEDICINA FÍSICA Y REHABILITACIÓN","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20190211","DHS771786"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","328","328 -MEDICINA GENERAL","SI","NO","SI","NO","SI","NO","NO","SI","NO","NO","20030415","DHS213709"
"Valle del cauca","CALI","7600103957","1","E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO","CALLE 72U CRA 28E","4377777 Ext 7178","redoriente@redoriente.gov.co","805027337","4","JURIDICO","Instituciones - IPS","1","MUNICIPAL","SI","3","Consulta Externa","329","329 -MEDICINA INTERNA","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","20190211","DHS771787"
