"fecha","pais","departamento","municipio","clase_de_bien","tipo_de_zona"
"6/16/22","COLOMBIA","TOLIMA","MURILLO","MADERA","RURAL"
"6/15/22","COLOMBIA","CALDAS","PENSILVANIA","MADERA","RURAL"
"6/15/22","COLOMBIA","CÓRDOBA","LOS CÓRDOBAS","MADERA","RURAL"
"6/15/22","COLOMBIA","CÓRDOBA","TIERRALTA","MADERA","URBANA"
"6/15/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/15/22","COLOMBIA","CUNDINAMARCA","LA CALERA","MADERA","RURAL"
"6/15/22","COLOMBIA","VALLE","PALMIRA","MADERA","URBANA"
"6/14/22","COLOMBIA","CUNDINAMARCA","LA VEGA","MADERA","RURAL"
"6/14/22","COLOMBIA","CUNDINAMARCA","SOPÓ","MADERA","RURAL"
"6/14/22","COLOMBIA","META","CUMARAL","MADERA","RURAL"
"6/14/22","COLOMBIA","PUTUMAYO","PUERTO CAICEDO","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","BOJACÁ","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","CHÍA","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","LA CALERA","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","LA VEGA","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","SOPÓ","MADERA","RURAL"
"6/13/22","COLOMBIA","CUNDINAMARCA","VERGARA","MADERA","URBANA"
"6/13/22","COLOMBIA","META","VILLAVICENCIO (CT)","MADERA","RURAL"
"6/12/22","COLOMBIA","BOLÍVAR","EL CARMEN DE BOLÍVAR","MADERA","URBANA"
"6/12/22","COLOMBIA","CAQUETÁ","FLORENCIA (CT)","MADERA","RURAL"
"6/12/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/11/22","COLOMBIA","CUNDINAMARCA","FUNZA","MADERA","RURAL"
"6/11/22","COLOMBIA","SUCRE","GUARANDA","MADERA","RURAL"
"6/11/22","COLOMBIA","VICHADA","PUERTO CARREÑO (CT)","MADERA","URBANA"
"6/10/22","COLOMBIA","CESAR","VALLEDUPAR (CT)","MADERA","RURAL"
"6/10/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/10/22","COLOMBIA","MAGDALENA","SITIONUEVO","MADERA","RURAL"
"6/10/22","COLOMBIA","NARIÑO","PASTO (CT)","MADERA","RURAL"
"6/10/22","COLOMBIA","SUCRE","MAJAGUAL","MADERA","RURAL"
"6/9/22","COLOMBIA","AMAZONAS","LETICIA (CT)","MADERA","RURAL"
"6/9/22","COLOMBIA","BOYACÁ","QUÍPAMA","MADERA","URBANA"
"6/9/22","COLOMBIA","CHOCÓ","CÉRTEGUI","MADERA","RURAL"
"6/9/22","COLOMBIA","CUNDINAMARCA","BOJACÁ","MADERA","RURAL"
"6/8/22","COLOMBIA","ANTIOQUIA","AMAGÁ","MADERA","RURAL"
"6/8/22","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","MADERA","URBANA"
"6/8/22","COLOMBIA","CHOCÓ","UNIÓN PANAMERICANA","MADERA","RURAL"
"6/8/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/8/22","COLOMBIA","CUNDINAMARCA","MOSQUERA","MADERA","RURAL"
"6/8/22","COLOMBIA","SUCRE","COLOSO","MADERA","RURAL"
"6/8/22","COLOMBIA","SUCRE","GUARANDA","MADERA","RURAL"
"6/8/22","COLOMBIA","SUCRE","MAJAGUAL","MADERA","RURAL"
"6/8/22","COLOMBIA","TOLIMA","LÍBANO","MADERA","RURAL"
"6/7/22","COLOMBIA","CASANARE","TÁMARA","MADERA","RURAL"
"6/7/22","COLOMBIA","CHOCÓ","QUIBDÓ (CT)","MADERA","RURAL"
"6/7/22","COLOMBIA","CUNDINAMARCA","NEMOCÓN","MADERA","RURAL"
"6/7/22","COLOMBIA","CUNDINAMARCA","SOPÓ","MADERA","RURAL"
"6/7/22","COLOMBIA","MAGDALENA","PUEBLOVIEJO","MADERA","RURAL"
"6/7/22","COLOMBIA","NORTE DE SANTANDER","LOURDES","MADERA","RURAL"
"6/7/22","COLOMBIA","SUCRE","SINCELEJO (CT)","MADERA","URBANA"
"6/7/22","COLOMBIA","TOLIMA","ROVIRA","MADERA","URBANA"
"6/6/22","COLOMBIA","BOYACÁ","TUNJA (CT)","MADERA","RURAL"
"6/6/22","COLOMBIA","CUNDINAMARCA","COGUA","MADERA","RURAL"
"6/6/22","COLOMBIA","PUTUMAYO","ORITO","MADERA","RURAL"
"6/5/22","COLOMBIA","NARIÑO","PUERRES","MADERA","URBANA"
"6/4/22","COLOMBIA","CUNDINAMARCA","FACATATIVÁ","MADERA","RURAL"
"6/4/22","COLOMBIA","SUCRE","MAJAGUAL","MADERA","RURAL"
