"ano","etc","estado","jerarquia","institucion","dane","calendario","sector","sede","codigo_dane_sede","consecutivo","zona_sede","jornada","grado_cod","grupo","modelo","estrato","genero"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","12521400009901","URBANA","ÚNICA","6","605","EDUCACIÓN TRADICIONAL","ESTRATO 2","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","ESCUELA  RURAL LA MOYA","225214000034","12521400009904","RURAL","ÚNICA","0","1","EDUCACIÓN TRADICIONAL","ESTRATO 2","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","12521400009901","URBANA","ÚNICA","10","1001","EDUCACIÓN TRADICIONAL","ESTRATO 2","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS","425214000181","A","OFICIAL","INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO PARCELAS","425214000181","42521400018106","RURAL","ÚNICA","8","801","EDUCACIÓN TRADICIONAL","ESTRATO 2","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","CONCENTRACION URBANA CAMILO TORRES","125214000056","12521400009902","URBANA","ÚNICA","4","401","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS","425214000181","A","OFICIAL","ESCUELA  RURAL RUPERTO MELO","225214000077","42521400018101","RURAL","ÚNICA","1","101","EDUCACIÓN TRADICIONAL","ESTRATO 1","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","ESCUELA  RURAL LA MOYA","225214000034","12521400009904","RURAL","ÚNICA","2","201","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","COLEGIO INDIGENA UBAMUX","225214000239","12521400009906","RURAL","ÚNICA","3","301","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","CONCENTRACION URBANA CAMILO TORRES","125214000056","12521400009902","URBANA","ÚNICA","3","301","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","JARDIN  SOL SOLECITO","325214000152","12521400009903","URBANA","ÚNICA","0","1","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","CONCENTRACION URBANA CAMILO TORRES","125214000056","12521400009902","URBANA","ÚNICA","1","101","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","12521400009901","URBANA","ÚNICA","8","804","EDUCACIÓN TRADICIONAL","ESTRATO 2","MASCULINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA","125214000099","A","OFICIAL","COLEGIO INDIGENA UBAMUX","225214000239","12521400009906","RURAL","ÚNICA","2","201","EDUCACIÓN TRADICIONAL","ESTRATO 2","FEMENINO"
"2022","CUNDINAMARCA","MATRICULADO","COTA","INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS","425214000181","A","OFICIAL","INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO PARCELAS","425214000181","42521400018106","RURAL","ÚNICA","8","802","EDUCACIÓN TRADICIONAL","ESTRATO 1","FEMENINO"
