"id","n_mero_de_proceso","tipo_de_proceso","estado","entidad","objeto","departamento_y_municipio","cuant_a","fecha_dd_mm_aaaa","link"
"1","INV-037-2020","Contratación Mínima Cuantía","Convocado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","Prestación de servicios y acompañamiento logístico en la realización de jornadas lúdicas, artísticas, culturales y creativas durante la celebración de la navidad comunitaria y la integración decembrina familiar en el Municipio de Caracolí Antioquia.","Antioquia : Caracolí","$ 24,418,000.00","2020-12-14T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11418088"
"2","INV-034-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","“Suministro de insumos y herramientas agrícolas para 55 unidades familiares rurales, en desarrollo del Convenio Interadministrativo n° 4600011140 suscrito entre el Departamento de Antioquia- Gerencia De Seguridad Alimentaria Y Nutricional —MANÁ- y el municipio de Caracolí, Antioquia”.","Antioquia : Caracolí","$ 21,375,805.00","2020-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11401676"
"3","INV-035-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","“Suministro de insumos agrícolas para la promoción del desarrollo económico de familias rurales estipulados dentro del proyectos de acompañamiento en la formulación de proyectos productivos del sector agropecuario “Huertas familiares rurales”","Antioquia : Caracolí","$ 13,587,365.00","2020-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11402117"
"4","INV-036-2020","Contratación Mínima Cuantía","Convocado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","“Suministro e instalación de equipos tecnológicos que permitan implementar el nuevo sistema BCGS, en aras de mejorar, fortalecer y hacer eficiente la gestión catastral y las Demás dependencias en el Municipio de Caracolí – Antioquia”.","Antioquia : Caracolí","$ 14,589,576.00","2020-12-11T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11413137"
"5","PS-077-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","Prestación de Servicios en virtud de la celebración del festival de la canción “Homenaje al Músico Caracoliceño” en el marco de la semana conmemorativa mundial de la música, en aras de fomentar la participación de la comunidad en la promoción de la cultura en el Municipio de Caracolí-Antioquia”","Antioquia : Caracolí","$ 6,751,000.00","2020-12-10T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11416218"
"6","INV-033-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","Suministro, mantenimiento, reparación e instalación de alumbrado navideño en los distintos espacios públicos del municipio de caracolí.","Antioquia : Caracolí","$ 24,500,000.00","2020-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11370036"
"7","PS-076-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","Prestación de Servicios para la administración del portal territorial (página WEB) del Municipio de Caracolí Antioquia, cumpliendo con los lineamientos de Gobierno en Línea y la Ley de Transparencia y del Derecho de Acceso a la Información Publica 1712 de 2014.","Antioquia : Caracolí","$ 2,249,000.00","2020-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11390065"
"8","INV-032-2020","Contratación Mínima Cuantía","Terminado Anormalmente después de Convocado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","Suministro e instalación de equipos tecnológicos que permitan implementar el nuevo sistema BCGS, en aras de mejorar, fortalecer y hacer eficiente la gestión catastral y las demás dependencias en el Municipio de Caracolí – Antioquia.","Antioquia : Caracolí","$ 14,589,576.00","2020-12-02T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11366624"
"9","PS-074-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","“Prestación de Servicios para el Fortalecimiento Institucional del Municipio de Caracolí mediante la Formulación, Viabilización y Gestión de Proyectos en marco de las jornadas de Acuerdos Municipales realizadas por la Gobernación de Antioquia”","Antioquia : Caracolí","$ 2,000,000.00","2020-11-27T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11363007"
"10","INV-031-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARACOLÍ","“Prestación de servicios logísticos para jornada lúdica, recreativa y audiovisual en desarrollo de la protección integral de los niños, niñas y adolescentes del municipio de Caracolí”.","Antioquia : Caracolí","$ 23,938,551.00","2020-11-27T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11347636"
