"tipo","nit_identificacion","nombre_razon_social","enfoque_especifico","telefono","correo_electronico_judicial","pa_s","ciudad","id_barrio","barrio_sede","direccion","enlace"
"Asociaciones","900631618","ASOCIACION DE PESCADORES AFRODESCENDIENTES DE PUNTA CANOA. SIGLA: AFROPESCA","PESQUERIA Y AGROINDUSTRIA","3132219894","afropesca@outlook.es","COLOMBIA","CARTAGENA","8300","PUNTA CANOA","CALLE PRINCIPAL M3 L6 PUNTA CANOA","VIRGILIO  CASTRO HENRIQUEZ"
"Asociaciones","901354763","ASOCIACION DE PRODUCTORES AGROPECUARIOS E INDUSTRIALES DE SAN JUAN NEPOMUCENO","PESQUERIA Y AGROINDUSTRIA","3128654349","edusr.posso@yahoo.com","COLOMBIA","CARTAGENA","3700","SAN ISIDRO","Calle 10  No. 11  14 Barrio San Isidro","REINALDO ALFONSO DE ORO YEPES"
"Asociaciones","901048203","ASOCIACION DEL ADULTO MAYOR CAMINO DE LA EXPERIENCIA","ADULTO MAYOR","3162773178","stellalicona@hotmail.com","COLOMBIA","CARTAGENA","5850","CEBALLOS","CLLE 1ra DE LAS FLORES, CEBALLOS","CARMEN STELLA LICONA MONTALVO"
"Asociaciones","900946935","ASOCIACION GRUPO ORGANIZADO DEL ADULTO MAYOR, VIDA Y CULTURA FLOR DEL CAMPO","ADULTO MAYOR","3185197561","silviatoral1965@gmail.com","COLOMBIA","CARTAGENA","60","FLOR DEL CAMPO","FLOR DEL CAMPO MANZANA 6 A LOTE 24","SILVIA YANES TORAL DE HORTA"
"Asociaciones","900746795","ASOCIACION CULTURAL COLOMBIA ACTIVA","CULTURAL","3157746900","colombiaactiva19@gmail.com","COLOMBIA","CARTAGENA","450","SAN FRANCISCO","CALLE DE LA PLATA Nº 12-21","CELIA TERESA CABALLERO PORTACIO"
"Asociaciones","900978692","ASOCIACION RECREATIVA DEL ADULTO MAYOR SIN ANIMO DE LUCRO ASORAMA S.A.L.","ADULTO MAYOR","3103865272","abraham.villalba@hotmail.com","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","BARRIO OLAYA HERRERA CALLE EL OLIVO","ABRAHAM  VILLALBA COHA"
"Asociaciones","901226152","ASOCIACION DE PESCADORES Y CARACOLEROS DE PASACABALLOS","PESQUERIA Y AGROINDUSTRIA","3017869884","gonjocas@yahoo.com","COLOMBIA","CARTAGENA","8550","PASACABALLOS","MANZANA. L LOTE 3 PASACABALLOS","SANTANDER  CRISMATT LIVINTONG"
"Asociaciones","901355733","RED INTERNACIONAL DE INVESTIGADORES EN LACTANCIA MATERNA","MUJERES","3157444778","redinlama2018@gmail.com","COLOMBIA","CARTAGENA","1700","MANGA","BARRIO MANGA, CALLE REAL, URBANIZACION CAMINO REAL CASA No. 5","GUIOMAR MARIA HERNANDEZ ALVAREZ"
"Fundaciones","900221452","FUNDACION PARA EL DESARROLLO HUMANO DEL CARIBE","EDUCACIÓN","6520182","fundehacaribe@hotmail.com","COLOMBIA","CARTAGENA","2950","LAS GAVIOTAS","LAS GAVIOTAS MZ-75 LT- 1 - 7 ETAPA","RENE JOSE GARCIA JIMENEZ"
"Asociaciones","900283448","ASOCIACION DE PESCADORES ARTESANALES DE LAS TENAZAS","PESQUERIA Y AGROINDUSTRIA","6571046","chiqueta444@yahoo.es","COLOMBIA","CARTAGENA","6050","EL CAMPESTRE","Campestre Manzana 13 Lote 11","FRANCISCO JAVIER BUELVAS OTERO"
"Asociaciones","900626725","ASOCIACION DE PESCADORES INDEPENDIENTES DE PASACABALLOS","PESQUERIA Y AGROINDUSTRIA","3005650568","emilmeza01@hotmail.com","COLOMBIA","CARTAGENA","8550","PASACABALLOS","CORREGIMIENTO DE PASABALLOS CLL EL PANTANO SECTOR  CORDOBITAS","EMIL  MEZA COLON"
"Asociaciones","900386107","ASOCIACION PROTECTORA DE ANIMALES AMIGO FIEL","AMBIENTAL","3213820429","ceciriosve@gmail.com","COLOMBIA","CARTAGENA","1700","MANGA","MANGA LA SEGREGA PUERTO REY","BLANCA CECILIA RIOS VELILLA"
"Asociaciones","900480716","ASOCIACION DE CARPEROS Y SERVIDORES TURISTICOS DE MARBELLA","TURISMO","3014143264","VICTORTALAIGUA@HOTMAIL.COM","COLOMBIA","CARTAGENA","6750","NELSON MANDELA","NELSON MANDELA SECTOR LAS VEGAS MANZANA S LOTE 9","VICTOR JOSE TALAIGUA SEPULVEDA"
"Asociaciones","900948342","ASOCIACION DE PEQUEÑOS AGRICULTORES DESPLAZADOS DE LA PUJANA NO.1 (APADDP) MUNICIPIO DE SAN JUAN NEPOMUCENO, BOLIVAR","PESQUERIA Y AGROINDUSTRIA","3145148041","apadppsanjuan@gmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","SAN ISIDRO CRA 7 No.14-12","EDWIN GIOVANI TAPIA RODRIGUEZ"
"Asociaciones","900993771","ASOCIACION DE PESCADORES ARTESANALES LOS CREADORES DE TIERRA BOMBA","PESQUERIA Y AGROINDUSTRIA","3146826113","lewisferherrera@gmail.com","COLOMBIA","CARTAGENA","8350","TIERRA BOMBA","TIERRA BOMBA CALLE PRINCIPAL EL PUERTO No. 20-10","LEWIS  FERNANDEZ HERRERA"
"Asociaciones","900262181","ASOCIACION COMUNITARIA DE ADULTOS MAYORES VIDA ASCOAMVIDA","ADULTO MAYOR","6386445","nimia_rosa@hotmail.com","COLOMBIA","CARTAGENA","2900","ESCALLON VILLA","ESCALLON VILLA KRA 30H # 51-61","NIMIA GARCIA DE ORTEGON"
"Asociaciones","900316765","ASOCIACION DE TRABAJADORES DEL SECTOR INFORMAL DE CARTAGENA DE INDIAS  ASOTRAINCAR","FORMALIZACIÓN LABORAL","3232926031","luisalvarezgomez2016@gmail.com","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","OLAYA HERERA CRA 37 C # 69A-155","LUIS ALBERTO ALVAREZ FRANCO"
"Asociaciones","901015093","INSTITUTO NACIONAL DE FORMACIÓN ACADEMICA Y LABORAL","FORMALIZACIÓN LABORAL","3158754903","infalcolombia@hotmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","EDIFICIO CONCASA CALLE 32 A No. 8A - 50 CENTRO","RICARDO ANTONIO CARDONA REYES"
"Asociaciones","901340500","ASOCIACION PARA FORTALECER LOS SERVICIOS TURISTICOS EN COMUNIDADES NEGRAS","TURISMO","3157241764","analutecia@hotmail.com","COLOMBIA","CARTAGENA","8352","PUNTA ARENA","PUNTA ARENA CLLE 25-52 LOC 1","ANA LUTECIA DIAZ MARTINEZ"
"Asociaciones","890480684","ASOCIACION CULTURAL TEATRO ESTABLE EL AGUIJON","CULTURAL","6781017","elaguijonteatro@hotmail.com","COLOMBIA","CARTAGENA","50","CRESPO","BARRIO CRESPO, CARRERA 4 #65-60 APARTAMENTO 204",
"Asociaciones","901139558","ASOCIACION DE ADULTOS MAYORES SANTA CRUZ DEL BARRIO BOSTON SECTOR SAN MARTIN (2)","ADULTO MAYOR","3004925351","rosa-torres-14@hotmail.com","COLOMBIA","CARTAGENA","2000","BOSTON","Carrera 47  No. 35 A 94","ROSA MATILDE TORRES DE MERCADO"
"Asociaciones","901208036","ASOCIACION DE TRABAJADORES INDEPENDIENTES DE ARARCA ""LOS TRIUNFADFORES DE PLAYA BLANCA""","FORMALIZACIÓN LABORAL","3182232791","andresvar2012@hotmail.com","COLOMBIA","CARTAGENA","8500","SANTA ANA","VEREDA DE ARARCA CORREGIMIENTO DE SANTA ANA CLLE TIA LOLA CR 13 # 12-22","BERLIS DEANELLYS CARABALLO SERRANO"
"Asociaciones","806014236","CASA DEL ARTE POPULAR","CULTURAL","3103545706","cabildodetorices@gmail.com","COLOMBIA","CARTAGENA","400","TORICES","BARRIO TORICES  CALLE 41 # 41 07","NARLYS DEL CARMEN MAZA HERRERA"
"Asociaciones","806009443","ASOCIACION DE VENDEDORES AMBULANTES DEL PARQUE BOLIVAR Y LA PLAZA SANTO DOMINGO","FORMALIZACIÓN LABORAL","3017907154","jlvsproductor@hotmail.com","COLOMBIA","CARTAGENA","450","SAN FRANCISCO","BARRIO SAN FRANCISCO MZ 25 LOTE 1A CLL EL CAMPO","JORGE LUIS VARGAS SIMARRA"
"Asociaciones","900051592","GRUPO ORGANIZADO 3A. EDAD LOS UNIDOS DEL BARRIO OLAYA HERRERA SECTOR 11 DE NOVIEMBRE","ADULTO MAYOR","3207990938","egarcia7918@misena.edu.co","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","OLAYA HERRERA SECT. 11 DE NOVIEMBRE C 38 A 55A-9","MARIA  RUBI TOBON"
"Asociaciones","900210556","ASOCIACION DEL ADULTO MAYOR LA EXPERIENCIA DE LOS AÑOS","ADULTO MAYOR","3116839173","carmenp-0429@hotmail.com","COLOMBIA","CARTAGENA","8000","PUERTA DE HIERRO","PUERTA DE HIERRO CALLE DEL FERROCARRIL No 60 E-04","CARMEN ALICIA PEÑA ARROYO"
"Asociaciones","900973530","ASOCIACION DE PESCADORES ARTESANALES LOS VETERANOS","PESQUERIA Y AGROINDUSTRIA","3218220022","asopeveterano@gmail.com","COLOMBIA","CARTAGENA","8650","LA BOQUILLA","CRA 3 No. 74-35, CORREGIMIENTO LA BOQUILLA","MARCIAL  CARMONA OROZCO"
"Asociaciones","901056435","ASOCIACION DE PESCADORES DE LA CUCHILLA","PESQUERIA Y AGROINDUSTRIA","3126856626","asopecu@outlook.com","COLOMBIA","CARTAGENA","2250","MARTINEZ MARTELO","Transversal 37  19  01 Barrio Martinez Martelo","NELSON  CHIQUILLO MELENDEZ"
"Asociaciones","900334935","GRUPO INFORMATIVO SOCIAL Y CULTURAL DEL CARIBE","CULTURAL","3107407066","inculcar@hotmail.com","COLOMBIA","CARTAGENA","650","EL CABRERO","CARRERA 2DA NUMERO 45-14 CABRERO","JORGE E. CORRALES MEDINA"
"Asociaciones","806014457","ASOCIACION DE VECINOS Y RESIDENTES DEL CENTRO HISTORICO DE CARTAGENA DE INDIAS ASOCENTRO HISTORICO","GOBERNABILIDAD","6644613","rafaelcamacho44@yahoo.es","COLOMBIA","CARTAGENA","1050","SAN DIEGO","SAN DIEGO CL DE LAS BOVEDAS # 39 77 APTO 03","RAFAEL ANTONIO CAMACHO CASTILLO"
"Asociaciones","900043640","ASOCIACION DEL ADULTO MAYOR LA VOZ DE LOS SIN VOZ","ADULTO MAYOR","6756146","nurlinescausil@hotmail.com","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","SECTOR FOCO ROJO CALLE MANO DE DIOS CRA 49D #33-79","OTILIA NURLINES CAUSIL DE VILLABA"
"Asociaciones","900732277","ASOCIACION MUNICIPAL DE CAMPESINOS, AGRICULTORES, PISICULTORES Y GANADEROS DE LA VEREDA LAS CRUCES MUNICIPIO DE SAN CRISTOBAL, AGROPIGACRUZ","PESQUERIA Y AGROINDUSTRIA","3107001040","agropigacruz@yahoo.es","COLOMBIA","CARTAGENA",,"LAS CRUCES","Calle 3 C 34  VEREDA DE LAS CRUCES","VIRGILIO  CAMARGO PACHECO"
"Asociaciones","901094023","ASOCIACION DEL ADULTO MAYOR GUIAS MAYORES DE LA MAGDALENA","ADULTO MAYOR","6618761","guerragongora@hotmail.com","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","OLAYA HERRERA SECTOR LA MAGDALENA CALLE 36 -71-06","ASTRIT  GONGORA FRANCO"
"Asociaciones","901362988","ASOCIACION AFROOPERADORES TURISTICOS DE CARTAGENA","TURISMO","3216994893","afrooperadoresdecartagena@gmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","C.C MATUNA PISO 2 OF 215 BRR. CENTRO","EFRAIN ENRIQUE PUELLO JIMENEZ"
"Asociaciones","806004318","ASOCIACION CULTURAL TEATRO TALLER ATAHUALPA","CULTURAL","3156353028","teatroatahualpa@gmail.com","COLOMBIA","CARTAGENA","1050","SAN DIEGO","BARRIO HISTORICO SAN DIEGO BOVEDA No. 1 CALLE RECULADA DE OVEJO",
"Asociaciones","900178479","ASOCIACION PODAMOS POR LA PAZ","CONSTRUCCIÓN DE PAZ","6645627","elguevi2016@gmail.com","COLOMBIA","CARTAGENA",,"VILLA CORELCA","VILLA CORELCA MZA A LOTE 82","JUAN MANUEL GUEVARA MEJIA"
"Asociaciones","900730136","ASOCIACION PERSONAS MAYORES LOS CARIÑOSOS","ADULTO MAYOR","3135600922","irinabarrios30@hotmail.com","COLOMBIA","CARTAGENA","4500","LA CAMPIÑA","TRANV 44 A N°24-12, LA CAMPIÑA","IRINA DEL S. BARRIOS REYES"
"Asociaciones","901172604","ASOCIACION DE MUJERES CAMPESINAS SIN TIERRA VEREDA EL BLEDO","MUJERES","3002329743","nancyvargasaragon0713@gmail.com","COLOMBIA","CARTAGENA",,"LOS LAURELES","CLLE 35 B CRA 41-5 BR. LOS LAURELES","NANCY SENITH VARGAS ARAGON"
"Asociaciones","901192846","ASOCIACION DE CAMPESINOS VICTIMAS DEL CONFLICTO ARMADO E LA FINCA JAPON ZAMBRANO Y CARMEN DE BOLIVAR","VICTIMAS DEL CONFLICTO ARMADO","3205216892","luisvasquez0852@gmail.com","COLOMBIA","CARTAGENA","4950","LA TRONCAL","KM 20 VIA ZAMBRANO FINCA JAPON","YADALIS JUDITH BUELVAS SALAZAR"
"Asociaciones","901200198","ASOCIACION CULTURAL BATATA DE PALENQUE","CULTURAL","3114314173","chopacho@yahoo.com","COLOMBIA","CARTAGENA",,"PALENQUE","CLL SAN ANTONIO No 18-48 BR ABAJO","EDUIN  VALDES HERNANDEZ"
"Asociaciones","806011042","ASOCIACION DE VECINOS DEL PIE DE LA POPA SIGLA                      ASOPOPA","GOBERNABILIDAD","6666284","juan-edo@hotmail.com","COLOMBIA","CARTAGENA","1650","PIE DE LA POPA","CALLE 29 D # 20 A 86 BARRIO DE DE LA POPA","MARCO ANTONIO PEREZ FOX"
"Asociaciones","900530568","ASOCIACION DE FAMILIAS CAMPESINAS DE LA VEREDA SANTA RITA","PESQUERIA Y AGROINDUSTRIA","3145168714","danielvao2011@hotmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","VEREDA DE SANTA RITA KM 5 VIA AL SALADO","FRANCISCO DOMINGO VARGAS VASQUEZ"
"Asociaciones","900641472","ASOCIACION DE PEQUEÑOS PRODUCTORES DEL PROYECTO INTEGRAL VICTORIA I","PESQUERIA Y AGROINDUSTRIA","3217775427","macupa40@hotmail.com","COLOMBIA","CARTAGENA","5700","LA VICTORIA","LOMA ARENA BOLIVAR CRA 8 CL. 7-10 BARRIO LA VICTORIA","EMILIO  ORTEGA GALERAS"
"Asociaciones","901084355","ASOCIACION DE PESCADORES DE LOMA DE ARENA CIENAGA DEL TOTUMO Y MAR CARIBE","PESQUERIA Y AGROINDUSTRIA","3005426699","pescadodonjavi@gmail.com","COLOMBIA","CARTAGENA",,"EL PUENTE","CALLE EL PUENTE CASA # 006 LOMA ARENA BARRIO EL PUENTE","ROBERTO  CORTINA HERNANDEZ"
"Asociaciones","901363689","ASOCIACION PROTECTORA DE ANIMALES DE CARTAGENA DE INDIAS D.T Y C","AMBIENTAL","3114328472","mariab_1960@yahoo.es","COLOMBIA","CARTAGENA","1700","MANGA","MANGA, AV 3 No 21-99 EDIFICIO PATIAL 8A","MELIDA MARIA BERNARDA BONFANTE STEPHEN"
"Asociaciones","901257807","ASOCIACION ECOTURISTICA DESCENDIENTES DE AMANZAGUAPO","TURISMO","3013585527","asotourda@hotmail.com","COLOMBIA","CARTAGENA",,"LA CEIBA","CRA 8 CLLE 4-25 BR. LA CEIBA","ORLANDO MIGUEL DIAZ MONTES"
"Asociaciones","900851428","ASOCIACION DE PESCADORES ARTESANALES Y VECINOS AFRODESCENDIENTES DEL SECTOR LAS MELLAS DE LA BOQUILLA","PESQUERIA Y AGROINDUSTRIA","3107436513","arnulfogonzalez1975@gmail.com","COLOMBIA","CARTAGENA","8650","LA BOQUILLA","CALLE 73 CRA 11 No, 4-54 LA BOQUILLA","ARNULFO  GONZALEZ MARRUGO"
"Asociaciones","901351754","ASOCIACION DE LA COMUNIDAD AFROCOLOMBIANA DE ARROYO GRANDE","AFRO","3116721599","arroyogrande.coagra@gmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","AV VENEZUELA CC. UNO LOC 230, BARRIO CENTRO","ORLANDO VICTOR BLANQUICETT BARRIOS"
"Asociaciones","806014828","GRUPO ORGANIZADO 3A EDAD SANTA LUCIA DEL CARMELO","ADULTO MAYOR","6616068","anselmocastillocabarcas@hotmail.com","COLOMBIA","CARTAGENA","6150","EL CARMELO","BARRIO EL CARMELO MANZANA D LOTE 05 CALLE COLOMBIA","BLACINA SALGUEDO DE GUERRERO"
"Asociaciones","901209721","ASOCIACION DE COORDINADORES INDEPENDIENTE DE ADULTOS MAYORE DE CARTAGENA Y SUS CORREGIMIENTOS","ADULTO MAYOR","6694060","chechiescorcia@gmail.com","COLOMBIA","CARTAGENA","8950","BOSQUE","Transversal 53  19  47 Barrio Bosque","CECILIA DEL CARMEN ESCORCIA ROCA"
"Asociaciones","806015021","GRUPO ORGANIZADO 3A. EDAD ESPIRITU SANTO DEL PLAN 400","ADULTO MAYOR","3145300438","eumarcas4315@hotmail.com","COLOMBIA","CARTAGENA",,"PLAN 400","PLAN 400 KIOSKO LA PAZ MZ 9 LOTE 10","EUGENIO  MARTINEZ CASTRO"
"Asociaciones","890402435","CLUB DE AMIGOS DE BLAS DE LEZO","CULTURAL","3157736253","marlinplaza@hotmail.com","COLOMBIA","CARTAGENA","5300","BLAS DE LEZO","BLAS DE LEZO, MANZANA M LOTE 2 Y 4 ETAPA 1","RAFAEL  MERCADO FONTALVO"
"Asociaciones","901368491","ASOCIACION LIGA DE MUJERES DESPLAZADAS DEL POZON","VICTIMAS DEL CONFLICTO","3157441300","muliderr@hotmail.com","COLOMBIA","CARTAGENA","1600","EL POZON","SECTOR VICTOR BLANCO MZ 173A L.06 BARRIO EL POZON","BORIS DE JESUS BERRIOS PALOMINO"
"Asociaciones","806015819","ASOCIACION DE LOS VENDEDORES ARTESANALES DE LA POPA ""ASOVENARTEPOPA""","FORMALIZACIÓN LABORAL","3216128226","ASOVENARTEPOPA@GMAIL.COM","COLOMBIA","CARTAGENA","1650","PIE DE LA POPA","CERRO DE LA POPA # 20 C 83 BR.PIE DE LA POPA",
"Asociaciones","901162210","ASOCIACION DE FAMILIAS PANIFICADORA DE ROCHA","FORMALIZACIÓN LABORAL","3233997183","asociacionpanaderiaderocha2016@gmail.com","COLOMBIA","CARTAGENA",,"ROCHA","ROCHA CALLE LA IGLESIA K 12 C 16-26","LUZ DARIS BERRIO ORTIZ"
"Asociaciones","901370477","ASOCIACION FIESTAS PATRONALES Y EN CORRALEJAS DEL CORREGIMIENTO DE BAYUNCA","CULTURAL","3145299401","nazllysalcedo@gmail.com","COLOMBIA","CARTAGENA","8250","BAYUNCA","Calle 10  No. 12  74 BAYUNCA","MILDRES  CANTILLO VILLAR"
"Asociaciones","900284737","GRUPO ORGANIZADO DE LA TERCERA EDAD DE MEMBRILLAL                   (RECORDAR Y VIVIR)","ADULTO MAYOR","3215527456","teocam98@hotmail.com","COLOMBIA","CARTAGENA",,"MEMBRILLAL","VEREDA MEMBRILLAL MZ A LT 22 LOCALIDAD # 3","TEOBALDO  CAVADIA MAZA"
"Asociaciones","900395328","ASOCIACION DE PROMOTORES DE SERVICIOS TURISTICOS DEL CARIBE","TURISMO","3002738529","venturasdelcaribe@hotmail.com","COLOMBIA","CARTAGENA","6950","EL EDUCADOR","ALTOS DEL EDUCADOR CARRERA 76 A 10 CALLE 3 DIAGONAL 3F","RAFAEL ENRIQUE HERRERA OSORIO"
"Asociaciones","900403910","ASOCIACION DE GUIAS DE TURISMO INDEPENDIENTES DEL CASTILLO DE SAN FELIPE DE BARAJAS","TURISMO","3168213659","saguri64@hotmail.com","COLOMBIA","CARTAGENA","6200","VISTA HERMOSA","VISTA HERMOSA DIAGONAL 28  #58-40","SAMUEL  GUARDO RIVERA"
"Asociaciones","900980924","ASOCIACION SOCIOAMBIENTAL DE COLOMBIA","AMBIENTAL","3122924509","german_1524@hotmail.com","COLOMBIA","CARTAGENA","6050","EL CAMPESTRE","MANZANA 73 LOTE 4 7a. ETAPA CAMPESTRE","GUILLERMO MANUEL MARTELO CASTILLO"
"Asociaciones","900763738","ASOCIACION DE RECICLADORES DE CARTAGENA ESP","AMBIENTAL","3215352095","asociacion.arca2014@gmail.com","COLOMBIA","CARTAGENA","8900","HENEQUEN","CALLE PRINCIPAL MZ C LOTE 11, HENEQUEN","DIOMEDES  MONTES JACKSON"
"Asociaciones","901117237","ASOCIACION DE GANADEROS DE SOPLAVIENTO","PESQUERIA Y AGROINDUSTRIA","3008520410","asgaso2017@gmail.com","COLOMBIA","CARTAGENA","1200","CENTRO","CENTRO CALLE 2 No 8-31","ZAMIR ENRIQUE SARMIENTO JINETE"
"Asociaciones","900049983","ASOCIACION DE PESCADORES ARTESANALES DEL BARRIO SAN FRANCISCO SECTOR PARAISO 1 APAPU","PESQUERIA Y AGROINDUSTRIA","6582237","alvarotorresmartinez@hotmail.com","COLOMBIA","CARTAGENA","450","SAN FRANCISCO","CRA 34 No 53237 SAN FRANCISCO","ALVARO TORRES MARTINEZ"
"Asociaciones","890480024","FEDERACION NACIONAL DE COMERCIANTES ""FENALCO"" SECCIONAL BOLIVAR","DESARROLLO ECONOMICO","6647613","fenalcobolivar@fenalco.com.co","COLOMBIA","CARTAGENA","1300","LA MATUNA","CL 32 9-45 MATUNA EDIFICIO BANCO DEL ESTADO PISO 14","MONICA   FADUL ROSA"
"Asociaciones","900037875","GRUPO ORGANIZADO 3A. EDAD RAFAEL NUÑEZ","ADULTO MAYOR","6755160","marleneavilaargumedo@hotmail.com","COLOMBIA","CARTAGENA","1954","OLAYA HERRERA","OLAYA HERRERA SECTOR RAFAEL NUÑEZ, CALLE GUADALUPE  51-75","EULALIA GUZMAN"
"Asociaciones","900140649","ASOCIACION FLOR DE VIDA","SALUD","6725318","mirtharocha@hotmail.com","COLOMBIA","CARTAGENA",,"MANZANARES","BARRIO MANZANARES MZA 2 LOTE 21B","MIRTA E. ROCHA JULIO"
"Asociaciones","890481226","ASOCIACION DE PADRES DE FAMILIA DEL COLEGIO DE LA SALLE - ASPASALLE","EDUCACIÓN","6517060","aspasallectg@gmail.com","COLOMBIA","CARTAGENA","400","TORICES","Calle 34  17  244 Paseo Bolivar Br Torices","MARLEDYS CANDELARIA CERRO JIMENEZ"
