"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","valorbeneficioconsolidad","valorultimobeneficioasignado"
"1","1","1","41","41807","ND","NO","ACTIVO","Sin Información","ND","2018-08-01","2018-01-01","Mujer","ND","HUILA","TIMANA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76823","ND","NO","ACTIVO","SO","ND","2018-06-01","2018-01-01","Hombre","ND","VALLE","TORO","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","13","13744","ND","ND","ACTIVO","ND","ND","2016-09-01","2016-01-01","Mujer","ND","BOLIVAR","SIMITI","Colombia","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76520","ND","NO","ACTIVO","Sin Información","ND","2017-03-01","2017-01-01","Mujer","ND","VALLE","PALMIRA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","76","76834","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-10-01","2017-01-01","Mujer","ND","VALLE","TULUA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","76","76834","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-10-01","2017-01-01","Mujer","ND","VALLE","TULUA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","76","76834","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-10-01","2017-01-01","Mujer","ND","VALLE","TULUA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","63","63401","ND","ND","ACTIVO","CA","ND","2017-02-01","2017-01-01","Hombre","SIN ESPECIFICAR","QUINDIO","LA TEBAIDA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","63","63130","ND","NO","ACTIVO","Sin Información","ND","2017-02-01","2017-01-01","Mujer","ND","QUINDIO","CALARCA","ND","18-29","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","63","63130","ND","NO","ACTIVO","Sin Información","ND","2017-02-01","2017-01-01","Mujer","ND","QUINDIO","CALARCA","ND","18-29","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","1.300.001 - 2.600.000"
