"vigenc_a_inicial","regional","n_mero_contrato","fecha_suscripci_n","modalidad_selecci_n","tipo_de_contrato","tipo_de_identificaci_n","n_mero_de_identificaci_n","raz_n_social","objeto_del_contrato","lugar_de_ejecuci_n_del","fecha_de_inicio","supervisor_rol","valor_inicial_del_contrato","total_d_as_contrato","fecha_final_de_terminaci","estado"
"2019","Sede de la dirección General","1010452019","2019-02-28T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","890308493","FUNDACION IDEAL PARA LA REHABILITACION INTEGRAL JULIO H CALONJE","BRINDAR ATENCIÓN A FAMILIAS CON NIÑOS, NIÑAS Y ADOLESCENTES CON DISCAPACIDAD A TRAVÉS DE ACCIONES DE FACILITACIÓN, APRENDIZAJE - EDUCACIÓN Y GESTIÓN DE REDES QUE PROMUEVAN SU DESARROLLO, EN EL MARCO DE LA MODALIDAD UNAFA","Sede Nacional","2019-03-01T00:00:00.000","SUBDIRECTOR (A) DE OPERACION DE LA ATENCION A LA FAMILIA Y COMUNIDADES","$   4,568,521,500.00","305","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1012382019","2019-05-27T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","860007398","CASA DE LA MADRE Y EL NIÑO","PRESTAR SERVICIOS DE APOYO PARA DESARROLLAR LA ESTRATEGIA DE VACACIONES EN EL EXTRANJERO PARA NIÑOS, NIÑAS Y ADOLESCENTES","Sede Nacional","2019-05-29T00:00:00.000","SUBDIRECTOR(A) DE ADOPCIONES DEL ICBF","$   1,486,252,420","214","2019-12-29T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1012392019","2019-05-27T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","860032186","FUNDACIÓN PARA LA ASISTENCIA DE LA NIÑEZ ABANDONADA","DESARROLLAR LA ESTRATEGIA “VACACIONES EN EL EXTRANJERO” PARA NIÑOS, NIÑAS Y ADOLESCENTES CON DECLARATORIA DE ADOPTABILIDAD Y CON CARACTERÍSTICAS Y NECESIDADES ESPECIALES, DE ACUERDO AL LINEAMIENTO TÉCNICO ADMINISTRATIVO DEL PROGRAMA DE ADOPCIÓN VIGENTE","Sede Nacional","2019-05-28T00:00:00.000","SUBDIRECTOR(A) DE ADOPCIONES DEL ICBF","$   308,070,390","217","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1012442019","2019-05-30T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","836000772","FUNDACION COLOMBIA VISION","DESARROLLAR LA ESTRATEGIA “VACACIONES EN EL EXTRANJERO” PARA NIÑOS, NIÑAS Y ADOLESCENTES CON DECLARATORIA DE ADOPTABILIDAD Y CON CARACTERÍSTICAS Y NECESIDADES ESPECIALES, DE ACUERDO AL LINEAMIENTO TÉCNICO ADMINISTRATIVO DEL PROGRAMA DE ADOPCIÓN VIGENTE.","Sede Nacional","2019-05-30T00:00:00.000","SUBDIRECTOR(A) DE ADOPCIONES DEL ICBF","$   333,018,234","215","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1012862019","2019-06-14T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","900475871","A LOVE BEYOND BORDERS, LLC","DESARROLLAR LA ESTRATEGIA “VACACIONES EN EL EXTRANJERO” PARA NIÑOS, NIÑAS Y ADOLESCENTES CON DECLARATORIA DE ADOPTABILIDAD Y CON CARACTERÍSTICAS Y NECESIDADES ESPECIALES, DE ACUERDO AL LINEAMIENTO TÉCNICO ADMINISTRATIVO DEL PROGRAMA DE ADOPCIÓN VIGENTE","Sede Nacional","2019-06-14T00:00:00.000","SUBDIRECTOR(A) DE ADOPCIONES DEL ICBF","$   315,150,005","200","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1013002019","2019-06-21T00:00:00.000","CONTRATACIÓN DIRECTA","CONVENIO INTERADMINISTRATIVO","NIT","805012896","INSTITUTO DEL DEPORTE LA EDUCACION FISICA Y LA RECREACION DEL VALLE DEL CAUCA","AUNAR ESFUERZOS Y RECURSOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA IMPLEMENTAR ACCIONES DE LA POLÍTICA NACIONAL DE INFANCIA Y ADOLESCENCIA 2018-2030 EN EL DEPARTAMENTO DEL VALLE DEL CAUCA QUE APOYEN LA DETERMINACIÓN DE UN PROYECTO DE VIDA SIGNIFICATIVO Y EL FORTALECIMIENTO DE CAPACIDADES Y HABILIDADES DE NIÑOS, NIÑAS Y ADOLESCENTES ENTRE LOS 6 Y 17 AÑOS Y SUS FAMILIAS EN LOS MUNICIPIOS FOCALIZADOS","Buenaventura , Valle Del Cauca","2019-06-25T00:00:00.000","SUBDIRECTOR DE OPERACIÓN DE LA ATENCION A LA NIÑEZ Y LA ADOLESCENCIA","$   1,755,057,620","189","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1013662019","2019-07-09T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","800230838","FUNDACION RENACER","IMPLEMENTAR UNA ESTRATEGIA DE PROMOCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES PARA CONTRIBUIR CON LA PREVENCIÓN DE LAS VULNERACIONES A ESTOS DERECHOS, HACIENDO ÉNFASIS EN AQUELLAS ASOCIADAS A LA EXPLOTACIÓN SEXUAL Y COMERCIAL DE NIÑOS, NIÑAS Y ADOLESCENTES – ESCNNA, EN TERRITORIOS TURÍSTICOS Y DE FRONTERA","Leticia, Amazonas
Puerto Nariño, Amazonas
Cartagena, Bolívar
San Jacinto, Bolívar
Riohacha , La Guajira
Maicao , La Guajira
Santa Marta, Magdalena
Cucuta , Norte De Santander
Villa Del Rosario, Norte De Santander","2019-07-17T00:00:00.000","SUBDIRECTOR DE OPERACIÓN DE LA ATENCION A LA NIÑEZ Y LA ADOLESCENCIA","$   1,867,188,372","167","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1014092019","2019-07-22T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","890983866","CORPORACIÓN DE AMOR AL NIÑO CARIÑO","IMPLEMENTAR UNA ESTRATEGIA DE PROMOCIÓN DE DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES PARA CONTRIBUIR CON LA PREVENCIÓN DE LAS VULNERACIONES A ESTOS DERECHOS, HACIENDO ÉNFASIS EN AQUELLAS ASOCIADAS A LA VIOLENCIA SEXUAL Y VIOLENCIA INTRAFAMILIAR, EN DIFERENTES TERRITORIOS DEL PAÍS","Tunja, Boyacá
Garagoa, Boyacá
Socha, Boyacá
Aguazul, Casanare
Paz De Ariporo , Casanare
Cucunuba , Cundinamarca
Fosca, Cundinamarca
Gutierrez, Cundinamarca
Lenguazaque, Cundinamarca
El Castillo, Meta
Cucutilla, Norte De Santander
Aquitania, Boyacá
Tauramena, Casanare
Barrancabermeja, Santander
Bucaramanga, Santander
Piedecuesta, Santander","2019-07-23T00:00:00.000","SUBDIRECTOR DE OPERACIÓN DE LA ATENCION A LA NIÑEZ Y LA ADOLESCENCIA","$   1,555,422,879","161","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1014782019","2019-08-16T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","900512759","FUNDACIÓN APEGO","DESARROLLAR LA ESTRATEGIA “SÚPER AMIGOS”, PARA NIÑOS, NIÑAS, ADOLESCENTES Y JÓVENES CON DECLARATORIA DE ADOPTABILIDAD CON CARACTERÍSTICAS Y NECESIDADES ESPECIALES, DE ACUERDO CON EL LINEAMIENTO TÉCNICO ADMINISTRATIVO DEL PROGRAMA DE ADOPCIÓN VIGENTE","Sede Nacional","2019-08-16T00:00:00.000","SUBDIRECTOR(A) DE ADOPCIONES DEL ICBF","$   1,399,162,844","137","2019-12-31T00:00:00.000","Terminado"
"2019","Sede de la dirección General","1015182019","2019-09-03T00:00:00.000","CONTRATACIÓN DIRECTA DE APORTE","CONTRATO DE APORTE","NIT","860024041","ALDEAS INFANTILES SOS COLOMBIA","IMPLEMENTAR ACCIONES ORIENTADAS A NIÑAS, NIÑOS Y ADOLESCENTES AFECTADOS POR LA CRISIS MIGRATORIA (MIGRANTES, RETORNADOS O DE COMUNIDADES RECEPTORAS) PARA CONTRIBUIR TANTO A LA PREVENCIÓN DE LAS VULNERACIONES COMO A LA PROMOCIÓN DE SUS DERECHOS","Cucuta , Norte De Santander
Villa Del Rosario, Norte De Santander
Maicao , La Guajira
Santiago De Cali , Valle Del Cauca 
Soledad, Atlántico","2019-09-03T00:00:00.000","SUBDIRECTOR DE OPERACIÓN DE LA ATENCION A LA NIÑEZ Y LA ADOLESCENCIA","$   595,174,415","90","2019-12-02T00:00:00.000","Contrato con RP"
