"fecha_corte","nom_rpt","cod_pais","pais","cod_estado_depto","estado_depto","cod_ciudad_muni","ciudad_municipio","vigencia","sexo","etnia","discapacidad","ciclo_vital","per_ocu","per_decla","eventos"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","15","Boyaca","15183","Chita","1991","Hombre","Ninguna","Ninguna","entre 61 y 100","5","1","5"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","19","Cauca","19743","Silvia","1998","Mujer","Ninguna","Multiple","entre 61 y 100","1","0","1"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","70","Sucre","70771","Sucre","1999","LGBTI","Ninguna","Ninguna","entre 29 y 60","2","1","2"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","52","Nari�o","52786","Taminango","1988","Hombre","Ninguna","Ninguna","entre 29 y 60","5","1","5"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","27","Choco","27495","Nuqui","2004","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","9","7","9"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","19","Cauca","19397","La Vega","2006","Hombre","Ninguna","Visual","entre 61 y 100","1","0","1"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","66","Risaralda","66572","Pueblo Rico","1998","Mujer","Ninguna","Ninguna","entre 18 y 28","21","5","28"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","13","Bolivar","13244","El Carmen De Bolivar","2006","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","93","10","99"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","50","Meta","50001","Villavicencio","1988","Hombre","Ninguna","Ninguna","entre 0 y 5","0","2","0"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","54","Norte De Santander","54385","La Esperanza","2000","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 60","3","0","3"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","15","Boyaca","15401","La Victoria","1995","Mujer","Ninguna","Ninguna","entre 61 y 100","1","0","1"
"31/07/2022","REPORTE VICTIMAS ANUALIZADO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","27","Choco","27006","Acandi","1996","Mujer","Ninguna","Fisica","entre 61 y 100","1","1","1"
