"dpto","mpio","prestador","codigo","sede","nombresede","gerente","zona","direccion","barrio","telefono","email","sitio_web","sedeppal","georeferenciacion"
"Risaralda","APÍA","E.S.E HOSPITAL SAN VICENTE DE PAUL APIA","6604500806","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL","JHOANA PAOLA POSADA MOLINA","URBANA","CRA 7 # 7-13","N/A","3113440195 - 3609529","hospital.apia@risaralda.gov.co","http://www.hospitalapia.gov.co/","SI","
,  
(5.105264, -75.942918)"
"Risaralda","BALBOA","ESE HOSPITAL CRISTO REY","6607500752","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL CRISTO REY","FABIAN AUGUSTO HURTADO AGUIRRE","URBANA","CARRERA 9 # 8-17","BALBOA","3688113-33","hospital.balboa@risaralda.gov.co","http://esehospitalcristorey.gov.co/","SI","
,  
(4.95139, -75.959264)"
"Risaralda","BELÉN DE UMBRÍA","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE","6608800271","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE","JOHN FREDY MONTOYA VELASQUEZ","URBANA","CRA 13 # 4-135 BELEN DE UNBRIA","N/A","3216437383 - 3528128 - 3528770","gerencia@hsjbelen.gov.co","http://www.hsjbelen.gov.co/index.php?module=31","SI","
,  
(5.202384, -75.870687)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MONICA","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","Calle 18 No. 19-20","SANTA MONICA","3116300304 - 3302507","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","SI","
,  
(4.824182, -75.679994)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","2","CENTRO DE ATENCIÓN AMBULATORIO VILLA CAROLA","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","Villa Carola Parque Recreacional","Villa Carola","3154281 3302507 Ext. 103","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","NO","
,  
(4.861591, -75.655093)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","3","PUESTO DE SALUD FRAILES","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","CRA 40B No. 14 - 20","FRAILES","3300500","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","NO","
,  
(4.813186, -75.663725)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","4","CENTRO DE ATENCIÓN AMBULATORIO JAPÓN","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","Calle 9 No. 24 - 28","Japón","3301198","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","NO","
,  
(0.0, 0.0)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","5","CENTRO DE ATENCIÓN AMBULATORIO SANTA TERESITA","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","CALLE 61 CRA. 16 Y 17","SANTA TERESITA","3286198","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","NO","
,  
(4.847649, -75.662992)"
"Risaralda","DOSQUEBRADAS","ESE HOSPITAL SANTA MÓNICA","6617000278","6","CENTRO DE ATENCIÓN AMBULATORIA EL BALSO","JAVIER ALEJANDRO GAVIRIA MURILLO","URBANA","CALLE 3 No. 22-31","EL BALSO","3343777 - 3306597 - 3284826","gerenciasantamonica@une.net.co","http://hospitalsantamonica.gov.co/","NO","
,  
(0.0, 0.0)"
"Risaralda","GUÁTICA","ESE HOSPITAL SANTA ANA","6631800799","1","ESE HOSPITAL SANTA ANA","MARIA CRISTINA TREJOS HERNANDEZ","URBANA","CRA 5 # 14-58","N/A","0X6 - 3539093 3539358","hospital.guatica@risaralda.gov.co","http://www.hospitalguatica.com/","SI","
,  
(5.315873, -75.796444)"
"Risaralda","LA CELIA","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE LA CEILA","6638300825","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE","CARLOS ANDRES POSADA BUITRAGO","URBANA","CRA 2 # 5-62","N/A","3156713101 - 3671512","hospital.lacelia@risaralda.gov.co","http://ahr.com.co/?portfolio_page=ese-hospital-san-jose-la-celia","SI","
,  
(5.002065, -76.002737)"
"Risaralda","LA VIRGINIA","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO","6640000716","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA","NEURIDIO ALBERTO VINASCO MARIN","URBANA","CALLE 13 # 11-49","BALSILLA","3682271","gerencia.spysp@gmail.com","http://www.eselavirginia.gov.co/drupal/","SI","
,  
(4.900392, -75.879199)"
"Risaralda","MARSELLA","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSÉ DE MARSELLA","6644000274","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSÉ DE MARSELLA","BENICIO SALAZAR ALZATE","URBANA","CARRERA 14 NO. 16 - 20","LA PISTA","3685025","gerencia@hospitalsanjosemarsella.gov.co","http://www.hospitalsanjosemarsella.gov.co/","SI","
,  
(4.940153, -75.737786)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL DE MISTRATO RISARALDA","Yiriam Milena Carvajal Gonzalez","URBANA","CRA 5 # 8-43","N/A","3526032","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","SI","
,  
(5.298242, -75.883257)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","2","Puesto de Salud San Antonio","Yiriam Milena Carvajal Gonzalez","RURAL","Parque Corregimiento San Antonio del Chami","N/A","3-533526","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","NO","
,  
(5.416764, -75.904506)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","3","Puesto de Salud Arkakay","Yiriam Milena Carvajal Gonzalez","RURAL","Vereda Rio Chami","N/A","3-526032","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","NO","
,  
(5.365196, -75.952155)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","4","Puesto de Salud Rio Mistrato","Yiriam Milena Carvajal Gonzalez","RURAL","Vereda Rio Mistrato","N/A","3-526032","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","NO","
,  
(0.0, 0.0)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","5","Puesto de Salud Purembara","Yiriam Milena Carvajal Gonzalez","RURAL","Vereda la Josefina","N/A","3-526032","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","NO","
,  
(5.403018, -76.055033)"
"Risaralda","MISTRATÓ","ESE Hospital San Vicente de Paul.","6645600288","6","Puesto de Salud Puerto de Oro","Yiriam Milena Carvajal Gonzalez","RURAL","Parque Corregimiento Puerto de oro","N/A","3-526032","hospital.mistrato@risaralda.gov.co","http://www.hsvpmistrato.gov.co/web/index.php","NO","
,  
(5.46279, -76.056745)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","6600100762","1","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","JUAN CARLOS RESTREPO MEJIA","URBANA","Kr 4 No. 24-88","CENTRO","3206745","gerencia@husj.gov.co","http://husj.gov.co/","SI","
,  
(4.817992, -75.698815)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","1","HOSPITAL DE KENNEDY","JORGE IVAN DUQUE CARDONA","URBANA","CRA 12 CALLE 9 PLAZUELA ESTADIO MORA MORA","KENNEDY","3515252 ext 506-507-152-203-252","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","SI","
,  
(4.842994, -75.663321)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","2","HOSPITAL SAN JOAQUIN","JORGE IVAN DUQUE CARDONA","URBANA","a 200 metros del puente vía a San Joaquín","CUBA","3515252 ext 504-505-202-151","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.797792, -75.742064)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","3","CENTRO DE SALUD DE BOSTON","JORGE IVAN DUQUE CARDONA","URBANA","CRA 23 CALLE 20bis","BOSTON","3515252 ext 302","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.817047, -75.712125)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","4","CERTRO DE SALUD SANTA TERESITA","JORGE IVAN DUQUE CARDONA","URBANA","CRA 1 # 17-21","CENTRO","3515252 ext 303","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.808502, -75.702463)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","5","CENTRO DE SALUD DE SAN NICOLAS","JORGE IVAN DUQUE CARDONA","URBANA","CRA 15 CALLE 28","SAN NICOLAS","3515252 ext 304","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.782357, -75.674281)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","7","CENTRO DE SALUD SAN CAMILO","JORGE IVAN DUQUE CARDONA","URBANA","CALLE 34 # 3b - 04","SAN CAMILO","3515252 ext 305","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.811692, -75.754829)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","8","CENTR0 DE SALUD VILLA SANTANA","JORGE IVAN DUQUE CARDONA","RURAL","CRA 21 # 17e-49","VILLA SANTANA","3515252 ext 300","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","9","CENTRO DE SALUD PERLA DEL OTUN","JORGE IVAN DUQUE CARDONA","URBANA","CLL 74 # 39C - 10 (MANZANA 29 CAS 0) LA ALBANIA 2500 LOTES","PERLA DEL OTUN","3515252 ext 301","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.800872, -75.697254)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","10","CENTRO DE SALUD VILLA CONSOTA","JORGE IVAN DUQUE CARDONA","URBANA","Calle 40 Carrera 70 esquina Barrio Panorama Cuba","PANORAMA 2","3515252 ext 307","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.822453, -75.732248)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","11","PUESTO DE SALUD PUERTO CALDAS","JORGE IVAN DUQUE CARDONA","RURAL","Puerto Caldas","N/A","3515252 ext 312","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","12","PUESTO DE SALUD CAIMALITO","JORGE IVAN DUQUE CARDONA","RURAL","CORREGIMIENTO CAIMALITO FRENTE A LA ESTACION DE BOMBEROS","CAIMALITO CENTRO","3515252 ext 311","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.806915, -75.671259)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","13","PUESTO DE SALUD FONDA CENTRAL","JORGE IVAN DUQUE CARDONA","RURAL","Fonda Central","Corregimiento Cerritos","3515252 ext 314","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","14","PUESTO DESALUD CRUCERO DE COMBIA","JORGE IVAN DUQUE CARDONA","RURAL","CORREGIMIENTO CRUCERO DE COMBIA","N/A","3515252 ext 313","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.804503, -75.823778)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","15","PUESTO DE SALUD PITAL DE COMBIA","JORGE IVAN DUQUE CARDONA","RURAL","VEREDA PITAL DE COMBIA, DIAGONAL INSTITUCIÓN EDUCATIVA AGROPECUARIA EL PITAL","VEREDA PITAL DE COMBIA","3515252 ext 322","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.760575, -75.901308)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","19","PUESTO DE SALUD LA BELLA","JORGE IVAN DUQUE CARDONA","RURAL","CORREGIMIENTO LA BELLA CONTIGUO A LA ESTACION DE POLICIA","CORREGIMIENTO LA BELLA","3515252 ext 316","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","20","PUESTO DE SALUD LA FLORIDA","JORGE IVAN DUQUE CARDONA","RURAL","VEREDA LA FLORIDA AVENIDA PRINCIPAL","N/A","3515252 ext 317","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.818981, -75.706571)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","21","CENTRO DE SALUD ARABIA","JORGE IVAN DUQUE CARDONA","RURAL","CORREGIMIENTO ARABIA","CORREGIMIENTO ARABIA","3515252 ext 310","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","22","PUESTO DE SALUD ALTA GRACIA","JORGE IVAN DUQUE CARDONA","RURAL","CORREGEMIENTO ALTAGRACIA CONTIGUO AL ACUEDUCTO","CORREGIMIENTO ALTAGRACIA","3515252 ext 309","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","23","PUESTO DE SALUD MORELIA","JORGE IVAN DUQUE CARDONA","URBANA","SECTOR MORELIA VIA PEREIRA ALCALA","SECTOR MORELIA","3515252 ext 315","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","25","HOSPITAL DEL CENTRO","JORGE IVAN DUQUE CARDONA","URBANA","CRA 7 CON CALLE 40","N/A","3515252 ext 250-150-200-503","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(0.0, 0.0)"
"Risaralda","PEREIRA","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","6600100332","26","CENTRO DE SALUD CASA DEL ABUELO","JORGE IVAN DUQUE CARDONA","URBANA","CIUDAD BOQUIA FRENTE ESTACION DE POLICIA","Parque Industrial","3515252 ext 306","calidad@saludpereira.gov.co","http://www.saludpereira.gov.co","NO","
,  
(4.817992, -75.698815)"
