"a_o","secretaria","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","BOGOTA","COLEGIO FRANCISCO PRIMERO S.S. (IED)","URBANA","KR 28 63 64","2126019 -- 2481271","JOSE CUSTODIO GALARZA MORENO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","ACELERACIÓN DEL APRENDIZAJE,EDUCACIÓN TRADICIONAL",,,,"4",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"cedalemania12@redp.edu.co"
"2016","BOGOTA","COL SAN PATRICIO                                                                                    ","URBANA","KR 80 137 02","6838640 -- 6815357","PAULINA ENCINALES DE SANJINES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","COMPLETA",,"ACADÉMICA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"correo@colegiodesanpatricio.edu.co"
"2016","BOGOTA","COL LUIGI PIRANDELLO","URBANA","KR 113 74 B 06","4424545 -- 2286068","JORGE HERNAN NARANJO PUERTAS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"clp2013academico@gmail.com -- clp.secretaria@gmail.com -- academicaclp@gmail.com"
"2016","BOGOTA","COLEGIO MARCO FIDEL SUAREZ (IED)","URBANA","DG 52 SUR 25 00","2388713  --  2304300  --  7410022","MIGUEL ANGEL GOMEZ PAEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"coldimarcofidelsua6@redp.edu.co"
"2016","BOGOTA","INST ORESTES SINDICI                                                                                ","URBANA","CL 63 A SUR 70 G 84","7754882","JOSE DONATO CRIALES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","SI","A",,,"orestesindici@yahoo.com"
"2016","BOGOTA","COL DEL BOSQUE                                                                                      ","URBANA","KR 65 170 25","6772499 -- 6729277 -- 6733068","MARIA STELLA OVIEDO ROJAS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"rectoria.delbosque@uan.edu.co -- tesoreria.delbosque@uan.edu.co"
"2016","BOGOTA","CENTRO DE EDUCACION LABORAL","URBANA","AC 72 77 A 73","5440960 -- 4371664 -- 5454268 -- 3143345344","YOLANDA CUBAQUE MENDOZA","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA,NOCTURNA",,"ACADÉMICA","6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","BOGOTA","LIC SANTA PAULA","URBANA","CR. 92A NO.76-42/32",,"MERCEDES SANCHEZ LOPEZ ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","BOGOTA","COL DEL SAGRADO CORAZON DE JESUS BETHLEMITAS                                                        ","URBANA","KR 7 65 42","3479700","HNA CIELO MORENO CALDERON","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO",,"1",,"COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","A",,,"info@bethlemitasbogota.edu.co"
"2016","BOGOTA","GIMNASIO NUESTRA SEÑORA DE LA ESPERANZA","URBANA","DG 45 B SUR 8 30 ESTE","3641973 -- 8123572","ADRIANA ALBUJA SANTOS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"gim.nuestrasenoradelaesperanza@gmail.com"
