"fecha_corte","nom_rpt","cod_pais","pais","cod_estado_depto","estado_depto","vigencia","sexo","etnia","discapacidad","ciclo_vital","per_ocu","per_decla","eventos"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","5","Antioquia","2020","Mujer","Indigena","NO","entre 0 y 5","1","1","1"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","5","Antioquia","2020","Mujer","Ninguna","NO","entre 18 y 28","13","13","19"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","27","Choco","2020","Mujer","Indigena","NO","entre 61 y 100","1","0","1"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","LGBTI","Ninguna","NO","entre 18 y 28","0","0","0"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","70","Sucre","2020","Hombre","Indigena","NO","entre 29 y 60","0","0","0"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","27","Choco","2020","Mujer","Negro(a) o Afrocolombiano(a)","NO","entre 12 y 17","2","0","2"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","76","Valle del Cauca","2020","Mujer","Ninguna","NO","entre 29 y 60","1","0","1"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","Hombre","Negro(a) o Afrocolombiano(a)","SI","entre 6 y 11","0","0","0"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","66","Risaralda","2020","Hombre","Ninguna","NO","entre 29 y 60","0","0","0"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","Mujer","Indigena","NO","entre 6 y 11","0","0","0"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","Hombre","Negro(a) o Afrocolombiano(a)","NO","entre 6 y 11","0","0","0"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","11","Bogota, D.C.","2020","Hombre","Ninguna","NO","entre 0 y 5","0","1","0"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","76","Valle del Cauca","2020","Mujer","Negro(a) o Afrocolombiano(a)","NO","entre 18 y 28","1","0","1"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","Hombre","Negro(a) o Afrocolombiano(a)","NO","entre 29 y 60","0","0","0"
"31/01/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","0","SIN DEFINIR","2020","Mujer","Ninguna","NO","entre 18 y 28","0","0","0"
"31/03/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","11","Bogota, D.C.","2020","Mujer","Ninguna","NO","entre 29 y 60","0","1","0"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","5","Antioquia","2020","Mujer","Indigena","NO","entre 0 y 5","1","1","1"
"29/02/2020","REPORTE VICTIMAS ANUALIZADO, CIFRA DEPARTAMENTAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL)","48","COLOMBIA","66","Risaralda","2020","Hombre","Negro(a) o Afrocolombiano(a)","NO","entre 29 y 60","0","1","0"
