"a_o","cod_dane_departamento","departamento","cod_secretaria","secretaria","cod_dane_municipio","municipio","codigo_dane","nombre_establecimiento","cod_sector","sector","cod_caracter","caracter","cod_calendario","calendario","direccion","barrio_vereda","telefono","fax","email","rector","web","total_matricula","cantidad_sedes"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000152","CORP EDUC AMIGOS INSTITUTO JEAN PIAGET","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 3 VIA AEROPUERTO","BRUSELAS","3208374873","NO APLICA","amigospiagetianos@gmail.com","WALTER CIRO RESTREPO","NO APLICA","199","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000152","CORP EDUC AMIGOS INSTITUTO JEAN PIAGET","807","NO OFICIAL","817.000000",,"874","A","IND KILOMETRO 3 VIA AEROPUERTO","BRUSELAS","3208374873","NO APLICA","amigospiagetianos@gmail.com","WALTER CIRO RESTREPO","NO APLICA","213","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000152","CORP EDUC AMIGOS INSTITUTO JEAN PIAGET","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 3 VIA AEROPUERTO","BRUSELAS","3208374873","NO APLICA","amigospiagetianos@gmail.com","WALTER CIRO RESTREPO","NO APLICA","202","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000152","CORP EDUC AMIGOS INSTITUTO JEAN PIAGET","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 3 VIA AEROPUERTO","BRUSELAS","3208374873","NO APLICA","amigospiagetianos@gmail.com","WALTER CIRO RESTREPO","NO APLICA","171","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000225","DOMINGO SAVIO","1002","NO_OFICIAL","817",,"52","A","CL 25 CON KR 10 EQ TORASSO BR DIRECCION","TORASSO","4351663","NO APLICA","rectoria@domingosavio.edu.co","HNA EVA MARIA ZARTA SANTOS","NO APLICA","433","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000225","DOMINGO SAVIO","807","NO OFICIAL","817.000000",,"874","A","CL 25 CON KR 10 EQ TORASSO BR DIRECCION","TORASSO","4351663","NO APLICA","rectoria@domingosavio.edu.co","HNA FULBIA MAGALI BENAVIDES VALENCIA","NO APLICA","436","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000225","DOMINGO SAVIO","1002","NO_OFICIAL","817",,"52","A","CL 25 CON KR 10 EQ TORASSO BR DIRECCION","TORASSO","4351663","NO APLICA","rectoria@domingosavio.edu.co","HNA SARA EMILCE GUEZGUAN PATIÑO","NO APLICA","428","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001000225","DOMINGO SAVIO","1002","NO_OFICIAL","817",,"52","A","CL 25 CON KR 10 EQ TORASSO BR DIRECCION","TORASSO","4351663","NO APLICA","rectoria@domingosavio.edu.co","HNA FULBIA MAGALI BENAVIDES VALENCIA","NO APLICA","444","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001001906","GIMNASIO CAMPESTRE DE FLORENCIA","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 1 VIA A MORELIA","EL ENCANTO","4352964","NO APLICA","carolinafarietag@hotmail.com","CAROLINA FARIETTA GASCA","NO APLICA","272","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001001906","GIMNASIO CAMPESTRE DE FLORENCIA","807","NO OFICIAL","963.000000",,"874","A","IND KILOMETRO 1 VIA A MORELIA","EL ENCANTO","4352964","NO APLICA","carolinafarietag@hotmail.com","CAROLINA FARIETTA GASCA","NO APLICA","257","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001001906","GIMNASIO CAMPESTRE DE FLORENCIA","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 1 VIA A MORELIA","EL ENCANTO","4352964","NO APLICA","carolinafarietag@hotmail.com","CAROLINA FARIETTA GASCA","NO APLICA","239","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001001906","GIMNASIO CAMPESTRE DE FLORENCIA","1002","NO_OFICIAL","817",,"52","A","IND KILOMETRO 1 VIA A MORELIA","EL ENCANTO","4352964","NO APLICA","carolinafarietag@hotmail.com","CAROLINA FARIETTA GASCA","NO APLICA","220","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002805","COMFACA","1002","NO_OFICIAL","817",,"52","A","KR 11 10 34","COOPERATIVA","4366300 ext. 301 -302","4366300 ext. 109","colegiocomfaca@hotmail.com","LEONEL ANCIZAR GALLEGO RUIZ","www.comfaca.com","741","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002805","COMFACA","807","NO OFICIAL","817.000000",,"874","A","KR 11 10 34","COOPERATIVA","4366300 ext. 301 -302","4366300 ext. 109","colegiocomfaca@hotmail.com","LEONEL ANCIZAR GALLEGO RUIZ","www.comfaca.com","706","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002805","COMFACA","1002","NO_OFICIAL","817",,"52","A","KR 11 10 34","COOPERATIVA","4366300 ext. 301 -302","4366300 ext. 109","colegiocomfaca@hotmail.com","ELIZABETH MARTINEZ BELTRAN","www.comfaca.com","696","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002805","COMFACA","1002","NO_OFICIAL","817",,"52","A","KR 11 10 34","COOPERATIVA","4366300 ext. 301 -302","4366300 ext. 109","colegiocomfaca@hotmail.com","LEONEL ANCIZAR GALLEGO RUIZ","www.comfaca.com","728","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002929","COLEGIO CRISTIANO SHALOM","1002","NO_OFICIAL","963",,"52","A","IND KR 9 B 7 40","LAS AVENIDAS","4353628","4353628","cleostella@hotmail.com","GLORIA ELENA OSORIO","NO APLICA","78","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002929","COLEGIO CRISTIANO SHALOM","807","NO OFICIAL","963.000000",,"874","A","IND KR 9 B 7 40 <EOF>","LAS AVENIDAS","4353628","4353628","cleostella@hotmail.com","GLORIA ELENA OSORIO","NO APLICA","68","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002929","COLEGIO CRISTIANO SHALOM","1002","NO_OFICIAL","963",,"52","A","IND KR 9 B 7 40","LAS AVENIDAS","4353628","4353628","cleostella@hotmail.com","GLORIA ELENA OSORIO PATIÑO","NO APLICA","75","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002929","COLEGIO CRISTIANO SHALOM","1002","NO_OFICIAL","963",,"52","A","IND KR 9 B 7 40","LAS AVENIDAS","4353628","4353628","cleostella@hotmail.com","GLORIA ELENA OSORIO","NO APLICA","85","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002961","LICEO SUPERIOR PRIMERAS LUCES","1002","NO_OFICIAL","817",,"52","A","CALLE 21 NO. 21-01","LOS ALPES","4357572","NO APLICA","misprimerasl@hotmail.com","EUDALIA AGUDELO GAITAN","NO APLICA","761","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002961","LICEO SUPERIOR PRIMERAS LUCES","807","NO OFICIAL","817.000000",,"874","A","CALLE 21 NO. 21-01","LOS ALPES","4357572","NO APLICA","misprimerasl@hotmail.com","EUDALIA AGUDELO GAITAN","NO APLICA","809","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002961","LICEO SUPERIOR PRIMERAS LUCES","1002","NO_OFICIAL","817",,"52","A","CL 21 21 01","LOS ALPES","4357572","NO APLICA","misprimerasl@hotmail.com","EUDALIA AGUDELO GAITAN","NO APLICA","794","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001002961","LICEO SUPERIOR PRIMERAS LUCES","1002","NO_OFICIAL","817",,"52","A","CALLE 21 NO. 21-01","LOS ALPES","4357572","NO APLICA","misprimerasl@hotmail.com","EUDALIA AGUDELO GAITAN","NO APLICA","741","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003054","COL GIMNASIO AMERICANO","1002","NO_OFICIAL","963",,"52","A","CL 9 15 29","JUAN XXIII","4355959","NO APLICA","gimnasioamericano@florencia.edu.co","MARIA LUISA MARTINEZ CASTRO","NO APLICA","67","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003054","COL GIMNASIO AMERICANO","807","NO OFICIAL","963.000000",,"874","A","CL 9 15 29","JUAN XXIII","4355959","NO APLICA","gimnasioamericano@florencia.edu.co","MARIA LUISA MARTINEZ CASTRO","NO APLICA","116","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003054","COL GIMNASIO AMERICANO","1002","NO_OFICIAL","963",,"52","A","CL 9 15 29","JUAN XXIII","4355959","NO APLICA","gimnasioamericano@florencia.edu.co","MARIA LUISA MARTINEZ CASTRO","NO APLICA","111","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003054","COL GIMNASIO AMERICANO","1002","NO_OFICIAL","963",,"52","A","CL 9 15 29","JUAN XXIII","4355959","NO APLICA","gimnasioamericano@florencia.edu.co","MARIA LUISA MARTINEZ CASTRO","NO APLICA","53","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003071","PEDAGOGICO INFANTIL LOS NENITOS","1002","NO_OFICIAL","963",,"52","A","KR 15 6 75","JUAN XXIII","4356076","NO APLICA","losnenitos@florencia.edu.co","DORIS AMANDA BERMUDEZ TRUJILLO","NO APLICA","165","1"
"2021","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003071","PEDAGOGICO INFANTIL LOS NENITOS","807","NO OFICIAL","963.000000",,"874","A","KR 15 6 75","JUAN XXIII","4356076","NO APLICA","losnenitos@florencia.edu.co","DORIS AMANDA BERMUDEZ TRUJILLO","NO APLICA","110","1"
"2020","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003071","PEDAGOGICO INFANTIL LOS NENITOS","1002","NO_OFICIAL","963",,"52","A","KR 15 6 75","JUAN XXIII","4356076","NO APLICA","losnenitos@florencia.edu.co","DORIS AMANDA BERMUDEZ TRUJILLO","NO APLICA","136","1"
"2018","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003071","PEDAGOGICO INFANTIL LOS NENITOS","1002","NO_OFICIAL","963",,"52","A","KR 15 6 75","JUAN XXIII","4356076","NO APLICA","losnenitos@florencia.edu.co","DORIS AMANDA BERMUDEZ TRUJILLO","NO APLICA","148","1"
"2019","18","CAQUETÁ","3776","FLORENCIA","18001","FLORENCIA","318001003178","JORGE ISAACS","1002","NO_OFICIAL","963",,"52","A","KR 8 A 5 B 71 <EOF>","ESTRELLA","3168757533","NO APLICA","jorgeisaac@florencia.edu.co","ALEXANDER PERDOMO PERAFAN","NO APLICA","348","1"
