"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"ANTIOQUIA","BARBOSA","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","BELLO","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","CALDAS","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","COPACABANA","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","ENVIGADO","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","GIRARDOTA","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","ITAGUI","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","LA ESTRELLA","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","MEDELLIN","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","RETIRO","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","RIONEGRO","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","SABANETA","ACUEDUCTO","OPERATIVA","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.","ANTIOQUIA","MEDELLIN","CRA 58 No 42-125 Edificio Inteligente","3808080","DONEY.MARTINEZ@EPM.COM.CO","Registro por la ESP","JORGE ANDRES CARRILLO CARDOSO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
