"a_o","secretaria","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","BOGOTA","GIMN NUEVO  SIDAUTO                                                                                 ","URBANA","KR 90 A 91 96","4366460  /2521545","LUZ ELENA GARZON","CENTRO EDUCATIVO",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,,"-2,-1,0,1,2,3,4,5,6,7,11,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"1ºugimna@hotmail.com   1ºedugimna@hotmail.com                             "
"2016","BOGOTA","JARD INF LA CASITA DE CHENANO                                                                       ","URBANA","AV LAS AMERICAS 69 B 59","4177828","SOLANYI XIMENA FLORIAN CAMPOS","CENTRO EDUCATIVO",,,,"PREESCOLAR","COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"academchenano@gmail.com"
"2016","BOGOTA","ACADEMIA REAL PARA NIÑOS","URBANA","CL 42 A 87 I 10 SUR","4063716","YENNI MARCELA ROZO GARCIA","CENTRO EDUCATIVO",,,,"BÁSICA PRIMARIA","COMPLETA",,,"1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"academiareal2005@hotmail.com"
"2016","BOGOTA","COL BILING RICHMOND                                                                                 ","URBANA","KR 53 222 76","6763865 -- 6763864 -- 6763866 -- 6763836 -- 676006","DIEGO FERNANDO SANCHEZ HURTADO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","B",,,"academica@cbr.edu.co --rectoria@cbr.edu.co"
"2016","BOGOTA","COL COOP MONSEÑOR ISMAEL PERDOMO                                                                    ","URBANA","DG 62 G SUR 72 A 41","7764491 -- 7805045 -- 7784737","TULIO RAFAEL DE LA HOZ AMARIS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"1",,"COOPERATIVO","COOPERATIVO","NO APLICA","NO","A",,,"academicacoop@etb.net.co"
"2016","BOGOTA","GIMN LA ARBOLEDA                                                                                    ","URBANA","KR 32 184 23","6690107 -- 5101476 -- 5109824","MARTHA ISABELA FRANCO ALBIS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","B",,,"academica@gimnasiolaarboleda.edu.co"
"2016","BOGOTA","INSTITUCION EDUCATIVA SAN NICOLAS LTDA","URBANA","KR 78 C BIS 35 11 SUR","2733990","ALIRIO LOZANO","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,FIN DE SEMANA",,"ACADÉMICA","23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"academicanuevohorizonte@gmail.com"
"2016","BOGOTA","COLEGIO BILINGÜE INTEGRAL","URBANA","CL 1 A 29 05","2372792 -- 3513207 -- 3144031417","ILLYA MAYAB GONZALEZ BAQUERO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"OTRO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,"INGLÉS,FRANCES","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"academicsecretary@cbi.edu.co -- secretariacbi@yahoo.com"
"2016","BOGOTA","COL GEORGE WILLIAMS                                                                                 ","URBANA","KR 17 28 40","3380538 / 2878457                                 ","MARIA LUCIA GAMBA DE SAENZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"acjbta@telesat.com.co colgeorgewilliams@gmail.com                             "
"2016","BOGOTA","CENT EDUC MI TALLER CREATIVO NUEVAS ESPIGAS                                                         ","URBANA","KR 1 B ESTE 49 B 20 SUR","5681732","MERCEDES GARCIA MENDIETA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,MÚLTIPLE DISCAPACIDAD","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"acmitallercreativo@yahoo.com"
