"id_contrato","referencia_contrato","estado_integraci_n","fecha_interfase","estado_integraci_n_item","identificador_integraci_n","destino_del_gasto","origen_gasto","balance_cdp","balance_vigencia","registrado_en_siif","identificador_tem","c_digo","tipo_de_item","balance","valor_utilizado","c_digo_unidad_subunidad_ejecutora_"
"CO1.PCCNTR.1828881","2896-2020","Exito","09/09/2020","No definido","CO1.SIIFITEM.24229669","Inversión","No Especificado","450490655","0","true","CO1.SIIFITEM.24229670.677393","220","CDP","450490655","12200000","17-02-00-000"
"CO1.PCCNTR.1797803","C-81 DE 2020","Exito","08/14/2020","Generado","CO1.SIIFITEM.30301334","Funcionamiento","No Especificado","1500000","0","true","CO1.SIIFITEM.30301335.663021","10920","CDP","1500000","1500000","34-01-01"
"CO1.PCCNTR.779930","1014-2019","Exito","01/30/2019","Generado","CO1.SIIFITEM.7353923","Funcionamiento","Presupuesto de entidad nacional","18443700","0","true","CO1.SIIFITEM.7353924.270915","75919","CDP","18443700","18443700","02-12-00"
"CO1.PCCNTR.1343737","CO1.PCCNTR.1343737","Exito","02/04/2020","Generado","CO1.SIIFITEM.17876251","Inversión","Presupuesto de entidad nacional","301576000","0","true","CO1.SIIFITEM.17876252.458500","1320","CDP","301576000","284093336","36-02-00-073-000000"
"CO1.PCCNTR.891549","CAO-01 DANE 2019","Exito","10/22/2019","No definido","CO1.SIIFITEM.10981329","Funcionamiento","Presupuesto de entidad nacional","2783000","0","true","CO1.SIIFITEM.10981330.342227","18319","CDP","2783000","2783000","04-01-01-00E"
"CO1.PCCNTR.1152029","298-CENAC-REGIONAL-USAQUEN-2019","Exito","10/03/2019","Generado","CO1.SIIFITEM.11057349","Funcionamiento","Presupuesto de entidad nacional","60000000","0","true","CO1.SIIFITEM.11057350.386463","20819","CDP","60000000","60000000","15-01-03-043"
"CO1.PCCNTR.3544821","25762 DE 2022","Exito","06/12/2022","No definido","CO1.SIIFITEM.58487376","Inversión","No Especificado","18570000","0","true","CO1.SIIFITEM.58487381.1789748","82122","CDP","18570000","18570000","04-03-00-000"
"CO1.PCCNTR.377477","CONTRATO DE SUMINISTRO No. 063 de 2018","Exito","09/11/2018","No definido","CO1.SIIFITEM.11084422","Funcionamiento","Recursos propios","130000000","0","true","CO1.SIIFITEM.11084423.103389","16818","CDP","130000000","0","11-04-00"
"CO1.PCCNTR.1153906","CO1.PCCNTR.1153906","Exito","10/22/2019","No definido","CO1.SIIFITEM.11068328","Funcionamiento","Recursos propios","69997000","0","true","CO1.SIIFITEM.11068329.386545","9019","CDP","69997000","69997000","12-08-00-535"
"CO1.PCCNTR.958042","45-2-10013-19","Error","05/18/2019","No Iniciado","CO1.SIIFITEM.11074513","Funcionamiento","Presupuesto de entidad nacional","6256000","0","true","CO1.SIIFITEM.11074514.361299","4519","CDP","6256000","6256000","16-01-01-E2"
"CO1.PCCNTR.1274061","057-2020","Exito","08/27/2020","No definido","CO1.SIIFITEM.24228911","Inversión","Recursos propios","51600000","0","true","CO1.SIIFITEM.24228912.410538","6520","CDP","51600000","36000000","35-04-00"
"CO1.PCCNTR.1151715","109 de 2019","Exito","09/04/2019","Generado","CO1.SIIFITEM.11043843","Funcionamiento","Recursos propios","538140936","0","true","CO1.SIIFITEM.11043844.386370","14519","CDP","538140936","538140936","23-09-00"
"CO1.PCCNTR.690125","72-7-10048-18","Error","06/29/2019","No Iniciado","CO1.SIIFITEM.11072342","Funcionamiento","Presupuesto de entidad nacional","694050858","2336734164","true","CO1.SIIFITEM.11072347.214776","005616","VigenciaOrdinary","2336734164","2336734164","16-01-01-M4"
"CO1.PCCNTR.779415","995-2019","Exito","01/30/2019","Generado","CO1.SIIFITEM.7353915","Funcionamiento","Presupuesto de entidad nacional","30918900","0","true","CO1.SIIFITEM.7353916.270489","64319","CDP","30918900","30918900","02-12-00"
"CO1.PCCNTR.1429866","VAF-445-2020","Exito","09/08/2020","Generado","CO1.SIIFITEM.24186292","Funcionamiento","Recursos propios","22356000","0","true","CO1.SIIFITEM.24186294.507879","68020","CDP","7452000","7452000","24-13-00"
"CO1.PCCNTR.1352370","CO1.PCCNTR.1352370","Exito","02/05/2020","Generado","CO1.SIIFITEM.30295534","Inversión","Presupuesto de entidad nacional","1414406578","0","true","CO1.SIIFITEM.30295535.464818","4120","CDP","1414406578","468464028","36-02-00-005-920410"
"CO1.PCCNTR.738207","396-2019","Exito","08/30/2019","No definido","CO1.SIIFITEM.10235951","Funcionamiento","Presupuesto de entidad nacional","258150426","0","true","CO1.SIIFITEM.10235952.239302","5519","CDP","98580674","58622750","41-04-00"
"CO1.PCCNTR.579606","011-069-2018","Error","09/26/2018","No Iniciado","CO1.SIIFITEM.17873028","Funcionamiento","Recursos propios","0","0","true","CO1.SIIFITEM.17873029.173889","17018","CDP","0","460418250","15-20-00-008"
"CO1.PCCNTR.1121805","055 DE 2019 - SAMC-2019-03","Exito","08/08/2019","Generado","CO1.SIIFITEM.17873955","Inversión","Recursos propios","496837827","0","true","CO1.SIIFITEM.17873956.382659","10419","CDP","333897827","333897827","27-01-02-027"
"CO1.PCCNTR.1113626","026 DE 2019","Exito","10/11/2019","No definido","CO1.SIIFITEM.11070840","Funcionamiento","Recursos propios","10719750","0","true","CO1.SIIFITEM.11070841.381805","9319","CDP","8574750","8574750","12-08-00-637"
"CO1.PCCNTR.1154033","62-19","Exito","10/07/2019","Generado","CO1.SIIFITEM.11080119","Funcionamiento","Recursos propios","23000000","0","true","CO1.SIIFITEM.11080120.386656","16919","CDP","23000000","19120515","23-11-00"
"CO1.PCCNTR.1545149","2531-2020","Exito","05/04/2020","No definido","CO1.SIIFITEM.17871654","Inversión","No Especificado","3559496968","0","true","CO1.SIIFITEM.17871655.550076","2820","CDP","3559496968","19780000","17-02-00-000"
"CO1.PCCNTR.1153927","CCV-007-2019","Exito","10/22/2019","Generado","CO1.SIIFITEM.11082724","Inversión","Presupuesto de entidad nacional","30907000","0","true","CO1.SIIFITEM.11082725.386716","54819","CDP","30907000","30900000","32-01-02-000"
"CO1.PCCNTR.780299","1016-2019","Exito","01/30/2019","Generado","CO1.SIIFITEM.7800116","Funcionamiento","Presupuesto de entidad nacional","18443700","0","true","CO1.SIIFITEM.7800117.271351","75519","CDP","18443700","18443700","02-12-00"
"CO1.PCCNTR.1083675","49-7-10044-2019","Exito","08/23/2019","Generado","CO1.SIIFITEM.10201461","Funcionamiento","Presupuesto de entidad nacional","5201460","0","true","CO1.SIIFITEM.10201462.377901","7919","CDP","5201460","5201460","16-01-01-E10"
"CO1.PCCNTR.654532","35 8 10020 18","Exito","10/29/2018","No definido","CO1.SIIFITEM.11074755","Funcionamiento","Presupuesto de entidad nacional","3100000","13684048048","true","CO1.SIIFITEM.11074757.200889","9718","VigenciaOrdinary","13684048048","12600000","16-01-01-D27"
"CO1.PCCNTR.852037","149-MD-DGSM-DISAN-HONAC-2019","Exito","02/21/2019","Generado","CO1.SIIFITEM.11069799","Funcionamiento","Recursos propios","37100000","0","true","CO1.SIIFITEM.11069800.323056","41119","CDP","37100000","37100000","15-01-11-057"
"CO1.PCCNTR.2492924","490-2021","Exito","05/06/2021","Generado","CO1.SIIFITEM.37854300","Funcionamiento","No Especificado","256323000","0","true","CO1.SIIFITEM.37864001.1058933","78721","CDP","256323000","65571000","12-04-00-000"
"CO1.PCCNTR.2209565","CGR-111-2021","Exito","08/25/2021","No definido","CO1.SIIFITEM.44091623","Funcionamiento","No Especificado","80093667","0","true","CO1.SIIFITEM.44091624.881341","29021","CDP","80093667","80093667","26-01-01"
"CO1.PCCNTR.2493696","COMUNICACION DE ACEPTACION 004-2021","Exito","04/28/2021","Generado","CO1.SIIFITEM.37888406","Funcionamiento","No Especificado","22592658","0","true","CO1.SIIFITEM.37888407.1059394","2921","CDP","15023679","15023679","12-08-00-157"
"CO1.PCCNTR.2086579","CO1.PCCNTR.2086579","Error","12/31/2020","No Iniciado","CO1.SIIFITEM.30293633","Inversión","No Especificado","79401383","2912950107","true","CO1.SIIFITEM.30293635.792581","062733","VigenciaOrdinary","2912950107","4641311","04-01-01-00C"
"CO1.PCCNTR.404398","CSS-N-033-2018","Error","10/02/2018","No Iniciado","CO1.SIIFITEM.11076579","Funcionamiento","Presupuesto de entidad nacional","6000000","0","true","CO1.SIIFITEM.11076580.112295","30218","CDP","6000000","6000000","32-01-02-004"
"CO1.PCCNTR.1500010","083-CENACPA-2020","Exito","04/13/2020","No definido","CO1.SIIFITEM.17873979","Funcionamiento","Presupuesto de entidad nacional","45822000","0","true","CO1.SIIFITEM.17873980.533453","4220","CDP","45822000","81206789","15-01-03-078"
"CO1.PCCNTR.1344778","CONTRATO 205 DEL 2020","Exito","02/05/2020","No definido","CO1.SIIFITEM.17887912","Funcionamiento","Recursos propios","846338462","0","true","CO1.SIIFITEM.17887913.459145","3120","CDP","846338462","114775862","21-11-00"
"CO1.PCCNTR.1553027","CO1.PCCNTR.1553027","Exito","09/04/2020","No definido","CO1.SIIFITEM.24154626","Inversión","No Especificado","82203084","0","true","CO1.SIIFITEM.24154627.553026","37320","CDP","82203084","6675316","04-01-01-00C"
"CO1.PCCNTR.939527","CONTRATO DE SUMINISTRO NACIÓN No. 015 de 2019","Exito","04/05/2019","Generado","CO1.SIIFITEM.11072374","Inversión","Presupuesto de entidad nacional","2780000","0","true","CO1.SIIFITEM.11072375.359238","18719","CDP","2780000","2780000","32-01-02-004"
"CO1.PCCNTR.1826155","CONTRATO DE PRESTACIÓN DE SERVICIOS NACIÓN No. 117 DEL 2020","Exito","09/08/2020","Generado","CO1.SIIFITEM.24165980","Inversión","No Especificado","8238989","0","true","CO1.SIIFITEM.24165981.675502","54020","CDP","8238989","8238989","32-01-02-004"
"CO1.PCCNTR.1600026","CD-DP-71-2020","Exito","09/09/2020","No definido","CO1.SIIFITEM.18994872","Funcionamiento","No Especificado","42750000","0","true","CO1.SIIFITEM.18994873.571787","47220","CDP","42750000","42750000","25-02-00"
"CO1.PCCNTR.1076619","CO1.PCCNTR.1076619","UNSPECIFIED",,"No Iniciado","CO1.SIIFITEM.10097268","Funcionamiento","Recursos propios","5781450","0","true","CO1.SIIFITEM.10097269.376544","40919","CDP","5781450","5756200","41-06-00-23"
"CO1.PCCNTR.782845","1009-2019","Exito","02/04/2019","No definido","CO1.SIIFITEM.10346014","Funcionamiento","Presupuesto de entidad nacional","22628400","0","true","CO1.SIIFITEM.10346015.273290","95819","CDP","22628400","22628400","02-12-00"
"CO1.PCCNTR.1313047","CO1.PCCNTR.1313047","Exito","08/26/2020","No definido","CO1.SIIFITEM.30366296","Inversión","Presupuesto de entidad nacional","56419180","0","true","CO1.SIIFITEM.30366297.436824","2020","CDP","56419180","56419180","36-02-00-005-920410"
"CO1.PCCNTR.1545117","97-7-20070-20","Exito","05/05/2020","No definido","CO1.SIIFITEM.17866946","Funcionamiento","Recursos propios","7908852","0","true","CO1.SIIFITEM.17866947.549935","1220","CDP","7908852","7908852","16-01-02-058"
"CO1.PCCNTR.780003","005-2019","Exito","10/22/2019","No definido","CO1.SIIFITEM.11073091","Funcionamiento","Recursos propios","79125000","0","true","CO1.SIIFITEM.11073093.272427","8219","CDP","19425000","19425000","12-08-00-156"
"CO1.PCCNTR.1824492","CO20000203-GAC","Exito","09/07/2020","No definido","CO1.SIIFITEM.24230450","Inversión","No Especificado","58850000","0","true","CO1.SIIFITEM.24230451.674994","25720","CDP","58850000","58198140","15-11-00"
"CO1.PCCNTR.936376","SASI 2019-01 LOTE 2 C E No.21 2019","Error","07/29/2019","Generado","CO1.SIIFITEM.17875788","Funcionamiento","Recursos propios","671453057","0","true","CO1.SIIFITEM.17875789.358784","4519","CDP","14572420","14572420","27-01-02-027"
