"a_o","secretaria","codigodepartamento","nombredepartamento","codigomunicipio","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","RIOHACHA","44","LA GUAJIRA","44001","RIOHACHA","344001003837","NUEVO JARDIN","URBANA","KM. VIA MAICAO","7282989","HAVID REZVANI","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,,"nuevoj@hotmail.com"
"2016","PEREIRA","66","RISARALDA","66001","PEREIRA","266001001264","CENT EDUC VILLA ALVAREZ",,"CORREG LA FLORIDA","3144049  3144264","GLADIS TORO DE SOTO","CENTRO EDUCATIVO",,,,,,,,,,,,,"0",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,
"2016","BUENAVENTURA","76","VALLE DEL CAUCA","76109","BUENAVENTURA","376109015679","INSTITUTO EDUCATIVO GENESIS","URBANA","KR 60 11 A 51",,"MAXIMO SEVERO FERRIN  MARTINEZ ","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","GUAVIARE","95","GUAVIARE","95015","CALAMAR","195015000151","I.E. LA UNION","RURAL","VDA. LA UNION",,"CERRADA","CENTRO EDUCATIVO",,,,,,,"NO APLICA",,,,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,
"2016","ANTIOQUIA","5","ANTIOQUIA","5034","ANDES","405034001421","I.E. NUEVO HORIZONTE","URBANA","IND VDA. SANTA ANA",,"EGIDIO CORREA CORDOBA","INSTITUCION EDUCATIVA",,,,,,,,,,,,,"1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,,"copecas1@hotmail.com"
"2016","CALI","76","VALLE DEL CAUCA","76001","CALI","376001027310","JARDIN INFANTIL AGUACATICO","URBANA","CL 15 OESTE 10 A 71","8934257","SATURIA BAZANTE","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","B",,,
"2016","VALLE","76","VALLE DEL CAUCA","76130","CANDELARIA","476130001348","JARDIN INFANTIL LOS ANGELES DE LA ALDEA","URBANA","CL 18 11 09",,"LILIANA HOYOS","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","MEDELLIN","5","ANTIOQUIA","5001","MEDELLÍN","305001026254","PREESCOLAR AMIGOS DE LA CIENCIA","URBANA","KR 96 47 A 33",,"YANCELLY GOMEZ PARRA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","NARIÑO","52","NARIÑO","52678","SAMANIEGO","252678000310","CENTRO EDUCATIVO MONTEBLANCO","RURAL","VDA. MONTEBLANCO","3207338679","MARIA NUVIA MORA MORA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,FIN DE SEMANA",,,"0,1,2,3,4,5,21","ESCUELA NUEVA,CAFAM",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,
"2016","BUENAVENTURA","76","VALLE DEL CAUCA","76109","BUENAVENTURA","376109008960","MILAGROSO DE BUGA","URBANA","KR 72 4 S 3",,"CARLOS HERNAN CAICEDO DELGADO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 1",
