"uid","title","source","date_published","format","annotation","url","authors","type","access_notes","includes_research_tools","id"
"24200","What Maritime Pilots Need to Know about COVID-19","Centers for Disease Control and Prevention, National Center for Health Statistics","2020-10-30T00:00:00.000","Text","This web page provides information and answers to questions about COVID-19 and maritime pilots:  As a maritime pilot, how can I protect myself and slow the spread of COVID-19?; What steps should pilots’ associations take?; and Where can I get more information?","https://www.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.html",,"Fact Sheet","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/maritime-pilots.html","false","24200"
"23884","Coronavirus Disease (COVID-19): Considerations for Retirement Communities and Independent Living Facilities","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-30T00:00:00.000","Text","This web page, updated on October 30, 2020, offers considerations for ways in which administrators of retirement communities and independent living facilities can help protect residents, workers, visitors, and communities, and slow the spread of COVID-19.","https://www.cdc.gov/coronavirus/2019-ncov/community/retirement/considerations.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fcommunity%2Fretirement%2Fguidance-retirement-response.html",,"Guideline/Assessment Tool","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/retirement/considerations.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/retirement/considerations.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/retirement/considerations.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/retirement/considerations.html","false","23884"
"24193","COVID-19 Infection Fatality Ratio Estimates from Seroprevalence","Imperial College London","2020-10-29T00:00:00.000","PDF","This 18-page report discusses infection fatality ratio (IFR), a key statistic for estimating the burden of COVID-19 that has been continuously debated throughout the current pandemic. Previous estimates have relied on data early in the epidemic, or have not fully accounted for uncertainty in serological test characteristics and delays from onset of infection to seroconversion, death, and antibody waning. After screening 175 studies, this study identified 10 representative antibody surveys to obtain updated estimates of the infection fatality rate using a modeling framework that addresses the limitations.","https://www.imperial.ac.uk/mrc-global-infectious-disease-analysis/covid-19/report-34-ifr/","Brazeau, Nicholas; Verity, Robert; Jenks, Sara; Fu, Han; Whittaker, Charles","Report","Direct link to document: https://www.imperial.ac.uk/media/imperial-college/medicine/mrc-gida/2020-10-29-COVID19-Report-34.pdfLink to Supplementary data: https://www.imperial.ac.uk/media/imperial-college/medicine/mrc-gida/2020-10-29-COVID19-Report-34-supplement.pdfLink to Supplement excluded studies: https://www.imperial.ac.uk/media/imperial-college/medicine/mrc-gida/2020-10-29-COVID19-Report-34-Supplement-excluded-studies.xlsx","false","24193"
"23149","Operating Schools During COVID-19: CDC's Considerations","Centers for Disease Control and Prevention, Center for Preparedness and Response","2020-10-29T00:00:00.000","Text","The CDC offers these considerations, updated on October 29, 2020, for ways in which schools can help protect students, teachers, administrators, and staff and slow the spread of COVID-19. Schools can determine, in collaboration with state and local health officials to the extent possible, whether and how to implement these considerations while adjusting to meet the unique needs and circumstances of the local community.","https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.html",,"Guideline/Assessment Tool","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools.html","false","23149"
"3733","Ohio Pandemic Influenza Public Engagement Demonstration Project","Center for Public Health Practice [Ohio State University, College of Public Health]","2009-08-01T00:00:00.000","PDF","This is a report on a project to help state and local level decision-makers manage response and recovery plans concerning mass fatalities as a result of an outbreak of pandemic influenza in Ohio and is product of a series of meetings with stakeholders and representatives of the public.","http://www.cidrap.umn.edu/sites/default/files/public/php/452/452_massfatality_report.pdf",,"Report",,"false","3733"
"22916","Coronavirus Disease (COVID-19) Considerations for Institutions of Higher Education","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","Text","This web page, updated on October 29, 2020, provides updates on expanded considerations on care for students and staff when becoming ill in an institution of higher learning setting, considerations on ventilation, considerations on food service, and considerations for contact tracing.","https://www.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/considerations.html",,"Guideline/Assessment Tool","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/considerations.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/considerations.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/considerations.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/colleges-universities/considerations.html","false","22916"
"22243","Coronavirus Disease (COVID-19) Staffing Resources: Staffing Resources and Guidance","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","Text","This web page, updated on October 29, 2020, provides resources for state, tribal, local, and territorial health departments on staffing the public health workforce to coordinate the response to the COVID-19 pandemic and reopening state, tribal, local, and territorial programs. Charts show CDC field team deployments and quarantine station deployments by date, and resources from other organizations are provided.","https://www.cdc.gov/coronavirus/2019-ncov/php/open-america/staffing.html",,"Guideline/Assessment Tool",,"false","22243"
"22201","Coronavirus Disease (COVID-19) FAQs for Wildland Firefighters","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","Text","This web page, updated on October 29, 2020, provides answers to frequently asked questions about wildland firefighters and COVID-19. Topics include how to prevent infection and spread, prioritization of testing, and precautions wildland firefighters should take.","https://www.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.html",,"Fact Sheet","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/wildland-firefighters-faq.html","false","22201"
"5034","Cultural Competency Program for Disaster Preparedness and Crisis Response","Office of Minority Health [U.S. Department of Health and Human Services]","2009-06-30T00:00:00.000","Video or Multimedia","This course provides the knowledge, skills, and awareness to best serve all individuals, regardless of cultural or linguistic background, during every phase of a disaster. It is for EMT/First Responders, Emergency Managers, Psychologists and Psychiatrists, Social Workers, Dentists, and any disaster or emergency response personnel interested in learning more about culturally and linguistically appropriate services.","https://www.thinkculturalhealth.hhs.gov/education/disaster-personnel",,"Instructional/Training Material",,"false","5034"
"21130","Implementation of Mitigation Strategies for Communities with Local COVID-19 Transmission","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","PDF","This web page, updated on October 29, 2020, describes the goals, guiding principles, and strategies for community mitigation to reduce or prevent local COVID-19 transmission. Community mitigation activities are actions that people and communities can take to slow the spread of a new virus with pandemic potential.","https://www.cdc.gov/coronavirus/2019-ncov/community/community-mitigation.html",,"Guideline/Assessment Tool","This page is available in Chinese, Korean, Spanish, and Vietnamese. Link to Mitigation Strategies for Santa Clara, CA: https://www.cdc.gov/coronavirus/2019-ncov/downloads/Santa-Clara_Community_Mitigation.pdfLink to Mitigation Strategies for Seattle, WA: https://www.cdc.gov/coronavirus/2019-ncov/downloads/Seattle_Community_Mitigation.pdfLink to Mitigation Strategies for New Rochelle, NY: https://www.cdc.gov/coronavirus/2019-ncov/downloads/New-Rochelle_Community_Mitigation.pdf Link to Mitigation Strategies for Florida: https://www.cdc.gov/coronavirus/2019-ncov/downloads/FL_Community_Mitigation.pdfLink to Mitigation Strategies for Massachusetts: https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf","false","21130"
"21039","Considerations for Communities of Faith","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","Text","This interim guidance, updated on October 29, 2020, offers the general considerations to help communities of faith discern how best to practice their beliefs while keeping their staff and congregations safe during the COVID-19 pandemic.","https://www.cdc.gov/coronavirus/2019-ncov/community/faith-based.html",,"Guideline/Assessment Tool","Link to page in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/faith-based.htmlLink to page in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/faith-based.htmlLink to page in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/faith-based.htmlLink to page in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/faith-based.html","false","21039"
"21012","Polling Locations and Voters: Interim Guidance to Prevent Spread of Coronavirus Disease 2019 (COVID-19)","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-29T00:00:00.000","Text","This guidance, updated on October 29, 2020, provides expanded guidance on changes to operations, procedures, and facilities for polling locations; added reminders to maintain accessibility; and added recommendations for voters.","https://www.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.html",,"Guideline/Assessment Tool","Link to Toolkit for Reducing the Spread of COVID-19 During Elections: https://www.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations/elections-toolkit.htmlLink to guidance in Chinese: https://chinese.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.htmlLink to guidance in Korean: https://korean.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.htmlLink to guidance in Spanish: https://espanol.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.htmlLink to guidance in Vietnamese: https://vietnamese.cdc.gov/coronavirus/2019-ncov/community/election-polling-locations.html","false","21012"
"24191","Ransomware Activity Targeting the Healthcare and Public Health Sector","U.S. Department of Homeland Security","2020-10-28T00:00:00.000","Text","This joint cybersecurity advisory was coauthored by the Cybersecurity and Infrastructure Security Agency (CISA), the Federal Bureau of Investigation (FBI), and the Department of Health and Human Services (HHS). It describes the tactics, techniques, and procedures (TTPs) used by cybercriminals against targets in the Healthcare and Public Health Sector (HPH) to infect systems with Ryuk ransomware for financial gain.","https://us-cert.cisa.gov/ncas/alerts/aa20-302a",,"Guideline/Assessment Tool","Link to advisory in a PDF file: https://us-cert.cisa.gov/sites/default/files/publications/AA20-302A_Ransomware%20_Activity_Targeting_the_Healthcare_and_Public_Health_Sector.pdf","false","24191"
"24187","Innovating on Campus: Supporting Mental Health of Students of Color During COVID-19 and Beyond","Harvard University, Harvard T.H. Chan School of Public Health","2020-10-27T00:00:00.000","Video or Multimedia","This one-hour, two-minute presentation discusses what higher education leaders, staff, and faculty should do to help young people of color successfully navigate today’s campus climate, social distancing protocols, and remote learning experiences.","https://theforum.sph.harvard.edu/events/innovating-on-campus/","Martin, Phillip; Krislov, Marvin; Kumar, Meeta; Chavous, Tabbye; Kim, Josephine","Instructional/Training Material",,"false","24187"
"24164","Common Investigation Protocol for Investigating Suspected SARS-CoV-2 Reinfection","Centers for Disease Control and Prevention, Office of Infectious Diseases","2020-10-27T00:00:00.000","Text","This protocol is designed to support a common public health investigation into suspected SARS-CoV-2 reinfection cases across jurisdictions. Confirming SARS-CoV-2 reinfection requires advanced laboratory diagnostic support built upon advanced planning to implement this protocol, or a locally adapted version, with referral of specimens to supporting laboratory networks.","https://www.cdc.gov/coronavirus/2019-ncov/php/reinfection.html",,"Guideline/Assessment Tool","Link to Investigative Criteria for Suspected Cases of SARS-CoV-2 Reinfection (ICR): https://www.cdc.gov/coronavirus/2019-ncov/php/invest-criteria.html","false","24164"
