"entity_name","fiscal_year","entity_type","county","line_description","value","row_number"
"Alameda","2022","County","Alameda","Secured_Allocation of Property Taxes 1%_County","491265058","2022501058233"
"Alameda","2022","County","Alameda","Unsecured_Allocation of Property Taxes 1%_County","39781926","2022501058232"
"Alameda","2022","County","Alameda","Homeowners Property Tax Relief (HOPTR)_Allocation of Property Taxes 1%_County","3058623","2022501058231"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Secured 1_Allocation of Property Taxes 1%","27569720","2022501058230"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Unsecured 1_Allocation of Property Taxes 1%","1999330","2022501058229"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - HOPTR 1_Allocation of Property Taxes 1%","153718","2022501058228"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Secured 2_Allocation of Property Taxes 1%","0","2022501058227"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Unsecured 2_Allocation of Property Taxes 1%","0","2022501058226"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - HOPTR 2_Allocation of Property Taxes 1%","0","2022501058225"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Secured 3_Allocation of Property Taxes 1%","0","2022501058224"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Unsecured 3_Allocation of Property Taxes 1%","0","2022501058223"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - HOPTR 3_Allocation of Property Taxes 1%","0","2022501058222"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Secured 4_Allocation of Property Taxes 1%","0","2022501058221"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Unsecured 4_Allocation of Property Taxes 1%","0","2022501058220"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - HOPTR 4_Allocation of Property Taxes 1%","0","2022501058219"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Secured 5_Allocation of Property Taxes 1%","0","2022501058218"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - Unsecured 5_Allocation of Property Taxes 1%","0","2022501058217"
"Alameda","2022","County","Alameda","Allocation of Less Than Countywide Funds - HOPTR 5_Allocation of Property Taxes 1%","0","2022501058216"
"Alameda","2022","County","Alameda","Total County ERAF Contributions","499392289","2022501058215"
"Alpine","2022","County","Alpine","Secured_Allocation of Property Taxes 1%_County","4936302","2022501057233"
"Alpine","2022","County","Alpine","Unsecured_Allocation of Property Taxes 1%_County","276831","2022501057232"
"Alpine","2022","County","Alpine","Homeowners Property Tax Relief (HOPTR)_Allocation of Property Taxes 1%_County","9800","2022501057231"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Secured 1_Allocation of Property Taxes 1%","0","2022501057230"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Unsecured 1_Allocation of Property Taxes 1%","0","2022501057229"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - HOPTR 1_Allocation of Property Taxes 1%","0","2022501057228"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Secured 2_Allocation of Property Taxes 1%","0","2022501057227"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Unsecured 2_Allocation of Property Taxes 1%","0","2022501057226"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - HOPTR 2_Allocation of Property Taxes 1%","0","2022501057225"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Secured 3_Allocation of Property Taxes 1%","0","2022501057224"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Unsecured 3_Allocation of Property Taxes 1%","0","2022501057223"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - HOPTR 3_Allocation of Property Taxes 1%","0","2022501057222"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Secured 4_Allocation of Property Taxes 1%","0","2022501057221"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Unsecured 4_Allocation of Property Taxes 1%","0","2022501057220"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - HOPTR 4_Allocation of Property Taxes 1%","0","2022501057219"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Secured 5_Allocation of Property Taxes 1%","0","2022501057218"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - Unsecured 5_Allocation of Property Taxes 1%","0","2022501057217"
"Alpine","2022","County","Alpine","Allocation of Less Than Countywide Funds - HOPTR 5_Allocation of Property Taxes 1%","0","2022501057216"
"Alpine","2022","County","Alpine","Total County ERAF Contributions","580157","2022501057215"
"Amador","2022","County","Amador","Secured_Allocation of Property Taxes 1%_County","18980642","2022501056233"
"Amador","2022","County","Amador","Unsecured_Allocation of Property Taxes 1%_County","334176","2022501056232"
"Amador","2022","County","Amador","Homeowners Property Tax Relief (HOPTR)_Allocation of Property Taxes 1%_County","190769","2022501056231"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Secured 1_Allocation of Property Taxes 1%","0","2022501056230"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Unsecured 1_Allocation of Property Taxes 1%","0","2022501056229"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - HOPTR 1_Allocation of Property Taxes 1%","0","2022501056228"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Secured 2_Allocation of Property Taxes 1%","0","2022501056227"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Unsecured 2_Allocation of Property Taxes 1%","0","2022501056226"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - HOPTR 2_Allocation of Property Taxes 1%","0","2022501056225"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Secured 3_Allocation of Property Taxes 1%","0","2022501056224"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Unsecured 3_Allocation of Property Taxes 1%","0","2022501056223"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - HOPTR 3_Allocation of Property Taxes 1%","0","2022501056222"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Secured 4_Allocation of Property Taxes 1%","0","2022501056221"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Unsecured 4_Allocation of Property Taxes 1%","0","2022501056220"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - HOPTR 4_Allocation of Property Taxes 1%","0","2022501056219"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Secured 5_Allocation of Property Taxes 1%","0","2022501056218"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - Unsecured 5_Allocation of Property Taxes 1%","0","2022501056217"
"Amador","2022","County","Amador","Allocation of Less Than Countywide Funds - HOPTR 5_Allocation of Property Taxes 1%","0","2022501056216"
"Amador","2022","County","Amador","Total County ERAF Contributions","5202790","2022501056215"
"Butte","2022","County","Butte","Secured_Allocation of Property Taxes 1%_County","23882419","2022501055233"
"Butte","2022","County","Butte","Unsecured_Allocation of Property Taxes 1%_County","1982475","2022501055232"
"Butte","2022","County","Butte","Homeowners Property Tax Relief (HOPTR)_Allocation of Property Taxes 1%_County","331583","2022501055231"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Secured 1_Allocation of Property Taxes 1%","0","2022501055230"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Unsecured 1_Allocation of Property Taxes 1%","0","2022501055229"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - HOPTR 1_Allocation of Property Taxes 1%","0","2022501055228"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Secured 2_Allocation of Property Taxes 1%","0","2022501055227"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Unsecured 2_Allocation of Property Taxes 1%","0","2022501055226"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - HOPTR 2_Allocation of Property Taxes 1%","0","2022501055225"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Secured 3_Allocation of Property Taxes 1%","0","2022501055224"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Unsecured 3_Allocation of Property Taxes 1%","0","2022501055223"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - HOPTR 3_Allocation of Property Taxes 1%","0","2022501055222"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Secured 4_Allocation of Property Taxes 1%","0","2022501055221"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Unsecured 4_Allocation of Property Taxes 1%","0","2022501055220"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - HOPTR 4_Allocation of Property Taxes 1%","0","2022501055219"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Secured 5_Allocation of Property Taxes 1%","0","2022501055218"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - Unsecured 5_Allocation of Property Taxes 1%","0","2022501055217"
"Butte","2022","County","Butte","Allocation of Less Than Countywide Funds - HOPTR 5_Allocation of Property Taxes 1%","0","2022501055216"
"Butte","2022","County","Butte","Total County ERAF Contributions","17090450","2022501055215"
"Calaveras","2022","County","Calaveras","Secured_Allocation of Property Taxes 1%_County","13680593","2022501054233"
"Calaveras","2022","County","Calaveras","Unsecured_Allocation of Property Taxes 1%_County","149747","2022501054232"
"Calaveras","2022","County","Calaveras","Homeowners Property Tax Relief (HOPTR)_Allocation of Property Taxes 1%_County","115655","2022501054231"
