"entity_name","entity_id","fiscal_year","member_type_demographic","gender_demographic_assumption","age_demographic_assumption","service_retirement_rate","ordinary_disability_retirement","service_disability_retirement","ordinary_mortality_of_active","service_mortality_of_active","withdrawal_termination_rate","line_id_demographic_assumption"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","25","NULL","NULL","NULL","0.07","NULL","NULL","1"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","30","NULL","0.07","0.07","0.07","NULL","NULL","2"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","35","NULL","0.1","0.1","0.09","NULL","NULL","3"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","40","NULL","0.19","0.19","0.1","NULL","NULL","4"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","45","NULL","0.3","0.3","0.14","NULL","NULL","5"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","50","NULL","0.45","0.45","0.22","NULL","NULL","6"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","55","7","0.14","0.14","0.37","NULL","NULL","7"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","60","23","0.17","0.17","0.65","NULL","NULL","8"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","65","35","0","0","1.16","NULL","NULL","9"
"AC Transit Employees' Retirement Plan","7159","2020","General","Male","70","100","0","0","1.8","NULL","NULL","10"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","25","NULL","NULL","NULL","0.02","NULL","NULL","11"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","30","NULL","0.07","0.2","0.03","NULL","NULL","12"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","35","NULL","0.1","0.31","0.04","NULL","NULL","13"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","40","NULL","0.19","0.56","0.05","NULL","NULL","14"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","45","NULL","0.3","0.9","0.08","NULL","NULL","15"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","50","NULL","0.45","1.35","0.12","NULL","NULL","16"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","55","14","0.14","0.42","0.2","NULL","NULL","17"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","60","23","0.17","0.5","0.31","NULL","NULL","18"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","65","35","0","0","0.44","NULL","NULL","19"
"AC Transit Employees' Retirement Plan","7159","2020","General","Female","70","100","0","0","0.71","NULL","NULL","20"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","25","NULL","0.004","0.006","0.05","NULL","6","1"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","30","NULL","0.012","0.018","0.05","NULL","5.4","2"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","35","NULL","0.02","0.03","0.05","NULL","4.4","3"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","40","NULL","0.032","0.048","0.06","NULL","3.4","4"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","45","NULL","0.076","0.114","0.1","NULL","3","5"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","50","4","0.124","0.186","0.17","NULL","3","6"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","55","6","0.152","0.228","0.27","NULL","3","7"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","60","20","0.172","0.258","0.45","NULL","3","8"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","65","35","NULL","NULL","0.78","NULL","NULL","9"
"Alameda County Employees' Retirement Association","7258","2020","General","Male","70","65","NULL","NULL","NULL","NULL","NULL","10"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","25","NULL","0.004","0.006","0.02","NULL","6","11"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","30","NULL","0.012","0.018","0.02","NULL","5.4","12"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","35","NULL","0.02","0.03","0.03","NULL","4.4","13"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","40","NULL","0.032","0.048","0.04","NULL","3.4","14"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","45","NULL","0.076","0.114","0.07","NULL","3","15"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","50","4","0.124","0.186","0.11","NULL","3","16"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","55","6","0.152","0.228","0.17","NULL","3","17"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","60","20","0.172","0.258","0.24","NULL","3","18"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","65","35","NULL","NULL","0.36","NULL","NULL","19"
"Alameda County Employees' Retirement Association","7258","2020","General","Female","70","65","NULL","NULL","NULL","NULL","NULL","20"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","25","NULL","NULL","0.03","0.05","NULL","2","21"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","30","NULL","NULL","0.26","0.05","NULL","2","22"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","35","NULL","NULL","0.58","0.05","NULL","1.7","23"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","40","NULL","NULL","0.73","0.06","NULL","1.2","24"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","45","NULL","NULL","0.78","0.1","NULL","1","25"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","50","35","NULL","1.52","0.17","NULL","1","26"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","55","45","NULL","2","0.27","NULL","1","27"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","60","45","NULL","2.6","0.45","NULL","0.4","28"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","65","100","NULL","NULL","0.78","NULL","NULL","29"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Male","70","100","NULL","NULL","NULL","NULL","NULL","30"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","25","NULL","NULL","0.03","0.02","NULL","2","31"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","30","NULL","NULL","0.26","0.02","NULL","2","32"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","35","NULL","NULL","0.58","0.03","NULL","1.7","33"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","40","NULL","NULL","0.73","0.04","NULL","1.2","34"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","45","NULL","NULL","0.78","0.07","NULL","1","35"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","50","35","NULL","1.52","0.11","NULL","1","36"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","55","45","NULL","2","0.17","NULL","1","37"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","60","45","NULL","2.6","0.24","NULL","0.4","38"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","65","100","NULL","NULL","0.36","NULL","NULL","39"
"Alameda County Employees' Retirement Association","7258","2020","Safety","Female","70","100","NULL","NULL","NULL","NULL","NULL","40"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","25","NULL","NULL","NULL","5.0E-4","NULL","NULL","1"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","30","NULL","NULL","NULL","6.0E-4","NULL","NULL","2"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","35","NULL","NULL","NULL","6.0E-4","NULL","NULL","3"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","40","NULL","NULL","NULL","7.0E-4","NULL","NULL","4"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","45","NULL","NULL","NULL","0.001","NULL","NULL","5"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","50","NULL","NULL","NULL","0.0015","NULL","NULL","6"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","55","0.05","NULL","NULL","0.0023","NULL","NULL","7"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","60","0.02","NULL","NULL","0.0037","NULL","NULL","8"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","65","0.4","NULL","NULL","0.0057","NULL","NULL","9"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Male","70","1","NULL","NULL","0.0097","NULL","NULL","10"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","25","NULL","NULL","NULL","2.0E-4","NULL","NULL","11"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","30","NULL","NULL","NULL","2.0E-4","NULL","NULL","12"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","35","NULL","NULL","NULL","3.0E-4","NULL","NULL","13"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","40","NULL","NULL","NULL","4.0E-4","NULL","NULL","14"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","45","NULL","NULL","NULL","7.0E-4","NULL","NULL","15"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","50","NULL","NULL","NULL","0.001","NULL","NULL","16"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","55","0.05","NULL","NULL","0.0015","NULL","NULL","17"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","60","0.02","NULL","NULL","0.0022","NULL","NULL","18"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","65","0.4","NULL","NULL","0.0034","NULL","NULL","19"
"Antelope Valley Hospital Medical Center Retirement Plan","7148","2020","General","Female","70","1","NULL","NULL","0.0061","NULL","NULL","20"
"California State Teachers' Retirement System","7209","2020","General","Male","25","NULL","0.015","NULL","0.012","NULL","NULL","1"
"California State Teachers' Retirement System","7209","2020","General","Male","30","NULL","0.025","NULL","0.017","NULL","NULL","2"
"California State Teachers' Retirement System","7209","2020","General","Male","35","NULL","0.04","NULL","0.023","NULL","NULL","3"
"California State Teachers' Retirement System","7209","2020","General","Male","40","NULL","0.065","NULL","0.032","NULL","NULL","4"
"California State Teachers' Retirement System","7209","2020","General","Male","45","NULL","0.09","NULL","0.052","NULL","NULL","5"
"California State Teachers' Retirement System","7209","2020","General","Male","50","6","0.13","NULL","0.085","NULL","NULL","6"
"California State Teachers' Retirement System","7209","2020","General","Male","55","7.5","0.17","NULL","0.132","NULL","NULL","7"
"California State Teachers' Retirement System","7209","2020","General","Male","60","28","NULL","NULL","0.203","NULL","NULL","8"
"California State Teachers' Retirement System","7209","2020","General","Male","65","32.5","NULL","NULL","0.335","NULL","NULL","9"
"California State Teachers' Retirement System","7209","2020","General","Male","70","25","NULL","NULL","NULL","NULL","NULL","10"
"California State Teachers' Retirement System","7209","2020","General","Female","25","NULL","0.015","NULL","0.007","NULL","NULL","11"
"California State Teachers' Retirement System","7209","2020","General","Female","30","NULL","0.025","NULL","0.011","NULL","NULL","12"
"California State Teachers' Retirement System","7209","2020","General","Female","35","NULL","0.05","NULL","0.015","NULL","NULL","13"
"California State Teachers' Retirement System","7209","2020","General","Female","40","NULL","0.075","NULL","0.024","NULL","NULL","14"
"California State Teachers' Retirement System","7209","2020","General","Female","45","NULL","0.09","NULL","0.037","NULL","NULL","15"
"California State Teachers' Retirement System","7209","2020","General","Female","50","6","0.18","NULL","0.056","NULL","NULL","16"
"California State Teachers' Retirement System","7209","2020","General","Female","55","8.5","0.225","NULL","0.082","NULL","NULL","17"
"California State Teachers' Retirement System","7209","2020","General","Female","60","30.5","NULL","NULL","0.124","NULL","NULL","18"
"California State Teachers' Retirement System","7209","2020","General","Female","65","38","NULL","NULL","0.208","NULL","NULL","19"
"California State Teachers' Retirement System","7209","2020","General","Female","70","30","NULL","NULL","NULL","NULL","NULL","20"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","2020","General","Male","25","0","NULL","NULL","NULL","NULL","NULL","1"
"City of Albany Police and Fire Relief Pension Fund","7219","2020","General","Male","25","0","NULL","NULL","NULL","NULL","NULL","1"
"City of Berkeley Safety Members' Pension Fund","7220","2020","General","Male","25","0","0","0","0","0","0","1"
"City of Concord Retirement System","7230","2020","General","Male","25","0","NULL","NULL","NULL","NULL","NULL","1"
"City of Delano Employee Pension Plan","7235","2020","General","Male","25","0","0.02","NULL","0.06","NULL","NULL","1"
"City of Delano Employee Pension Plan","7235","2020","General","Male","30","0","0.02","NULL","0.06","NULL","NULL","2"
"City of Delano Employee Pension Plan","7235","2020","General","Male","35","0","0.05","NULL","0.06","NULL","NULL","3"
"City of Delano Employee Pension Plan","7235","2020","General","Male","40","0","0.12","NULL","0.07","NULL","NULL","4"
"City of Delano Employee Pension Plan","7235","2020","General","Male","45","0","0.19","NULL","0.12","NULL","NULL","5"
"City of Delano Employee Pension Plan","7235","2020","General","Male","50","3","0.21","NULL","0.23","NULL","NULL","6"
"City of Delano Employee Pension Plan","7235","2020","General","Male","55","6","0.22","NULL","0.36","NULL","NULL","7"
"City of Delano Employee Pension Plan","7235","2020","General","Male","60","13.5","0.22","NULL","0.52","NULL","NULL","8"
"City of Delano Employee Pension Plan","7235","2020","General","Male","65","30","0.21","NULL","0.94","NULL","NULL","9"
"City of Delano Employee Pension Plan","7235","2020","General","Male","70","100","0.18","NULL","1.56","NULL","NULL","10"
"City of Delano Employee Pension Plan","7235","2020","General","Female","25","0","0.01","NULL","0.02","NULL","NULL","11"
"City of Delano Employee Pension Plan","7235","2020","General","Female","30","0","0.02","NULL","0.02","NULL","NULL","12"
"City of Delano Employee Pension Plan","7235","2020","General","Female","35","0","0.08","NULL","0.03","NULL","NULL","13"
"City of Delano Employee Pension Plan","7235","2020","General","Female","40","0","0.16","NULL","0.04","NULL","NULL","14"
"City of Delano Employee Pension Plan","7235","2020","General","Female","45","0","0.22","NULL","0.08","NULL","NULL","15"
"City of Delano Employee Pension Plan","7235","2020","General","Female","50","3","0.23","NULL","0.13","NULL","NULL","16"
"City of Delano Employee Pension Plan","7235","2020","General","Female","55","6","0.18","NULL","0.17","NULL","NULL","17"
"City of Delano Employee Pension Plan","7235","2020","General","Female","60","13.5","0.14","NULL","0.24","NULL","NULL","18"
"City of Delano Employee Pension Plan","7235","2020","General","Female","65","30","0.12","NULL","0.39","NULL","NULL","19"
"City of Delano Employee Pension Plan","7235","2020","General","Female","70","100","0.11","NULL","0.66","NULL","NULL","20"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","25","NULL","0.02","5","NULL","NULL","2.49","1"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","30","NULL","NULL","NULL","NULL","NULL","2.32","2"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","35","NULL","0.05","5","NULL","NULL","2.05","3"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","40","NULL","NULL","NULL","NULL","NULL","1.71","4"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","45","NULL","0.16","5","NULL","NULL","1.25","5"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","50","NULL","NULL","NULL","0.44","15","0.78","6"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","55","2.7","0.16","5","0.51","15","NULL","7"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","60","NULL","NULL","NULL","0.75","15","NULL","8"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","65","NULL","NULL","NULL","1.02","15","NULL","9"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","General","Male","70","NULL","NULL","NULL","1.5","15","NULL","10"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","25","NULL","NULL","NULL","NULL","NULL","4.09","21"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","30","NULL","0.02","5","NULL","NULL","3.9","22"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","35","NULL","NULL","NULL","NULL","NULL","3.66","23"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","40","NULL","0.05","5","NULL","NULL","3.25","24"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","45","NULL","NULL","NULL","NULL","NULL","2.61","25"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","50","3","0.16","5","0.44","15","2.12","26"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","55","NULL","NULL","NULL","0.51","15","NULL","27"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","60","NULL","0.16","5","0.75","15","NULL","28"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","65","NULL","NULL","NULL","1.02","15","NULL","29"
"City of El Cerrito Employees' Pension Trust Fund","7225","2020","Safety","Male","70","NULL","NULL","NULL","2.67","15","NULL","30"
"City of Emeryville Pension Plan","7221","2020","General","Male","25","0","0","0","0","0","0","1"
"City of Emeryville Pension Plan","7221","2020","General","Male","30","0","0","0","0","0","0","2"
"City of Emeryville Pension Plan","7221","2020","General","Male","35","0","0","0","0","0","0","3"
"City of Emeryville Pension Plan","7221","2020","General","Male","40","0","0","0","0","0","0","4"
"City of Emeryville Pension Plan","7221","2020","General","Male","45","0","0","0","0","0","0","5"
"City of Emeryville Pension Plan","7221","2020","General","Male","50","0","0","0","0","0","0","6"
"City of Emeryville Pension Plan","7221","2020","General","Male","55","0","0","0","0","0","0","7"
"City of Emeryville Pension Plan","7221","2020","General","Male","60","0","0","0","0","0","0","8"
"City of Emeryville Pension Plan","7221","2020","General","Male","65","0","0","0","0","0","0","9"
"City of Emeryville Pension Plan","7221","2020","General","Male","70","0","0","0","0","0","0","10"
"City of Emeryville Pension Plan","7221","2020","General","Female","25","0","0","0","0","0","0","11"
"City of Emeryville Pension Plan","7221","2020","General","Female","30","0","0","0","0","0","0","12"
"City of Emeryville Pension Plan","7221","2020","General","Female","35","0","0","0","0","0","0","13"
"City of Emeryville Pension Plan","7221","2020","General","Female","40","0","0","0","0","0","0","14"
"City of Emeryville Pension Plan","7221","2020","General","Female","45","0","0","0","0","0","0","15"
"City of Emeryville Pension Plan","7221","2020","General","Female","50","0","0","0","0","0","0","16"
"City of Emeryville Pension Plan","7221","2020","General","Female","55","0","0","0","0","0","0","17"
"City of Emeryville Pension Plan","7221","2020","General","Female","60","0","0","0","0","0","0","18"
"City of Emeryville Pension Plan","7221","2020","General","Female","65","0","0","0","0","0","0","19"
"City of Emeryville Pension Plan","7221","2020","General","Female","70","0","0","0","0","0","0","20"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","25","0","0","0","0","0","0","21"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","30","0","0","0","0","0","0","22"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","35","0","0","0","0","0","0","23"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","40","0","0","0","0","0","0","24"
"City of Emeryville Pension Plan","7221","2020","Safety","Male","45","0","0","0","0","0","0","25"
