"name","title","address","telephone_1","telephone_2","hours_of_operation","website","location","description","geometry_point","latitude","longitude","type"
"mill_woods_town_centre","Mill Woods Town Centre","66 Street and 23 Avenue, Edmonton","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.455894, -113.427644)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.427644 53.455894)","53.455894","-113.427644","Recycling Depot"
"ambleside_eco_station","Ambleside Eco Station","14710 Ellerslie Road SW, Edmonton","311","780-442-5311","Winter Hours (Until April 18, 2022)  

Tues - Sat    9:00 am - 5:00 pm 

Holidays      Closed 

  

Summer Hours (Beginning April 19, 2022)  

Sun - Sat    9:00 am - 7:00 pm 

Holidays      Closed","https://www.edmonton.ca/amblesideecostation","
,  
(53.4259842176915, -113.574875811115)","Eco Stations are convenient waste drop-off facilities where you can bring household hazardous waste, electronics and bulky items. 

  

Please note: Eco Stations do not  accept commercial hazardous waste.","POINT (-113.574875811115 53.4259842176915)","53.4259842176915","-113.574875811115","Eco Station"
"edmonton_waste_management_centre","Edmonton Waste Management Centre","250 Aurum Road NE, Edmonton","311","780-442-5311","Recycling & Waste Disposal  

Mon - Fri  7:30 am - 5:30 pm 

Sat - Sun  8 am - 5 pm 

Holidays   8 am - 5 pm 

  

Closed Christmas Day, Boxing Day & New Years Day","https://www.edmonton.ca/ewmc","
,  
(53.586595, -113.338666)","The Edmonton Waste Management Centre (EWMC) is a unique collection of advanced waste processing and research facilities. Owned and operated by the City of Edmonton, the EWMC is an integral part of Edmontons sustainable approach to waste management. 

  

Dispoal fees can be found online ""http://www.edmonton.ca/programs_services/garbage_waste/disposal-rates.aspx"" here .","POINT (-113.338666 53.586595)","53.586595","-113.338666","Waste Management Centre"
"riverbend_square","Riverbend Square","Rabbit Hill Road, between Riverbend Road and Terwillegar Drive, Edmonton","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.469449, -113.587719)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.587719 53.469449)","53.469449","-113.587719","Recycling Depot"
"reuse_centre","Reuse Centre","6835 83 Street, Edmonton","780-442-4380",,"Wed             10 am - 4 pm 

Thur             Noon -  6 pm 

Fri - Sat       10 am - 4 pm 

Sun - Tue     Closed 

Holidays       Closed","https://www.edmonton.ca/reusecentre","
,  
(53.5042495099147, -113.453164830688)","The Reuse Centre is a circular economy resource, accepting a <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre-accepted-items.aspx"" variety of items  from Edmonton residents free of charge and making them available to organizations and individuals for reuse.","POINT (-113.453164830688 53.5042495099147)","53.5042495099147","-113.453164830688","Reuse Centre"
"west_aggregate_recycling_facility","West Aggregate Recycling Facility","18403 107 Ave","780-944-7654",,"Hours of Operation  

Mon - Sat    7:00 am - 5:00 pm 

Sunday  Closed 

Holidays  Closed","https://www.edmonton.ca/aggregaterecycling","
,  
(53.5533796746269, -113.640877385535)","The City accepts concrete and asphalt from residential and non-residential renovation, construction and demolition projects for recycling. This material is processed and then used in City projects, such as roadway construction and maintenance. Recycled aggregate products are also available for sale to the general public.","POINT (-113.640877385535 53.5533796746269)","53.5533796746269","-113.640877385535","Aggregate Recycling Facility"
"bonnie_doon_shopping_centre","Bonnie Doon Shopping Centre","85 Avenue and 85 Street, Edmonton","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.520838, -113.458983)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.458983 53.520838)","53.520838","-113.458983","Recycling Depot"
"eric_cormack_centre","Eric Cormack Centre","99 Avenue and 112 Street, Edmonton","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.537073, -113.512607)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.512607 53.537073)","53.537073","-113.512607","Recycling Depot"
"mill_woods_recreation_centre","Mill Woods Recreation Centre","72 Street and 28 Avenue, Edmonton","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.457686, -113.447266)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.447266 53.457686)","53.457686","-113.447266","Recycling Depot"
"callingwood","Callingwood","69 Avenue and 176 Street","311","780-442-5311","Open 7 days per week, 24 hours per day","https://www.edmonton.ca/recyclingdepots","
,  
(53.505696540964, -113.625867743887)","Recycling Depots accept: paper (including shredded paper, newspaper and magazines), boxes, cardboard, plastic bags, and all recyclable containers, cans and bottles.","POINT (-113.625867743887 53.505696540964)","53.505696540964","-113.625867743887","Recycling Depot"
