"row_id","dataset_id","name","description","type","tags","url","api_endpoint","creation_date","last_metadata_updated_date","last_data_updated_date","domain","visits","downloads","row_count","internalorexternal","audience","column_name","column_api_name","column_data_type","column_position"
"0","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","ResponseDate","responsedate","calendar_date","1"
"1","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","CompletionDate","completiondate","calendar_date","2"
"2","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Survey_Version","survey_version","text","3"
"3","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Choose_to_Choose","choose_to_choose","text","4"
"4","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_Biking and Road Safety","path_1_choose_your_own_biking","number","5"
"5","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_Community Rec Facilities","path_1_choose_your_own","number","6"
"6","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_General Questions about Life In Edmonton","path_1_choose_your_own_general","number","7"
"7","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_Climate Change Perceptions","path_1_choose_your_own_climate","number","8"
"8","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_Food Security in Edmonton","path_1_choose_your_own_food","number","9"
"9","23rc-59zb","Food Security in Edmonton - Edmonton Insight Community","This was one single topic among a couple from the May 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhCBvlqKoy?t=1

Open from May 14 - 21, 2019. 

At the time the survey was launched survey invitations were sent to 11,525 Insight Community Members. 2,926 members completed the survey which represents a completion rate of 25%. A total of 2,946 respondents completed the survey: 2,926 Insight Community Members and 6 from the call to action button on our web page and 14 using the anonymous link(s) on edmonton.ca/surveys which will have no demographic information.

Column definitions can be found as an attachment to this dataset (under the About option, in the Attachment section).","dataset","food security,insight community","https://data.edmonton.ca/d/23rc-59zb","https://data.edmonton.ca/resource/23rc-59zb.json","2019-07-24T17:37:41.000","2019-07-30T17:25:12.000","2019-07-24T17:45:55.000","data.edmonton.ca","244","38","2945","Internally Sourced Data","public","Path_1_Choose_Your_Own_Parks in Edmonton","path_1_choose_your_own_parks","number","10"
