"geometry_point","latitude","longitude","type","year_const","rim_elev","ward_name","neighbourhood_name","neighbourhood_id","road_name"
"POINT (-113.4023166302501 53.458196510802054)","53.458196510802054","-113.4023166302501","SANITARY","1979","704.994","Sspomitapi Ward","Bisset","6030","41 STREET NW"
"POINT (-113.42915079754458 53.59697074438327)","53.59697074438327","-113.42915079754458","STORM","1966","659.874","Dene Ward","Belvedere","2080","57 STREET NW"
"POINT (-113.43794118522402 53.44378186511726)","53.44378186511726","-113.43794118522402","STORM","1983","691.891","Karhiio Ward","Sakaw","6670","66 STREET NW"
"POINT (-113.45270378118228 53.44594263181515)","53.44594263181515","-113.45270378118228","SANITARY","1974","687.593","Karhiio Ward","Satoo","6680","80 STREET NW"
"POINT (-113.45351935227247 53.45694271959854)","53.45694271959854","-113.45351935227247","SANITARY","1978","685.039","Karhiio Ward","Meyonohk","6470","79 STREET NW"
"POINT (-113.47889363827402 53.577488001363164)","53.577488001363164","-113.47889363827402","STORM","1979","664.282","Métis Ward","Delton","1080","90 STREET NW"
"POINT (-113.43195898679006 53.612771472378064)","53.612771472378064","-113.43195898679006","SANITARY","1969","683.301","Dene Ward","McLeod","2530","59 STREET NW"
"POINT (-113.38130193540508 53.60016986646599)","53.60016986646599","-113.38130193540508","STORM","1977","647.606","Dene Ward","Bannerman","2030","25 STREET NW"
"POINT (-113.4874058813642 53.506649267372424)","53.506649267372424","-113.4874058813642","STORM","1973","673.71","papastew Ward","CPR Irvine","6110","70 AVENUE NW"
"POINT (-113.53786425941865 53.512363822559415)","53.512363822559415","-113.53786425941865","SANITARY","1952","668.216","papastew Ward","Belgravia","5040","76 AVENUE NW"
"POINT (-113.53816226188377 53.50919231655177)","53.50919231655177","-113.53816226188377","STORM","1952","668.938","papastew Ward","Belgravia","5040","119 STREET NW"
"POINT (-113.43260015451486 53.60014838184139)","53.60014838184139","-113.43260015451486","SANITARY","1963","661.801","Dene Ward","York","2720","137 AVENUE NW"
"POINT (-113.43028886659376 53.6051754818042)","53.6051754818042","-113.43028886659376","STORM","1967","671.336","Dene Ward","York","2720","58 STREET NW"
"POINT (-113.48271623722307 53.57982332821216)","53.57982332821216","-113.48271623722307","STORM","1979","667.407","Métis Ward","Delton","1080","92 STREET NW"
"POINT (-113.3718170947214 53.61324257915214)","53.61324257915214","-113.3718170947214","STORM","1979","649.078","Dene Ward","Fraser","2280","151 AVENUE NW"
"POINT (-113.48449128216562 53.515156323655376)","53.515156323655376","-113.48449128216562","COMBINED","1914","666.828","papastew Ward","Ritchie","6610","79 AVENUE NW"
"POINT (-113.44830169613864 53.52048559030857)","53.52048559030857","-113.44830169613864","COMBINED","1953","670.954","Métis Ward","Idylwylde","6320","85 AVENUE NW"
"POINT (-113.42644485503612 53.60056207317499)","53.60056207317499","-113.42644485503612","STORM","1963","660.31","Dene Ward","York","2720","138 AVENUE NW"
"POINT (-113.544357990757 53.58658893226445)","53.58658893226445","-113.544357990757","STORM","1995","677.192","Anirniq Ward","Athlone","3010","129 STREET NW"
"POINT (-113.37122116619807 53.60753054771166)","53.60753054771166","-113.37122116619807","STORM","1979","646.829","Dene Ward","Fraser","2280","19 STREET NW"
"POINT (-113.56571705202585 53.544570329805936)","53.544570329805936","-113.56571705202585","STORM","1951","669.788","Nakota Isga Ward","Glenora","3200","142 STREET NW"
"POINT (-113.37272065329375 53.612703901068116)","53.612703901068116","-113.37272065329375","STORM","1979","648.666","Dene Ward","Fraser","2280","21 STREET NW"
"POINT (-113.40900926230407 53.54390719129025)","53.54390719129025","-113.40900926230407","STORM","1959","661.047","Métis Ward","Gold Bar","6270","102 AVENUE NW"
"POINT (-113.47029811441881 53.56429697058887)","53.56429697058887","-113.47029811441881","STORM","1956","661.616","Métis Ward","Parkdale","1160","84 STREET NW"
"POINT (-113.43760216209681 53.56435606069579)","53.56435606069579","-113.43760216209681","STORM","1951","659.444","Métis Ward","Highlands","2330","65 STREET NW"
"POINT (-113.40069346602358 53.57792770397781)","53.57792770397781","-113.40069346602358","STORM","1981","652.81","Métis Ward","Bergman","2090","38 STREET NW"
