"event_number","dispatch_year","dispatch_month","dispatch_day","dispatch_month_name","dispatch_dayofweek","dispatch_date","dispatch_date_date","dispatch_time","dispatch_datetime","event_close_date","event_close_date_date","event_close_time","event_close_datetime","event_duration_mins","event_type_group","event_description","neighbourhood_id","neighbourhood_name","approximate_location","equipment_assigned","latitude","longitude","geometry_point","response_code","event_type_code","event_type_description"
"E21089527","2021","12","30","December","Thursday","30-DEC-2021","2021-12-30T00:00:00.000","18:34:21","2021-12-30T18:34:21.000","30-DEC-2021","2021-12-30T00:00:00.000","18:43:15","2021-12-30T18:43:15.000","9","MD","MEDICAL","1090","DOWNTOWN","103 AV NW / 104 AV NW","PUMPER(1)","53.54460478190669","-113.50474554184137","POINT (-113.50474554184137 53.54460478190669)","D","10D04","Chest Pain - Clammy or Cold Sweats"
"E21089121","2021","12","29","December","Wednesday","29-DEC-2021","2021-12-29T00:00:00.000","04:09:15","2021-12-29T04:09:15.000","29-DEC-2021","2021-12-29T00:00:00.000","04:24:30","2021-12-29T04:24:30.000","15","AL","ALARMS","4500","SHERWOOD","No location","DCCAR(1), LADDER(1), PUMPER(2), RESCUE(1)","53.529978942075104","-113.58329455726741","POINT (-113.58329455726741 53.529978942075104)","AL","52B01","ALARMS - RESIDENTIAL - SINGLE"
"E21088775","2021","12","27","December","Monday","27-DEC-2021","2021-12-27T00:00:00.000","17:30:19","2021-12-27T17:30:19.000","27-DEC-2021","2021-12-27T00:00:00.000","17:56:55","2021-12-27T17:56:55.000","26","MD","MEDICAL","2340","HOLLICK-KENYON","No location","PUMPER(1)","53.62481306730724","-113.41350668756498","POINT (-113.41350668756498 53.62481306730724)","D","10D05","Chest Pain - Heart Attack or Angina History"
"E21088401","2021","12","26","December","Sunday","26-DEC-2021","2021-12-26T00:00:00.000","00:36:45","2021-12-26T00:36:45.000","26-DEC-2021","2021-12-26T00:00:00.000","00:48:19","2021-12-26T00:48:19.000","12","MD","MEDICAL","5579",,"No location","PUMPER(1)","53.413946539608105","-113.59882464488706","POINT (-113.59882464488706 53.413946539608105)","D","10D05","Chest Pain - Heart Attack or Angina History"
"E21088156","2021","12","24","December","Friday","24-DEC-2021","2021-12-24T00:00:00.000","19:57:26","2021-12-24T19:57:26.000","24-DEC-2021","2021-12-24T00:00:00.000","20:07:21","2021-12-24T20:07:21.000","10","MD","MEDICAL","3170","DOVERCOURT","No location","PUMPER(1)","53.57259255524274","-113.55478602772821","POINT (-113.55478602772821 53.57259255524274)","D","10D01","Chest Pain - Not Alert"
"E21087240","2021","12","21","December","Tuesday","21-DEC-2021","2021-12-21T00:00:00.000","13:31:26","2021-12-21T13:31:26.000","21-DEC-2021","2021-12-21T00:00:00.000","13:42:11","2021-12-21T13:42:11.000","11","MD","MEDICAL","2241","EAUX CLAIRES","No location","PUMPER(1)","53.61412616211171","-113.489675545911","POINT (-113.489675545911 53.61412616211171)","D","31D04","Unconscious Fainting (Near) - Not Alert"
"E21087053","2021","12","20","December","Monday","20-DEC-2021","2021-12-20T00:00:00.000","19:20:28","2021-12-20T19:20:28.000","20-DEC-2021","2021-12-20T00:00:00.000","19:51:49","2021-12-20T19:51:49.000","31","MD","MEDICAL","6410","MAPLE RIDGE","No location","PUMPER(2)","53.49911609388982","-113.36311944695554","POINT (-113.36311944695554 53.49911609388982)","D","10D03","Chest Pain - Changing Color"
"E21087017","2021","12","20","December","Monday","20-DEC-2021","2021-12-20T00:00:00.000","16:21:27","2021-12-20T16:21:27.000","20-DEC-2021","2021-12-20T00:00:00.000","16:31:52","2021-12-20T16:31:52.000","10","MD","MEDICAL","2241","EAUX CLAIRES","No location","PUMPER(1)","53.617648491766154","-113.49170379165666","POINT (-113.49170379165666 53.617648491766154)","D","23D02","Overdose/Poisoning - Unconscious"
"E21086525","2021","12","18","December","Saturday","18-DEC-2021","2021-12-18T00:00:00.000","15:56:13","2021-12-18T15:56:13.000","18-DEC-2021","2021-12-18T00:00:00.000","16:08:32","2021-12-18T16:08:32.000","12","MD","MEDICAL","2010","ABBOTTSFIELD","No location","PUMPER(1)","53.57247562825803","-113.38846177015567","POINT (-113.38846177015567 53.57247562825803)","D","26D01","Sick Person - Not Alert"
"E21083924","2021","12","8","December","Wednesday","08-DEC-2021","2021-12-08T00:00:00.000","17:45:54","2021-12-08T17:45:54.000","08-DEC-2021","2021-12-08T00:00:00.000","18:17:29","2021-12-08T18:17:29.000","32","MD","MEDICAL","3060","CAERNARVON","No location","PUMPER(1)","53.61075473605566","-113.5248221511097","POINT (-113.5248221511097 53.61075473605566)","D","17D04","Falls  - Not Alert"
"E21083885","2021","12","8","December","Wednesday","08-DEC-2021","2021-12-08T00:00:00.000","15:05:31","2021-12-08T15:05:31.000","08-DEC-2021","2021-12-08T00:00:00.000","15:37:10","2021-12-08T15:37:10.000","32","MD","MEDICAL","3280","LORELEI","No location","PUMPER(1)","53.62822288052667","-113.5024149530364","POINT (-113.5024149530364 53.62822288052667)","D","26D01","Sick Person - Not Alert"
"E21083018","2021","12","5","December","Sunday","05-DEC-2021","2021-12-05T00:00:00.000","19:14:19","2021-12-05T19:14:19.000","05-DEC-2021","2021-12-05T00:00:00.000","19:35:06","2021-12-05T19:35:06.000","21","MD","MEDICAL","1090","DOWNTOWN","99 ST NW / 102 AV NW","PUMPER(1)","53.54344532886519","-113.48896010942227","POINT (-113.48896010942227 53.54344532886519)","D","23D02","Overdose/Poisoning - Unconscious"
"E21082620","2021","12","3","December","Friday","03-DEC-2021","2021-12-03T00:00:00.000","22:03:21","2021-12-03T22:03:21.000","03-DEC-2021","2021-12-03T00:00:00.000","22:11:41","2021-12-03T22:11:41.000","8","MD","MEDICAL","4520","SUMMERLEA","No location","PUMPER(1)","53.5273565663455","-113.62223524983567","POINT (-113.62223524983567 53.5273565663455)","D","26D01","Sick Person - Not Alert"
"E21082602","2021","12","3","December","Friday","03-DEC-2021","2021-12-03T00:00:00.000","20:13:07","2021-12-03T20:13:07.000","03-DEC-2021","2021-12-03T00:00:00.000","20:39:48","2021-12-03T20:39:48.000","26","MD","MEDICAL","6330","JACKSON HEIGHTS","No location","PUMPER(1)","53.48500501009006","-113.41438361882963","POINT (-113.41438361882963 53.48500501009006)","D","17D04","Falls  - Not Alert"
"E21081347","2021","11","29","November","Monday","29-NOV-2021","2021-11-29T00:00:00.000","12:20:06","2021-11-29T12:20:06.000","29-NOV-2021","2021-11-29T00:00:00.000","12:44:32","2021-11-29T12:44:32.000","24","MD","MEDICAL","2710","SIFTON PARK","No location","PUMPER(1)","53.59663639652805","-113.4034044204999","POINT (-113.4034044204999 53.59663639652805)","D","10D04","Chest Pain - Clammy or Cold Sweats"
"E21081159","2021","11","28","November","Sunday","28-NOV-2021","2021-11-28T00:00:00.000","17:06:09","2021-11-28T17:06:09.000","28-NOV-2021","2021-11-28T00:00:00.000","17:19:38","2021-11-28T17:19:38.000","13","MD","MEDICAL","1020","BOYLE STREET","96 ST NW / 97 ST NW","PUMPER(1)","53.54466771587457","-113.48252888346352","POINT (-113.48252888346352 53.54466771587457)","D","10D04","Chest Pain - Clammy or Cold Sweats"
