"ab_school_number","school_name","street","postal_code","ward","phone_number","fax_number","email","website","grade_level","grades_offered","programs","latitude","longitude","location","geometry_point"
"8202","Grandin","9844 110 ST NW","T5K 1J2","75","7804823676","7804885859","8202web@ecsd.net","http://www.grandin.ecsd.net","Elementary","Pre-Kindergarten to Grade 6","French Immersion, Spanish Bilingual","53.5367981","-113.5108011","
,  
(53.5367981, -113.5108011)","POINT (-113.5108011 53.5367981)"
"8056","St. Richard","5704 MILL WOODS RD NW","T6L 3K9","77","7804635976","7804623253","8056web@ecsd.net","https://www.ecsd.net/schools/8056/Pages/default.aspx","Elementary","Pre-Kindergarten to Grade 6","Filipino Language and Culture","53.4461174","-113.4277268","
,  
(53.4461174, -113.4277268)","POINT (-113.4277268 53.4461174)"
"8228","St. Thomas More","9610 165 ST NW","T5P 3S6","74","7804842434","7804893342","8228web@ecsd.net","http://www.stthomasmore.ecsd.net","Junior","Grade 7 to Grade 9","International Baccalaureate, Spanish Language and Culture, Nehiyaw Pimatisiwin Cree, Baseball Academy, Hockey Academy, Soccer Academy, Elite Athletes Academy","53.5335579","-113.6068029","
,  
(53.5335579, -113.6068029)","POINT (-113.6068029 53.5335579)"
"8405","St. Francis Xavier","9250 163 ST NW","T5R 0A7","74","7804892571","7804862564","8405web@ecsd.net","http://www.stfrancisxavier.ecsd.net","Senior","Grade 10 to Grade 12","Advanced Placement - Senior High, Spanish Language and Culture, Baseball Academy, Golf Academy, Hockey Academy, Lacrosse Academy, Soccer Academy","53.5297893","-113.6034119","
,  
(53.5297893, -113.6034119)","POINT (-113.6034119 53.5297893)"
"8032","St. Stanislaus","3855 114 ST NW","T6J 1M3","76","7804340295","7804340334","8032web@ecsd.net","https://www.ecsd.net/schools/8032/Pages/default.aspx","Elementary","Kindergarten to Grade 6","French Immersion","53.4743073","-113.52595","
,  
(53.4743073, -113.52595)","POINT (-113.52595 53.4743073)"
"8205","Our Lady of Mount Carmel","10524 76 AVE NW","T6E 1L3","75","7804331062","7804390105","8205web@ecsd.net","http://www.ourladyofmountcarmel.ecsd.net","Elementary, Junior","Kindergarten to Grade 9","Fine Arts, Hockey Academy, Recreation Academy, Soccer Academy, Elite Athletes Academy","53.512758","-113.5014057","
,  
(53.512758, -113.5014057)","POINT (-113.5014057 53.512758)"
"8001","Annunciation","9325 165 ST NW","T5R 2S5","74","7804844319","7804843072","8001web@ecsd.net","https://www.ecsd.net/schools/8001/Pages/default.aspx","Elementary","Kindergarten to Grade 6","International Baccalaureate","53.5302343","-113.6065415","
,  
(53.5302343, -113.6065415)","POINT (-113.6065415 53.5302343)"
"8037","St. Philip","8720 144 AVE NW","T5E 3G7","72","7804753566","7804789659","8037web@ecsd.net","https://www.ecsd.net/schools/8037/Pages/default.aspx","Elementary","Kindergarten to Grade 6","Italian Language and Culture","53.6067707","-113.4747591","
,  
(53.6067707, -113.4747591)","POINT (-113.4747591 53.6067707)"
"8039","St. Monica","14710 53 AVE NW","T6H 4C6","76","7804367888","7804367910","8039web@ecsd.net","http://www.stmonica.ecsd.net","Elementary","Pre-Kindergarten to Grade 1",,"53.4909429","-113.5741433","
,  
(53.4909429, -113.5741433)","POINT (-113.5741433 53.4909429)"
"8003","Father Leo Green","7512 144 AVE NW","T5C 2R7","73","7804760606","7804720673","8003web@ecsd.net","https://www.ecsd.net/schools/8003/Pages/default.aspx","Elementary","Kindergarten to Grade 6","French Immersion, Spanish Bilingual","53.6076026","-113.4560058","
,  
(53.6076026, -113.4560058)","POINT (-113.4560058 53.6076026)"
"8043","Katherine Therrien","15040 118 ST NW","T5X 1Y7","71","7804560175","7804574362","8043web@ecsd.net","https://www.ecsd.net/schools/8043/Pages/default.aspx","Elementary","Pre-Kindergarten to Grade 6",,"53.6120597","-113.5271951","
,  
(53.6120597, -113.5271951)","POINT (-113.5271951 53.6120597)"
"8226","St. Pius X","12214 128 ST NW","T5L 1C5","71","7804533941","7804533942","8226web@ecsd.net","https://www.ecsd.net/schools/8226/Pages/default.aspx","Elementary","Pre-Kindergarten to Grade 6",,"53.5775229","-113.5434079","
,  
(53.5775229, -113.5434079)","POINT (-113.5434079 53.5775229)"
"8004","H.E. Beriault","8125 167 ST NW","T5R 2T7","74","7804895490","7804863654","8004web@ecsd.net","https://www.ecsd.net/schools/8004/Pages/default.aspx","Junior","Grade 7 to Grade 9","Pre-Advanced Placement","53.5155954","-113.6087138","
,  
(53.5155954, -113.6087138)","POINT (-113.6087138 53.5155954)"
"8225","St. Paul","14410 96 AVE NW","T5N 0C7","75","7804521510","7804521681","8225web@ecsd.net","https://www.ecsd.net/schools/8225/Pages/default.aspx/","Elementary","Kindergarten to Grade 6","Spanish Language and Culture","53.5331863","-113.5719435","
,  
(53.5331863, -113.5719435)","POINT (-113.5719435 53.5331863)"
"8059","Bishop Greschuk","17330 91 ST NW","T5Z 3A1","72","7804722937","7804722946","8059web@ecsd.net","http://www.bishopgreschuk.ecsd.net","Elementary","Kindergarten to Grade 6",,"53.6350632","-113.4805934","
,  
(53.6350632, -113.4805934)","POINT (-113.4805934 53.6350632)"
"1429","Monsignor Fee Otterson","1834 RUTHERFORD RD SW","T6W 0N5","76","7804308015","7804338052","1429web@ecsd.net","http://www.monsignorfeeotterson.ecsd.net/","Elementary, Junior","Kindergarten to Grade 9","Partners in Technology and Innovative Learning","53.418459","-113.521557","
,  
(53.418459, -113.521557)","POINT (-113.521557 53.418459)"
"8020","St. Dominic","5804 144 AVE NW","T5A 1K5","73","7804769906","7804763657","8020web@ecsd.net","http://www.stdominic.ecsd.net","Elementary","Pre-Kindergarten to Grade 6",,"53.6064661","-113.433171","
,  
(53.6064661, -113.433171)","POINT (-113.433171 53.6064661)"
"8403","Archbishop MacDonald","14219 109 AVE NW","T5N 1H5","71","7804511470","7804555571","8403web@ecsd.net","http://www.archbishopmacdonald.ecsd.net","Senior","Grade 10 to Grade 12","International Baccalaureate, French Immersion, Spanish Language and Culture, Italian Language and Culture","53.554163","-113.566291","
,  
(53.554163, -113.566291)","POINT (-113.566291 53.554163)"
