"company_name","sbfcertnum","contact_name","address_1","address_2","city","state","zip","tel","fax","website","email","wholesale","retail","manufacturing","service","construction","architecture_and_engineering_services","small_business","job_description","naicscode1","naicscode2","naicscode3","naicscode4","naicscode5","naicscode6","naicscode7","naicscode8","naicscode9","naicscode10","naicscode11","naicscode12","naicscode13","naicscode14","naicscode15","naicscode16","naicscode17","naicscode18","naicscode19","naicscode20","naicscode21","naicscode22","naicscode23","naicscode24","naicscode25","naicscode26","naicscode27","naicscode28","naicscode29","naicscode30","naicscode31","naicscode32","naicscode33","naicscode34","naicscode35","naicscode36","naicscode37","naicscode38","naics_code_39","naicscode40","geocoded_location"
"1st State Staffing Solutions, LLC","SBF20121430","Gary Carter","1050 Industrial Drive",,"Middletown","DE","19709","3022859044",,"http://www.1ststatestaffingsolutions.com","support@1stStateStaffingSolutions.com",,,,"YES",,,"YES","1st State Staffing Solutions specializes in providing temporary staffing services and direct hire placements. Our team is committed to delivering high quality personnel services to our customers. We recruit, screen and train support personnel to reduce unnecessary interviews and to expedite placements. We help employers to manage and build their workforce by hiring the right candidates.","561320","561311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1050 Industrial Drive
Middletown, DE 19709
(39.435521, -75.721501)"
"39 Degrees North Architects, LLC","SBF20071394","Mary McClenaghan","123 N. 3rd Street","2nd Floor","Philadelphia","PA","19106","2154403939",,"http://www.39northarchitects.com","mary@39northarchitects.com",,,,,,"YES","YES","Located in the heart of Philadelphia�s design district, 39 Degrees North Architects provides an innovative approach to architecture, planning and interior design. Our studio focuses on compelling and collaborative projects of all scales and budgets. Registered to practice in Delaware, Pennsylvania and New Jersey, we strive to bring the vision of the client, the particulars of the site, and the strength of our talent together to create an enduring architecture. KEYWORDS: Land Planning, Site Analysis, Architecture, Historic Preservation, Interior Design, Zoning","541310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123 N. 3rd Street
Philadelphia, PA 19106
(39.952685, -75.145123)"
"3rd Wave Brewing Co., LLC","SBF22081596","Lori Clough","501 N. Bi-State Blvd.",,"Delmar","DE","18840","3029070423",,"http://www.3rdWaveBrewingCo.com","BrewMaster@3rdWaveBrewingCo.com","YES","YES","YES",,,,"YES","3rd Wave Brewing Co is a small craft brewery. We are a microbrewery, brewing many styles of craft beer using many local ingredients. We provide great craft beers and our presence is found in many bars and restaurants throughout Delaware and Maryland. We also have a tasting room located in our brewery in Delmar, Delaware, where one or many can sit and taste our products and learn about craft beer. Our production calendar includes new craft beers each month: January: CloudBreak Boysenberry Wheat; February: Kohana Chocolate Cherry Stout; March: BonZai BlackIPA Dean B's Honey Saison; April: BeachBreak Apricot Wheat; May: ShoreThing CrabBeer; June: JPA Session Pale Ale; July: SunSet Peach Wheat Hala-Kahki Saison (Pineapple); August: ShoreLine Honey Ginger Cream Ale; September: Chunkin' Punkin' Pumpkin Ale SunDancer White IPA; October: GroundSwell Milk Stout; November: SandStorm Belgian Tripel; and December: DarkWave Dunkelweizen DawnPatrol Coffee & Cream Stout. We also brew quarterly: ShoreBreak Pale Ale, 1st Wave IPA, Big Reef Porter, and Bombora Double IPA.","312120","424810","722410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","501 N. Bi-State Blvd.
Delmar, DE 18840
(38.460769, -75.57414)"
"7 Jewel Logistics LLC","SBF22061588","Kevin McAllister","2 North Sherman Drive",,"Bear","DE","19701","4093509759",,,,,,,"YES",,,"YES","7 Jewel Logistics LLC provides reliable, on-time, and safe logistics for trucking services for regional, line haul, and over-the-road transport of general goods, custom critical, and hazardous materials using solo and team drivers.","541614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2 North Sherman Drive
Bear, DE 19701
(39.634893, -75.665697)"
"ABBI PRINT, LLC","SBF18083033","Abdoulaye Coumbassa","321 S. 60th Street",,"Philadelphia","PA","19143","2154718801","2154718806","http://www.abbiprint.com","acoumbassa@abbiprint.com",,,,"YES",,,"YES","Commerciall Printing: Business Cards, Brochures, Postcards, Book, Bookmarks, Newsletters, Table Tents, Letterheads, Envelopes, Magnet Cards, Door Hangers, Presentation Folders, Tire-Up Tickets, Coupons and others.We do Wide Format printing on Vinyl, Pater and Fabrics such as Indoor and Ourdoor Banners, Stand Banners, Retractable Banners, Posters, Table cloths, Vehicle Body Writing, Windows Writing and Signs. NCR Print on 2,3, and 4 Parts such as Receipt Books and Registries Professional Services, Mailing and Shipping.","323111","323113","323117","313310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","321 S. 60th Street
Philadelphia, PA 19143
(39.955834, -75.242041)"
"Absolute Solutions and Associates, LLC","DE20033386","Kevin Lisenby","7603 Georgia Avenue NW","Suite 402","Washington","DC","20012","2026309469","8007240163","http://www.absolute-saa.com","info@absolute-saa.com","YES",,,,,,"YES","Electrical & LightingFacility Maintenance & JanitorialFire Protection & SuppressionHVAC & PlumbingOverhead Garage Doors & HardwareAppliancesSafetyFood Service","423990","423730","423610","423850","423440","423720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7603 Georgia Avenue NW
Washington, DC 20012
(38.981911, -77.026536)"
"Absolute Staffing & Consulting Solutions, LLC","SBF20061376","Tawanda Huff","532 Baltimore Boulevard, Suite 305",,"Westminster","MD","21157","4108489480","4108489486","http://www.ascs1.com","huff.t@ascs1.com",,,,"YES",,,"YES","Absolute Staffing & Consulting Solutions provides staff augmentation services which include recruiting, hiring, onboarding, payroll, and benefits administration.","561320","524291","541990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","532 Baltimore Boulevard, Suite 305
Westminster, MD 21157
(39.567072, -76.978098)"
"Absolute Supply and Services, LLC","DE22054074","Paula Tilghman","4592 Beech Road",,"Temple Hills","MD","20748","3014564927","8885599693","http://www.absolute-sas.com","ptilghman@absolute-sas.com","YES",,,,,,,"Absolute Supply and Services provides government agencies, industrial facilities, and commercial businesses with food service, janitorial, HVAC, plumbing, fire protection, PPE/safety, lighting, electrical equipment and supplies.","423730","423990","423720","238210","238220","423610","423850","425120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4592 Beech Road
Temple Hills, MD 20748
(38.8243, -76.939371)"
"Accent Consulting Group of Delaware, LLC","SBF19013093","Milton Booth","21691 D Street",,"Rehoboth Beach","DE","199717413","3022125051",,,"MiltonBooth21691@yahoo.com",,,,"YES",,,"YES","Providing Appraisal services on commercial and residential properties including vacant land, residential, and agricultural. Owner is a Certified Residential Real Property Appraiser in the State of Delaware and a Licensed Real Estate Broker in the State of Indiana.","531320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21691 D Street
Rehoboth Beach, DE 199717413
(38.690376, -75.12677)"
"ACK Contracting, LLC","DE22034016","Brenda Kellogg","DBA: ACK Contracting","1420 E. Mermaid Lane #242","Wyndmoor","PA","19038","2676887312",,"http://www.ackcontracting.com","brenda.kellogg@ackcontracting.com",,,,"YES","YES",,,"ACK Contracting specializes in environmental remediation and contracting. We perform erosion control, facility decontamination, lagoon closures, and landfill capping �closure, MGP Remediation, Site Characterization, Underground Storage Tank Removal and Wetlands Restoration. Phase1/Phase11","541620","562910","484220","562212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Action Unlimited Resources Inc.","SBF20031349","Aaron Glazar","230 Quigley Boulevard",,"New Castle","DE","19720","3023231455","3023231442","http://www.actioncleanup.com","adglazar@actioncleanup.com","YES",,,,,,"YES","Action Unlimited Resource is the premier Delaware supplier of the supplies, equipment and repair services that help keep buildings clean, sanitary, sage and organized. We�re your complete source for cleaning and facility maintenance, safety & foodservice. Over 7,500 items, including reliable essential and innovatie new products to boost effectiveness. Chemical, janitorial, odor control, deodorizers, air freshener, skin care & personal hygiene, napkins, paper towel, toilet tissue, mops, brooms, brushes, floor care, carpet care, vacuum cleaners, buffers, auto scrubbers, safety, security, personal protection, facility maintenance, storage solutions, material handling, waste receptacles, bags, trash can liners, breakroom, foodservice disposables, packaging supplies, industrial oils and lubricants, insecticides, pesticides, weed control, adhesives, glass cleaner, wood cleaner, metal cleaning and polishing, automotive care, bathroom cleaner, hand soap, hand sanitizer, gloves, feminine hygiene, laundry supplies, dishwashing, ice melter, rock salt, cleaning equipment repair. Action Unlimited Resources guarantees one thing�100% satisfACTION!","423850","424130","424690","424990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","230 Quigley Boulevard
New Castle, DE 19720
(39.659164, -75.602134)"
"AdamBlaine Consulting LLC","SBF21031456","Karalee Adam","512 Quarry Lane",,"Bismarck","ND","58503","7014005615",,,"kadam@adamblaine.consulting",,,,"YES",,,"YES","AdamBlaine Consulting, founded in 2020, is a privately held certified Woman-Owned Small Business, Economically Disadvantaged Woman-Owned Small Business, Veterans Owned Small Business, and North Dakota Woman Owned Business employing Project Managers, Technical Analysts, Subject Matter Experts, Business Analysts, Program Managers, Certification Analysts, and Contract Managers. AdamBlaine provides sub-contracting services to prime contractors or sole source contracts directly with State and Federal Government. AdamBlaine staff have extensive experience with Medicaid Management Information Systems (MMIS) totaling over fifty years of experience. Experience includes DOI, MITA SS-A, Certification, Project Management, Medicaid, APO, Vendor Management, IV&V, Test Management as well as other areas of large project implementations.","541519","541512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","512 Quarry Lane
Bismarck, ND 58503
(46.857316, -100.786246)"
"Addi Naturals LLC","DE22024005","Yemina Israel","400 McCabe Ave",,"Wilmington","DE","19802","3029328179",,"http://www.AddiNaturals.com","contact@AddiNaturals.com","YES","YES","YES",,,,"YES","Addi Naturals is a farm-to-product company, focusing on hair and skin care product lines, perfumes, and teas. Addi Naturals grows many of its own herbs, flowers, tea leaves and then dries the leaves, uses steam to extract the essential oils, and cold presses to extract for carrier oils and for citrus oils. These are manufacture into products for use and consumption, for wholesale and retail. Addi Naturals manufactures, wholesales, and retails natural and organic ingredient products including: bar soaps, liquid soaps, shampoos, conditioners (leave in and wash out), hair butters and creams, hair solutions, body oinments including for nail fungus, daily moisturing spray for hair and skin, and roll-ons perfumes. Toners including facial and body for ance, discoloration, and oil secretion.Tea for drinking and for vaious body needs including hair stregthening to stop sheding and breakage. Teas for detox, elimination, constipation, and digestion.Keywords: hair care, skin care, natural, organic, tea, herbs, plants, flowers, perfume, frangrance, shampoo, conditioner, toner, soap, cream, oil, vegan, roses, aloe, essential oils, shea butter, cocoa butter. Honey, mint.","446120","111998","424210","339999","325611","325620","423850","424990","453998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400 McCabe Ave
Wilmington, DE 19802
(39.756707, -75.542143)"
"AGEM Event Management, LLC","DE21023737","Victoria Brown","201 Waterview Drive",,"New Castle","DE","19720","3023840115","3022762929","http://www.agemevents.com","agemevents@gmail.com",,,,"YES",,,"YES","AGEM Event Management, LLC (AGEM) is an event industry certified business with more than 25 years of professional experience to plan, manage, and successfully execute conferences, special events, and meetings at local, national, and international levels. At AGEM, we incorporate proven strategies and event management processes and solutions to meet client specific goals and objectives. Our mission is to help clients achieve great events and meetings that are sustainable and designed to save costs without losing quality in every possible way. KEYWORDS: Event Planning, Event Management, Meeting Planning, Business Meetings, Awards Ceremony, Virtual and Hybrid Meetings and Events, Special Events, Conferences, Conventions, Venue Sourcing, Website Design, Event Design, Event Decor, Audio Visual, Product Launch, Trade Shows, Destination Event Planning, Hotel Booking, Hotel Contract Negotiations, Vendor Sourcing, Travel Arrangements","561920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201 Waterview Drive
New Castle, DE 19720
(39.640573, -75.603222)"
"Akita Trucking, LLC","SBF22091607","Shauna Estep","6 Redwood Court",,"Newark","DE","19702","3025403880",,"http://www.akitatrucking.com","shauna@akitatrucking.com",,,,"YES",,,"YES","Akita Trucking is a local trucking company specializing in equipment, flatbed, and LTL hauling. We stay prepared for 24-hour response to provide emergency support to the construction industry. Our operators are uniquely skilled to provide safe and efficient transportation of equipment, even under challenging circumstances. Our fleet includes several tractor trailers, a landoll trailer, heavy rollback, flatbed pickup trucks, and more.","484110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6 Redwood Court
Newark, DE 19702
(39.63278, -75.712304)"
"AKOBEN, LLC","SBF20041358","Abdul-Malik Muhammad","364 East Main Street, Suite 1405",,"Middletown","DE","19709","3023791043",,"http://www.akobenllc.org","admin@akoben.org",,,,"YES",,,"YES","Akoben partners with its clients to customize a professional development experience unlike any other. Our team of talented experts, with over 70 years of experience, are committed to helping organizations positively transform the communities and lives of those they serve. Akoben currently provides the following services:�Trainings (presentations and workshops)� Consultation and Coaching� Keynote Presentations","611699","611710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","364 East Main Street, Suite 1405
Middletown, DE 19709
(39.450315, -75.704261)"
