"fiscal_year","fiscal_period","department","division","vendor","budget_ref","fund_type","fund","fund_descr","deptid","deptid_descr","op_unit","op_unit_descr","approp","approp_descr","account","account_descr","program","program_descr","sch_code","sch_code_descr","pc_bu","pc_bu_descr","project","project_descr","activity","activity_descr","check_number","check_date","amount"
"2021","2","DEPT OF ELECTIONS","SUSSEX COUNTY ELECTIONS","-TAMERA J TIMMONS","2020","GENERAL","100","General Fund","700401","SUSSEX COUNTY ELECTIONS",,,"08911","Primary and General Elections","55000","OTHER PROFESSIONAL SERVICE",,,,,,,,,,,"0001050550","2020-08-31T00:00:00.000","322.5"
"2021","6","DEPT OF NATRL RES AND ENV CONT","PARKS AND RECREATION",".CHANCELLOR LANE LLC","2021","SPECIAL","100","General Fund","400302","PARKS AND RECREATION","40032224","Emergency","09635","Supplies","56230","HIGHWAY/GROUNDS MATERIALS","40ISA","Hurricane Isaias",,,"40000","Dept of Natural Resources","C4032EM-MARINA","Emergency-Marina","CONSTRUCTN","Construction","0001812359","2020-12-16T00:00:00.000","16980"
"2021","6","DEPT OF NATRL RES AND ENV CONT","PARKS AND RECREATION",".CHANCELLOR LANE LLC","2021","SPECIAL","100","General Fund","400302","PARKS AND RECREATION","40032600","Indian River Marina","20610","Marina Operations","55103","FREIGHT",,,,,,,,,,,"0001812359","2020-12-16T00:00:00.000","10"
"2021","12","DEPT OF EDUCATION","CAMPUS COMMUNITY SCHOOL","1 WORLD GLOBES MAPS LLC","2021","SPECIAL","74","Campus Community Local","957400","CAMPUS COMMUNITY SCHOOL","99900300","District Expenditures","98000","Local Funds","56150","INSTRUCTIONAL SUPPLIES","95509","District Expenditures","74-0573","Campus Community School",,,,,,,"0001867325","2021-06-24T00:00:00.000","317.95"
"2021","6","DEPT OF STATE","DELAWARE ECONOMIC DEVELOPMENT","1007 MARKET FOOD HALL INC","2020","FEDERAL","225","Federal Funds","201001","DELAWARE ECONOMIC DEVELOPMENT",,,"40750","COVID Relief Fund","55352","GRANTS","COV19","CoVID-19",,,"10000","Executive","000000000015927","DOS Small Business De Relief","PUBLIC_AST","GM10-PUBLIC ASSISTANCE","0001091347","2020-12-29T00:00:00.000","36659.32"
"2021","6","DEPT OF STATE","DELAWARE ECONOMIC DEVELOPMENT","1007 MARKET FOOD HALL INC","2020","FEDERAL","225","Federal Funds","201001","DELAWARE ECONOMIC DEVELOPMENT",,,"40750","COVID Relief Fund","55352","GRANTS","COV19","CoVID-19",,,"10000","Executive","000000000015927","DOS Small Business De Relief","PUBLIC_AST","GM10-PUBLIC ASSISTANCE","0001091347","2020-12-29T00:00:00.000","36659.32"
"2021","8","DEPT OF STATE","DELAWARE ECONOMIC DEVELOPMENT","1007 MARKET FOOD HALL INC","2020","FEDERAL","225","Federal Funds","201001","DELAWARE ECONOMIC DEVELOPMENT",,,"40750","COVID Relief Fund","55352","GRANTS","COV19","CoVID-19",,,"10000","Executive","000000000015927","DOS Small Business De Relief","PUBLIC_AST","GM10-PUBLIC ASSISTANCE","0001107370","2021-02-11T00:00:00.000","18329.66"
"2021","1","DEPT OF HEALTH & SOCIAL SVS","HEALTH CARE QUALITY","101 E DELAWARE AVENUE OPERATIONS LLC","2021","SPECIAL","100","General Fund","350901","HEALTH CARE QUALITY","35091100","Director's Office","20604","Ltc Residents Trust Fund","56144","COMPUTERS",,,,,,,,,,,"0001762649","2020-07-22T00:00:00.000","2879.94"
"2021","5","DEPT OF HEALTH & SOCIAL SVS","HEALTH CARE QUALITY","101 E DELAWARE AVENUE OPERATIONS LLC","2021","SPECIAL","100","General Fund","350901","HEALTH CARE QUALITY","35091100","Director's Office","20604","Ltc Residents Trust Fund","56144","COMPUTERS",,,,,,,,,,,"0001797847","2020-11-06T00:00:00.000","2969.34"
"2021","6","DEPT OF HEALTH & SOCIAL SVS","MANAGEMENT SERVICES","101 E DELAWARE AVENUE OPERATIONS LLC","2020","FEDERAL","225","Federal Funds","350120","MANAGEMENT SERVICES","35012118","CoVID-19 Coronavirus","40750","COVID Relief Fund","55352","GRANTS",,,,,"10000","Executive","000000000016415","Health Care Relief Fund","LT_CARE","GM10-LONG TERM CARE","0001811553","2020-12-14T00:00:00.000","232321"
