"fiscal_year","fiscal_period","department","division","vendor","budget_ref","fund_type","fund","fund_descr","deptid","deptid_descr","op_unit","op_unit_descr","approp","approp_descr","account","account_descr","program","program_descr","sch_code","sch_code_descr","pc_bu","pc_bu_descr","project","project_descr","activity","activity_descr","check_number","check_date","amount"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF MILTON","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148308","2021-06-14T00:00:00.000","813061.9"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","CITY OF DELAWARE CITY","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148073","2021-06-14T00:00:00.000","495881.38"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF ELSMERE","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148072","2021-06-14T00:00:00.000","1463688.75"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF MILLSBORO","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148312","2021-06-14T00:00:00.000","1223641.95"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF FELTON","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148228","2021-06-14T00:00:00.000","381696.39"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF BLADES","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148314","2021-06-14T00:00:00.000","392494.02"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","COMMISSIONERS OF BRIDGEVILLE","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148299","2021-06-14T00:00:00.000","638680.09"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF FARMINGTON","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001866717","2021-06-22T00:00:00.000","11238.75"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","CITY OF MILFORD","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148306","2021-06-14T00:00:00.000","3166946.26"
"2021","12","OTHER ELECTIVE OFFICES","REFUNDS & GRANTS","TOWN OF LITTLE CREEK","2021","SPECIAL","100","General Fund","120504","REFUNDS & GRANTS",,,"26028","ARP COVID Nonentitlement Units","55357","RENT SUBSIDIES-PARTNER/INDIVID","ARP21","American Rescue Plan 2021",,,,,,,,,"0001148220","2021-06-14T00:00:00.000","8533.88"
