"fiscal_year","fiscal_period","department","division","vendor","category","fund_type","check_number","check_date","amount"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","CUSTODIANS","GENERAL","PAYROLL","2010-07-02T00:00:00.000","1766.77"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","E.P.E.R. EXTRA-CURRICULAR","SPECIAL","PAYROLL","2010-07-02T00:00:00.000","88"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","FOOD SERVICE GENERAL WORKERS","SPECIAL","PAYROLL","2010-07-02T00:00:00.000","1510.2"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","NURSES","GENERAL","PAYROLL","2010-07-02T00:00:00.000","1538.46"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","PARAPROFESSIONALS","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","4822.66"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","SALARIES - GENERAL","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","-39.8"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","SALARIES WAGES-EMPLOYEES","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","722.38"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","SECRETARIES","GENERAL","PAYROLL","2010-07-02T00:00:00.000","843.46"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","SUBSTITUTE TEACHERS","GENERAL","PAYROLL","2010-07-02T00:00:00.000","862.15"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","TEACHERS","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","1045.29"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","TEACHERS","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","171.95"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","TEACHERS","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","1816.23"
"2011","1","ACADEMY OF DOVER CHARTER SCHL","ACADEMY OF DOVER CHARTER SCHL","EMPLOYEE COMPENSATION","TEACHERS","FEDERAL","PAYROLL","2010-07-02T00:00:00.000","403.73"
