"schoolyear","districtcode","district","schoolcode","organization","assessmentname","contentarea","race","gender","grade","specialdemo","geography","subgroup","rowstatus","eligible","tested","pctparticipation"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","5th Grade","All Students","All Students","Hispanic/Latino/5th Grade","REPORTED","2055","2047","99.61"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","REPORTED","1835","1812","98.75"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","REPORTED","604","377","62.42"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","REPORTED","1337","1200","89.75"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","REPORTED","207","55","26.57"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","REPORTED","129","13","10.08"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","REPORTED","6167","5504","89.25"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Active EL Students","All Students","Hispanic/Latino/Female/5th Grade/Active EL Students","REPORTED","478","478","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Homeless","All Students","Hispanic/Latino/Female/5th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Low-Income","All Students","Hispanic/Latino/Female/5th Grade/Low-Income","REPORTED","455","455","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/5th Grade/Military Connected Youth","REPORTED","26","26","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/5th Grade/Non-EL Students","REDACTED","529",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/5th Grade/Non-Foster Care","REDACTED","1007",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/5th Grade/Non-Homeless","REDACTED","995",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/5th Grade/Non Low-Income","REDACTED","552",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Non-SWD","All Students","Hispanic/Latino/Female/5th Grade/Non-SWD","REDACTED","869",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","5th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/5th Grade/Students with Disabilities","REPORTED","138","138","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Active EL Students","All Students","Hispanic/Latino/Female/8th Grade/Active EL Students","REDACTED","162",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Homeless","All Students","Hispanic/Latino/Female/8th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Low-Income","All Students","Hispanic/Latino/Female/8th Grade/Low-Income","REPORTED","341","341","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/8th Grade/Military Connected Youth","REPORTED","15","15","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/8th Grade/Non-EL Students","REPORTED","734","727","99.05"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/8th Grade/Non-Foster Care","REPORTED","896","885","98.77"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/8th Grade/Non-Homeless","REPORTED","884","873","98.76"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/8th Grade/Non Low-Income","REPORTED","555","544","98.02"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Non-SWD","All Students","Hispanic/Latino/Female/8th Grade/Non-SWD","REDACTED","773",,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","8th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/8th Grade/Students with Disabilities","REPORTED","123","116","94.31"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Active EL Students","All Students","Hispanic/Latino/Female/9th Grade/Active EL Students","REPORTED","78","32","41.03"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Homeless","All Students","Hispanic/Latino/Female/9th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Low-Income","REPORTED","65","65","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/9th Grade/Military Connected Youth","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/9th Grade/Non-EL Students","REPORTED","184","142","77.17"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Non-Foster Care","REPORTED","262","174","66.41"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/9th Grade/Non-Homeless","REPORTED","258","171","66.28"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Non Low-Income","REPORTED","197","109","55.33"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Non-SWD","All Students","Hispanic/Latino/Female/9th Grade/Non-SWD","REPORTED","235","159","67.66"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/9th Grade/Students with Disabilities","REPORTED","27","15","55.56"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Active EL Students","All Students","Hispanic/Latino/Female/10th Grade/Active EL Students","REPORTED","104","80","76.92"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Homeless","All Students","Hispanic/Latino/Female/10th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Low-Income","REPORTED","224","224","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/10th Grade/Military Connected Youth","REPORTED","18","18","100"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/10th Grade/Non-EL Students","REPORTED","580","539","92.93"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Non-Foster Care","REPORTED","684","619","90.5"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/10th Grade/Non-Homeless","REPORTED","679","615","90.57"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Non Low-Income","REPORTED","460","395","85.87"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Non-SWD","All Students","Hispanic/Latino/Female/10th Grade/Non-SWD","REPORTED","621","563","90.66"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/10th Grade/Students with Disabilities","REPORTED","63","56","88.89"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Active EL Students","All Students","Hispanic/Latino/Female/11th Grade/Active EL Students","REPORTED","19","9","47.37"
"2019","0","State of Delaware","0","State of Delaware","Delaware System of Student Assessment (DeSSA)","SCI","Hispanic/Latino","Female","11th Grade","Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Low-Income","REDACTED",,,
