"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","staff_type","staff_category","job_classification","experience","educational_level","educators_fte","average_years_of_age"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","ALL","ALL","ALL","ALL","321","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Classroom Teacher","ALL","ALL","ALL","250","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","ALL","118","38"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","ALL","104","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Classroom Teacher","Teacher, Special Elementary","ALL","ALL","14","35"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Classroom Teacher","Teacher, Special Secondary","ALL","ALL","14","37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Instructional Support","ALL","ALL","ALL","21","45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Instructional Support","Guidance Counselor","ALL","ALL","7","48"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Instructional Support","Other Instructional Support","ALL","ALL","10","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Instructional Support","Specialist, Instructional","ALL","ALL","2","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Instructional Support","Supervisor, Instructional","ALL","ALL","2","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Administrative Assistant","ALL","ALL","1","32"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","ALL","ALL","ALL","27","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Assistant Principal","ALL","ALL","5","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Director","ALL","ALL","2","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Other General Support","ALL","ALL","7","38"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Principal","ALL","ALL","5","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Specialist, General Support","ALL","ALL","5","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Superintendent","ALL","ALL","1","53"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Official/Administrative","Supervisor, General Support","ALL","ALL","1","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","ALL","ALL","ALL","23","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Home Visitor","ALL","ALL","3","49"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Nurse","ALL","ALL","2","53"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Psychologist","ALL","ALL","8","36"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Social Worker","ALL","ALL","1","45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Specialist, Pupil Support","ALL","ALL","2","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Professional","Pupil Support","Speech and Hearing Therapist","ALL","ALL","7","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","ALL","ALL","ALL","ALL","320.69999999999999","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","ALL","ALL","ALL","320.69999999999999","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","ALL","41.899999999999999","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","ALL","47","48"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Crafts & Trades","ALL","ALL","4","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Custodial","ALL","ALL","70","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Managerial","ALL","ALL","3","51"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Secretarial","ALL","ALL","37","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Service Aide","ALL","ALL","17","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","ALL","98.799999999999997","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","Non-Professional","Skilled & Service Workers","Technical","ALL","ALL","2","34"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","All Educators","All Educators","Hispanic/Latino","ALL","ALL","ALL","ALL","ALL","641.70000000000005","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","Teacher, Regular Elementary","ALL","ALL","90","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","Teacher, Regular Secondary","ALL","ALL","93","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","Teacher, Special Elementary","ALL","ALL","14","35"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Classroom Teacher","Teacher, Special Secondary","ALL","ALL","13","38"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","ALL","ALL","ALL","21","45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","Guidance Counselor","ALL","ALL","7","48"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","Other Instructional Support","ALL","ALL","10","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","Specialist, Instructional","ALL","ALL","2","46"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Instructional Support","Supervisor, Instructional","ALL","ALL","2","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Official/Administrative","ALL","ALL","ALL","16","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Official/Administrative","Assistant Principal","ALL","ALL","4","42"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Official/Administrative","Other General Support","ALL","ALL","4","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Official/Administrative","Principal","ALL","ALL","4","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Official/Administrative","Specialist, General Support","ALL","ALL","4","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","ALL","ALL","ALL","23","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Home Visitor","ALL","ALL","3","49"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Nurse","ALL","ALL","2","53"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Psychologist","ALL","ALL","8","36"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Social Worker","ALL","ALL","1","45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Specialist, Pupil Support","ALL","ALL","2","40"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Professional","Pupil Support","Speech and Hearing Therapist","ALL","ALL","7","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","ALL","ALL","ALL","ALL","282.89999999999998","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","ALL","ALL","ALL","282.89999999999998","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Bus Driver & Laborer","ALL","ALL","40.899999999999999","39"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Cafeteria Worker","ALL","ALL","44","49"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Crafts & Trades","ALL","ALL","4","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Custodial","ALL","ALL","58","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Managerial","ALL","ALL","2","47"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Secretarial","ALL","ALL","33","44"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Service Aide","ALL","ALL","9","41"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Teaching & Clerical Aide","ALL","ALL","90","43"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","Non-Professional","Skilled & Service Workers","Technical","ALL","ALL","2","34"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Educators","All Educators","Regular","All Educators","Hispanic/Latino/Regular School","ALL","ALL","ALL","ALL","ALL","552.89999999999998","42"
