"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","category","rowstatus","students","avgpctoftargetmet"
"2019","77","Sussex Academy","0","Sussex Academy","All Students","Male","All Students","All Students","All Students","Male","School Growth - Math","REPORTED","159","63.8868"
"2019","77","Sussex Academy","0","Sussex Academy","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - ELA","REDACTED",,
"2019","77","Sussex Academy","0","Sussex Academy","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - Math","REDACTED",,
"2019","77","Sussex Academy","576","Sussex Academy","All Students","Male","All Students","All Students","All Students","Male","School Growth - ELA","REPORTED","159","68.4214"
"2019","77","Sussex Academy","576","Sussex Academy","All Students","Male","All Students","All Students","All Students","Male","School Growth - Math","REPORTED","159","63.8868"
"2019","77","Sussex Academy","576","Sussex Academy","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - ELA","REDACTED",,
"2019","77","Sussex Academy","576","Sussex Academy","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - Math","REDACTED",,
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","Progress Toward English Language Proficiency","REPORTED","735.2","69.4558"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth - ELA","REPORTED","14041","57.801"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth - Math","REPORTED","14039","50.9266"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth Highest Quartile - ELA","REPORTED","4346","54.4834"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth Highest Quartile - Math","REPORTED","4396","48.9286"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth Lowest Quartile - ELA","REPORTED","4010","62.9499"
"2018","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","School Growth Lowest Quartile - Math","REPORTED","3929","56.3561"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","Progress Toward English Language Proficiency","REPORTED","8858.6","70.403"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth - ELA","REPORTED","5014","64.9025"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth - Math","REPORTED","5263","61.4469"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth Lowest Quartile - Math","REPORTED","624","71.1538"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth Highest Quartile - ELA","REPORTED","1028","64.1712"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth Highest Quartile - Math","REPORTED","1127","61.8953"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth Lowest Quartile - ELA","REPORTED","1616","68.2296"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Active EL Students","All Students","English Learners","School Growth Lowest Quartile - Math","REPORTED","1635","61.9138"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","Progress Toward English Language Proficiency","REPORTED","8862.6","70.4209"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth - ELA","REPORTED","47306","62.2357"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth - Math","REPORTED","47411","57.2263"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth Highest Quartile - ELA","REPORTED","15216","61.8032"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth Highest Quartile - Math","REPORTED","15402","59.1373"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth Lowest Quartile - ELA","REPORTED","13624","64.9176"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","All Students","All Students","All Students","School Growth Lowest Quartile - Math","REPORTED","13591","58.8498"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","Progress Toward English Language Proficiency","REPORTED","3957.2","68.1711"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth - ELA","REPORTED","16908","57.9175"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth - Math","REPORTED","16887","52.4868"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth Highest Quartile - ELA","REPORTED","4716","54.0201"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth Highest Quartile - Math","REPORTED","4852","49.0643"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth Lowest Quartile - ELA","REPORTED","4604","63.6974"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Low-Income","All Students","Low Income","School Growth Lowest Quartile - Math","REPORTED","4540","58.8407"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","Progress Toward English Language Proficiency","REPORTED","1592.2","57.6137"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth - ELA","REPORTED","7214","52.7718"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth - Math","REPORTED","7178","48.562"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth Highest Quartile - ELA","REPORTED","2163","45.3245"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth Highest Quartile - Math","REPORTED","2167","41.1403"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth Lowest Quartile - ELA","REPORTED","1774","66.0209"
"2018","0","State of Delaware","0","State of Delaware","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","School Growth Lowest Quartile - Math","REPORTED","1758","62.5438"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","Progress Toward English Language Proficiency","REPORTED","686","80.2464"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - ELA","REPORTED","1704","76.4689"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth - Math","REPORTED","1748","75.8621"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth Highest Quartile - ELA","REPORTED","520","81.6673"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth Highest Quartile - Math","REPORTED","528","85.9223"
"2018","0","State of Delaware","0","State of Delaware","Asian American","All Students","All Students","All Students","All Students","Asian","School Growth Lowest Quartile - ELA","REPORTED","624","77.5753"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","Progress Toward English Language Proficiency","REPORTED","6766.4","69.591"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth - ELA","REPORTED","8327","60.7889"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth - Math","REPORTED","8450","57.3214"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth Highest Quartile - ELA","REPORTED","2596","56.3548"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth Highest Quartile - Math","REPORTED","2619","54.8037"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth Lowest Quartile - ELA","REPORTED","2467","64.6036"
"2018","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","School Growth Lowest Quartile - Math","REPORTED","2494","60.516"
"2018","0","State of Delaware","0","State of Delaware","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","Progress Toward English Language Proficiency","REPORTED","25","54.28"
"2018","0","State of Delaware","0","State of Delaware","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","School Growth - ELA","REPORTED","1897","62.4634"
"2018","0","State of Delaware","0","State of Delaware","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","School Growth - Math","REPORTED","1891","56.7366"
"2018","0","State of Delaware","0","State of Delaware","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","School Growth Highest Quartile - ELA","REPORTED","574","62.7979"
"2018","0","State of Delaware","0","State of Delaware","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","School Growth Highest Quartile - Math","REPORTED","562","61.1139"
