"year","state_of_residence","county_of_residence","gender","race","age_group","education","cause_of_death","place_of_death","count"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","All other causes","Other","1"
"2013","DELAWARE","New Castle","Male","WHITE","75+","13+ YR","Malignant neoplasms of lymphoid, hematopoietic, and related tissue","Residence","1"
"2013","DELAWARE","New Castle","Female","WHITE","65-74","13+ YR","Malignant neoplasms of respiratory and intrathoracic organs","Residence","1"
"2013","DELAWARE","New Castle","Male","WHITE","75+","13+ YR","Cerebrovascular diseases","Other","1"
"2013","DELAWARE","New Castle","Female","WHITE","65-74","12 YR","Malignant neoplasms of respiratory and intrathoracic organs","Residence","1"
"2013","DELAWARE","Sussex","Female","WHITE","75+","12 YR","All other forms of heart disease","Residence","1"
"2013","DELAWARE","Sussex","Female","WHITE","65-74","13+ YR","All other causes","Nursing Home","1"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","All other forms of heart disease","Residence","1"
"2013","DELAWARE","Kent","Female","WHITE","75+","12 YR","Malignant neoplasms of respiratory and intrathoracic organs","Residence","1"
"2013","DELAWARE","Sussex","Male","WHITE","65-74","Unknown","All other causes","Emergency Room-Outpatient","1"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","Ischemic heart disease","Residence","1"
"2013","DELAWARE","New Castle","Male","WHITE","75+","13+ YR","Ischemic heart disease","Residence","1"
"2013","DELAWARE","Kent","Female","BLACK","35-44","13+ YR","Ischemic heart disease","Emergency Room-Outpatient","1"
"2013","DELAWARE","Sussex","Female","WHITE","75+","12 YR","Ischemic heart disease","Inpatient","1"
"2013","DELAWARE","New Castle","Male","WHITE","65-74","Unknown","Chronic Lower Respiratory Diseases","Other","1"
"2013","DELAWARE","Sussex","Female","WHITE","75+","12 YR","Chronic Lower Respiratory Diseases","Residence","1"
"2013","DELAWARE","Kent","Male","WHITE","25-34","<12 YR","Nontransport accidents","Other","1"
"2013","DELAWARE","Sussex","Female","WHITE","75+","12 YR","All other causes","Nursing Home","1"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","Ischemic heart disease","Nursing Home","1"
"2013","DELAWARE","Sussex","Male","WHITE","75+","12 YR","Malignant neoplasms of male genital organs","Residence","1"
"2013","DELAWARE","Kent","Male","WHITE","75+","<12 YR","Malignant neoplasms of digestive organs","Other","1"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","Malignant neoplasms of lymphoid, hematopoietic, and related tissue","Nursing Home","1"
"2013","DELAWARE","New Castle","Female","BLACK","45-54","13+ YR","Malignant neoplasms of breast","Other","1"
"2013","DELAWARE","Kent","Male","BLACK","75+","<12 YR","All other causes","Other","1"
"2013","DELAWARE","New Castle","Female","WHITE","75+","13+ YR","All other causes","Nursing Home","1"
"2013","DELAWARE","Sussex","Female","WHITE","75+","<12 YR","Ischemic heart disease","Nursing Home","1"
"2013","DELAWARE","Kent","Female","WHITE","35-44","13+ YR","Nontransport accidents","Emergency Room-Outpatient","1"
"2013","DELAWARE","New Castle","Female","WHITE","55-64","12 YR","Motor vehicle accidents","Nursing Home","1"
"2013","DELAWARE","New Castle","Male","WHITE","75+","13+ YR","Chronic Lower Respiratory Diseases","Other","1"
"2013","DELAWARE","Sussex","Male","WHITE","55-64","Unknown","All other causes","Nursing Home","1"
"2013","DELAWARE","Sussex","Male","WHITE","75+","<12 YR","Malignant neoplasms of digestive organs","Nursing Home","1"
