"schoolyear","districtcode","district","schoolcode","organization","race","gender","grade","specialdemo","geography","subgroup","category","rowstatus","students","enrollment","pctenrollment","incidents","avgduration"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","1st Grade","All Students","All Students","Hispanic/Latino/1st Grade","In-School Suspension","REPORTED","18","2133","0.84","27","1.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","1st Grade","All Students","All Students","Hispanic/Latino/1st Grade","Out-of-School Suspension","REPORTED","23","2133","1.08","40","1.45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","1st Grade","All Students","All Students","Hispanic/Latino/1st Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","23","2133","1.08","40","1.45"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","2nd Grade","All Students","All Students","Hispanic/Latino/2nd Grade","In-School Suspension","REPORTED","16","1898","0.84","22","1.04"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","2nd Grade","All Students","All Students","Hispanic/Latino/2nd Grade","Out-of-School Suspension","REPORTED","22","1898","1.16","44","1.34"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","2nd Grade","All Students","All Students","Hispanic/Latino/2nd Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","22","1898","1.16","44","1.34"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","3rd Grade","All Students","All Students","Hispanic/Latino/3rd Grade","In-School Suspension","REPORTED","38","1883","2.02","58","4.10"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","3rd Grade","All Students","All Students","Hispanic/Latino/3rd Grade","Out-of-School Suspension","REPORTED","35","1883","1.86","57","1.56"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","3rd Grade","All Students","All Students","Hispanic/Latino/3rd Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","35","1883","1.86","57","1.56"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","4th Grade","All Students","All Students","Hispanic/Latino/4th Grade","In-School Suspension","REPORTED","43","1837","2.34","58","1.27"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","4th Grade","All Students","All Students","Hispanic/Latino/4th Grade","Out-of-School Suspension","REPORTED","42","1837","2.29","68","1.69"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","4th Grade","All Students","All Students","Hispanic/Latino/4th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","42","1837","2.29","68","1.69"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","5th Grade","All Students","All Students","Hispanic/Latino/5th Grade","In-School Suspension","REPORTED","54","1653","3.27","74","1.08"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","5th Grade","All Students","All Students","Hispanic/Latino/5th Grade","Out-of-School Suspension","REPORTED","62","1653","3.75","105","1.59"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","5th Grade","All Students","All Students","Hispanic/Latino/5th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","62","1653","3.75","105","1.59"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","6th Grade","All Students","All Students","Hispanic/Latino/6th Grade","In-School Suspension","REPORTED","135","1733","7.79","314","1.22"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","6th Grade","All Students","All Students","Hispanic/Latino/6th Grade","Out-of-School Suspension","REPORTED","166","1733","9.58","339","2.10"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","6th Grade","All Students","All Students","Hispanic/Latino/6th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1733",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","6th Grade","All Students","All Students","Hispanic/Latino/6th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","166","1733","9.58","338","2.09"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","7th Grade","All Students","All Students","Hispanic/Latino/7th Grade","Expulsion (Permanent Removal from School)","REDACTED",,"1597",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","7th Grade","All Students","All Students","Hispanic/Latino/7th Grade","In-School Suspension","REPORTED","168","1597","10.52","374","1.10"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","7th Grade","All Students","All Students","Hispanic/Latino/7th Grade","Out-of-School Suspension","REPORTED","168","1597","10.52","298","2.36"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","7th Grade","All Students","All Students","Hispanic/Latino/7th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1597",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","7th Grade","All Students","All Students","Hispanic/Latino/7th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","168","1597","10.52","298","2.12"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","Expulsion (Permanent Removal from School)","REDACTED",,"1394",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","In-School Suspension","REPORTED","180","1394","12.91","382","1.13"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","Out-of-School Suspension","REPORTED","153","1394","10.98","309","2.94"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1394",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","8th Grade","All Students","All Students","Hispanic/Latino/8th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","153","1394","10.98","309","2.13"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","Expulsion (Permanent Removal from School)","REPORTED","5","1822","0.27","5","160.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","In-School Suspension","REPORTED","220","1822","12.07","527","1.10"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","Out-of-School Suspension","REPORTED","249","1822","13.67","526","2.37"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1822",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","249","1822","13.67","526","2.05"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","Expulsion (Permanent Removal from School)","REDACTED",,"1432",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","In-School Suspension","REPORTED","133","1432","9.29","253","1.07"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","Out-of-School Suspension","REPORTED","155","1432","10.82","289","2.19"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1432",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","155","1432","10.82","289","1.96"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","Expulsion (Permanent Removal from School)","REDACTED",,"1023",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","In-School Suspension","REPORTED","84","1023","8.21","161","1.09"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","Out-of-School Suspension","REPORTED","98","1023","9.58","154","2.51"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1023",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","98","1023","9.58","154","2.24"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","Expulsion (Permanent Removal from School)","REDACTED",,"1065",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","In-School Suspension","REPORTED","79","1065","7.42","112","1.05"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","Out-of-School Suspension","REPORTED","107","1065","10.05","169","2.25"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","Out-of-School Suspension with CDAP Placement","REDACTED",,"1065",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","Out-of-School Suspension, No CDAP Placement","REPORTED","107","1065","10.05","169","1.99"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","Expulsion (Permanent Removal from School)","REPORTED","12","21902","0.05","12","129.83"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","In-School Suspension","REPORTED","1178","21902","5.38","2351","1.19"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","Out-of-School Suspension","REPORTED","1297","21902","5.92","2392","2.27"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","Out-of-School Suspension with CDAP Placement","REPORTED","10","21902","0.05","10","70.70"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","Out-of-School Suspension, No CDAP Placement","REPORTED","1297","21902","5.92","2391","2.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","Kindergarten","All Students","All Students","Hispanic/Latino/Kindergarten","In-School Suspension","REPORTED","10","2010","0.50","11","1.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","Kindergarten","All Students","All Students","Hispanic/Latino/Kindergarten","Out-of-School Suspension","REPORTED","17","2010","0.85","38","1.32"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","Kindergarten","All Students","All Students","Hispanic/Latino/Kindergarten","Out-of-School Suspension, No CDAP Placement","REPORTED","17","2010","0.85","38","1.32"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Low-Income","All Students","Hispanic/Latino/Female/1st Grade/Low-Income","In-School Suspension","REDACTED",,"634",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Low-Income","All Students","Hispanic/Latino/Female/1st Grade/Low-Income","Out-of-School Suspension","REPORTED","5","634","0.79","5","1.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","2nd Grade","Non-SWD","All Students","Hispanic/Latino/Female/2nd Grade/Non-SWD","Out-of-School Suspension","REDACTED",,"832",,,
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Low-Income","All Students","Hispanic/Latino/Female/1st Grade/Low-Income","Out-of-School Suspension, No CDAP Placement","REPORTED","5","634","0.79","5","1.00"
"2015","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","1st Grade","Non-EL Students","All Students","Hispanic/Latino/Female/1st Grade/Non-EL Students","In-School Suspension","REDACTED",,"361",,,
