"subaddr","territory","x","subregion","xmin","countyns","target_fid","longlabel","stname","arc_addr_2","countyfp","unitname","sector","addr_type","arc_addr_1","levelname","part_perc","zone","fips","ciy","leveltype","country","ymax","bldgname","name","arc_neighb","the_geom","aland","rank","address","y","url","arc_region","total_pers","xmax","arc_countr","side","region","mailing_ad","part_yes","awater","regionabbr","pantry_typ","arc_postal","nbrhd","addnum","stdir","displayx","food_bank","ymin","arc_post_1","unittype","county","placename","phone","pantry_nam","objectid","contact_in","postalext","stpredir","addrange","metroarea","city","loc_name","geoid","arc_subreg","staddr","langcode","arc_city","score","affgeoid","statefp","displayy","addnumto","zip","match_type","district","addnumfrom","place_addr","hours","join_count","postal","lsad","match_addr","state","bldgtype","distance","exinfo","block","shortlabel","arc_addres","part_no","sttype","stpretype","status","type","addbldg"
,,"-78.4219108833","Fluvanna County","-78.4228735","01494061","1.0","4422 Antioch Rd, Scottsville, VA, 24590, USA","Antioch",,"065",,,"PointAddress",,,"9%",,"65.0","Scottsville",,"USA","37.84717",,"Fluvanna County",,"POINT (-78.4219109 37.8464109)","743630411","20.0","4422 Antioch Road","37.8464108959",,"VA","1.522","-78.4208735",,"L","Virginia",,"132.0","10746124","VA",,"24590",,"4422",,"-78.4218735","BRAFB","37.84517",,,"Albemarle",,,"Antioch Baptist Church","1.0","434 286-6315","3500",,,,"Scottsville","World","51065","Albemarle","4422 Antioch Rd","ENG",,"97.1","0500000US51065","51","37.84617",,"24590","A",,,"4422 Antioch Rd, Scottsville, Virginia, 24590","Fourth Sat, 9:30am-10:30am","1.0","24590","06","4422 Antioch Rd, Scottsville, Virginia, 24590","VA",,"0.0","ALBEMARLE",,"4422 Antioch Rd","4422 Antioch Road","1.39","Rd",,"M",,
,,"-78.4807590573","Albemarle","-78.4813465","01675170","2.0","4133 Earlysville Rd, Earlysville, VA, 22936, USA","Earlysville",,"003",,,"PointAddress",,,"13%",,"3.0","Earlysville",,"USA","38.155132",,"Albemarle County",,"POINT (-78.4807591 38.1538623)","1866002205","20.0","4133 Earlysville Road","38.1538622704",,"VA","4.63","-78.4793465",,"L","Virginia","PO Box 183","622.0","14235728","VA",,"22936-0183",,"4133",,"-78.4803465","BRAFB","38.153132",,,"Albemarle",,,"Buck Mountain Episcopal Church","2.0","434 973-2054",,,,,"Earlysville","World","51003","Albemarle","4133 Earlysville Rd","ENG",,"100.0","0500000US51003","51","38.154132",,"22936-0183","A",,,"4133 Earlysville Rd, Earlysville, Virginia, 22936","Second Wed, 4:00-6:00pm and fourth Tue, 2:00-4:00pm, BRS Sat, 10:00am-11:00am","1.0","22936","06","4133 Earlysville Rd, Earlysville, Virginia, 22936","VA",,"0.0",,,"4133 Earlysville Rd","4133 Earlysville Road","4.008","Rd",,"M",,
,,"-78.466328","Albemarle","-78.467328","01675170","3.0","22901-1810, Charlottesville, VA, USA",,,"003",,,"PostalExt",,,"13%",,"3.0","Charlottesville",,"USA","38.068171",,"Albemarle County",,"POINT (-78.466328 38.067171)","1866002205","4.5","1165 Rio Road East","38.067171",,"VA","4.63","-78.465328",,,"Virginia",,"622.0","14235728","VA",,"22901-1810",,,,"-78.466328","BRAFB","38.066171",,,"Albemarle","22901",,"Church of Our Saviour Episcopal","3.0","434 973-6512","1810",,,,"Charlottesville","World","51003","Albemarle",,"ENG",,"86.0","0500000US51003","51","38.067171",,"22901-1810","A",,,"Charlottesville, Virginia, 22901","Mon and Wed, 12:30-2:00pm and Fri, 10:30am-12:00noon","1.0","22901","06","22901-1810, Charlottesville, Virginia","VA",,"0.0","1165 RIO ROAD EAST",,"22901-1810","1165 Rio Road East","4.008",,,"M",,
,,"-78.6985324977","Albemarle","-78.699763","01675170","4.0","5729 Heards Mountain Rd, Covesville, VA, 22931, USA","Heards Mountain",,"003",,,"PointAddress",,,"13%",,"3.0","Covesville",,"USA","37.90405",,"Albemarle County",,"POINT (-78.6985325 37.9033612)","1866002205","20.0","5729 Heards Mountain Road","37.9033612201",,"VA","4.63","-78.697763",,"L","Virginia","PO Box 127","622.0","14235728","VA",,"22931-0127",,"5729",,"-78.698763","BRAFB","37.90205",,,"Albemarle",,,"Covesville Baptist Church","4.0","434 295-8462","1639",,,,"Covesville","World","51003","Albemarle","5729 Heards Mountain Rd","ENG",,"100.0","0500000US51003","51","37.90305",,"22931-0127","A",,,"5729 Heards Mountain Rd, Covesville, Virginia, 22931","Third Sat, 10:00-11:30am","1.0","22931","06","5729 Heards Mountain Rd, Covesville, Virginia, 22931","VA",,"0.0",,,"5729 Heards Mountain Rd","5729 Heards Mountain Road","4.008","Rd",,"M",,
,,"-78.7023225","Albemarle","-78.7033225","01675170","5.0","1156 Crozet Ave, Crozet, VA, 22932, USA","Crozet",,"003",,,"PointAddress",,,"13%",,"3.0","Crozet",,"USA","38.069245",,"Albemarle County",,"POINT (-78.7023225 38.068245)","1866002205","20.0","1156 Crozet Avenue","38.068245",,"VA","4.63","-78.7013225",,"L","Virginia","PO Box 70","622.0","14235728","VA",,"22932-0070",,"1156",,"-78.7023225","BRAFB","38.067245",,,"Albemarle",,,"Crozet United Methodist Church","5.0","434 823-4420","3130",,,,"Crozet","World","51003","Albemarle","1156 Crozet Ave","ENG",,"100.0","0500000US51003","51","38.068245",,"22932-0070","A",,,"1156 Crozet Ave, Crozet, Virginia, 22932","Mon, 4:00-5:00pm, Third Sat each month, USDA, *NEW TIME BEGINNING January 19 7:30-9:00am","1.0","22932","06","1156 Crozet Ave, Crozet, Virginia, 22932","VA",,"0.0",,,"1156 Crozet Ave","1156 Crozet Avenue","4.008","Ave",,"M",,
,,"-78.500783543","Albemarle","-78.5014885","01675170","6.0","2050 Lambs Rd, Charlottesville, VA, 22901, USA","Lambs",,"003",,,"PointAddress",,,"13%",,"3.0","Charlottesville",,"USA","38.078947",,"Albemarle County",,"POINT (-78.5007835 38.0777996)","1866002205","20.0","2050 Lambs Road","38.0777995623",,"VA","4.63","-78.4994885",,"L","Virginia","PO Box 8001","622.0","14235728","VA",,"22903",,"2050",,"-78.5004885","BRAFB","38.076947",,,"Albemarle",,,"Loaves and Fishes","6.0","434 996-7868","8978",,,,"Charlottesville","World","51003","Albemarle","2050 Lambs Rd","ENG",,"93.1","0500000US51003","51","38.077947",,"22903","A",,,"2050 Lambs Rd, Charlottesville, Virginia, 22901","Tue and Thu, 6:30-8:30pm, Wed, 2:00-4:00pm and Sat, 10:00am-12:00noon","1.0","22901","06","2050 Lambs Rd, Charlottesville, Virginia, 22901","VA",,"0.0","22903",,"2050 Lambs Rd","2050 Lambs Road","4.008","Rd",,"M",,
,,"-78.6470715","Albemarle","-78.6480715","01675170","7.0","4637 Plank Rd, North Garden, VA, 22959, USA","Plank",,"003",,,"PointAddress",,,"13%",,"3.0","North Garden",,"USA","37.957609",,"Albemarle County",,"POINT (-78.6470715 37.9569535)","1866002205","20.0","4637 Plank Road","37.9569534962",,"VA","4.63","-78.6460715",,"L","Virginia","PO Box 216","622.0","14235728","VA",,"22959-2324",,"4637",,"-78.6470715","BRAFB","37.955609",,,"Albemarle",,,"North Garden Ministries","7.0","434 977-5585","2041",,,,"North Garden","World","51003","Albemarle","4637 Plank Rd","ENG",,"100.0","0500000US51003","51","37.956609",,"22959-2324","A",,,"4637 Plank Rd, North Garden, Virginia, 22959","Third Sat, 9:00-10:00am","1.0","22959","06","4637 Plank Rd, North Garden, Virginia, 22959","VA",,"0.0",,,"4637 Plank Rd","4637 Plank Road","4.008","Rd",,"M",,
,,"-78.4960116615","Albemarle","-78.4970116615","01675170","8.0","148 Bird St, Scottsville, VA, 24590, USA","Bird",,"003",,,"StreetAddress",,,"13%",,"3.0","Scottsville",,"USA","37.8004476302",,"Albemarle County",,"POINT (-78.4960117 37.7994476)","1866002205","20.0","148 Bird Street","37.7994476302",,"VA","4.63","-78.4950116615",,"L","Virginia",,"622.0","14235728","VA",,"24590",,"148",,"-78.4960116615","BRAFB","37.7984476302",,,"Albemarle",,,"Scottsville Mobile Food Pantry","8.0","434 286-4062",,,"100-198",,"Scottsville","World","51003","Albemarle","148 Bird St","ENG",,"100.0","0500000US51003","51","37.7994476302","100","24590","A",,"198","148 Bird St, Scottsville, Virginia, 24590","Fourth Tue, 10:00-11:00am","1.0","24590","06","148 Bird St, Scottsville, Virginia, 24590","VA",,"0.0",,,"148 Bird St","148 Bird Street","4.008","St",,"M",,
,,"-78.4977255","Albemarle","-78.4987255","01675170","9.0","300 Page St, Scottsville, VA, 24590, USA","Page",,"003",,,"PointAddress",,,"13%",,"3.0","Scottsville",,"USA","37.798975",,"Albemarle County",,"POINT (-78.4977255 37.797975)","1866002205","20.0","300 Page Street","37.797975",,"VA","4.63","-78.4967255",,"L","Virginia","PO Box 884","622.0","14235728","VA",,"24590",,"300",,"-78.4977255","BRAFB","37.796975",,,"Albemarle",,,"Scottsville UMC-Bread of Life","9.0","434 286-2892","3096",,,,"Scottsville","World","51003","Albemarle","300 Page St","ENG",,"100.0","0500000US51003","51","37.797975",,"24590","A",,,"300 Page St, Scottsville, Virginia, 24590","Third Sat, 8:30-9:30am","1.0","24590","06","300 Page St, Scottsville, Virginia, 24590","VA",,"0.0",,,"300 Page St","300 Page Street","4.008","St",,"M",,
,,"-78.59556","Albemarle","-78.59656","01675170","10.0","851 Owensville Rd, Charlottesville, VA, 22901, USA","Owensville",,"003",,,"PointAddress",,,"13%",,"3.0","Charlottesville",,"USA","38.05903",,"Albemarle County",,"POINT (-78.59556 38.05803)","1866002205","20.0","851 Owensville Road","38.05803",,"VA","4.63","-78.59456",,"L","Virginia","PO Box 37","622.0","14235728","VA",,"22901",,"851",,"-78.59556","BRAFB","38.05703",,,"Albemarle",,,"St. Paul's Episcopal Church","10.0","434 979-6354","9505",,,,"Charlottesville","World","51003","Albemarle","851 Owensville Rd","ENG",,"100.0","0500000US51003","51","38.05803",,"22901","A",,,"851 Owensville Rd, Charlottesville, Virginia, 22901","Third Wed, 4:00-6:00pm","1.0","22901","06","851 Owensville Rd, Charlottesville, Virginia, 22901","VA",,"0.0",,,"851 Owensville Rd","851 Owensville Road","4.008","Rd",,"M",,
