"barcode","file_name","date","date_of_escape","first_name","middle_name","surname","suffix","alias","gender","age","children","enslaver","new_enslaver","occupation","place_of_imprisonment","district_of","locality","source","date_added"
"7651031","_0001_0001_0001-0001","1863","1862-07-14","Robert",,,,,"M","21",,"John T. Antrim",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-08-14","Maria",,,,,"F","45",,"John T. Antrim",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-08-14","Sarah",,,,,"F","14",,"John T. Antrim",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-06","Stewart",,,,,"M","17",,"Dr. Charles Bowcock",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862","Louisa",,,,,"F","17",,"Rev. William F. Broadus",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862","Lewis",,,,,"M","21",,"Rev. William F. Broadus",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862","Patsy",,,,,"F","23","2 male children aged 3 and 5","Rev. William F. Broadus",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1863","Caroline",,,,,"F","16",,"Rev. William F. Broadus",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-08-01","Richard",,,,,"M","20",,"John G. Cole",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-07","Chesley",,,,,"M","28",,"John G. Cole",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-12-31","Tom",,,,,"M","21",,"David Carr's estate",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-12-31","Hudson",,,,,"M","19",,"David Carr's estate",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862-08-11","Thornton",,,,,"M","50",,"Parrott H. Elliott",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1862","William",,,,,"M",,,"James Hart",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1861-3-08","Charles",,,,,"M","43",,"Daniel F. Hooe",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","unknown","Peter",,,,,"M","30",,"Daniel F. Hooe",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","unknown","David",,,,,"M","45",,"Daniel F. Hooe",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","unknown","William",,,,,"M","45",,"Daniel F. Hooe",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","unknown","John",,,,,"M","20",,"Daniel F. Hooe",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1861-08","Edmond",,,,,"M","35",,"Henry Jenkins",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
"7651031","_0001_0001_0001-0001","1863","1861-08","Harriet",,,,,"F","30",,"Henry Jenkins",,,,"Drury W. Burnley","Albemarle County","Runaway Slaves Records, 1794, 1806-1863, Accession APA 759, Box 2, Folder 1","2021-02-05T00:00:00.000"
