"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon","geocoded_column"
"219174","BEACON PRESCRIPTIONS","CORPORATION","BEACON PRESCRIPTIONS",,"PCY.0001719","PCY","1719",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","294 MAIN ST","WINSTED","CT","60981688","2022-07-20T00:00:00.000","POINT (-73.06768 41.921262)"
"283062","HARTFORD HOSPITAL","BUSINESS","HARTFORD HOSPITAL","HARTFORD HEALTHCARE COMMUNITY PHARMACY","PCY.0001282","PCY","1282",,"PHARMACY","ACTIVE","CURRENT","1","2014-12-17T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","85 SEYMOUR ST","HARTFORD","CT","61065501","2022-08-11T00:00:00.000","POINT (-72.680757 41.754431)"
"2071955","CVS PHARMACY #11264","LIMITED LIABILITY COMPANY","CVS PHARMACY #11264",,"PCY.0002416","PCY","2416",,"PHARMACY","ACTIVE","CURRENT","1","2020-09-09T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","705 BRIDGEPORT AVE","SHELTON","CT","64844704","2022-07-20T00:00:00.000","POINT (-73.124175 41.275075)"
"412188","STOP & SHOP SUPERMARKET COMPANY LLC","LIMITED LIABILITY COMPANY","STOP & SHOP SUPERMARKET COMPANY LLC",,"PCY.0002004","PCY","2004",,"PHARMACY","ACTIVE","CURRENT","1","2005-10-28T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1385 HANCOCK ST","QUINCY","MA","21695103","2022-08-05T00:00:00.000","POINT (-71.002662 42.249607)"
"1146910","NEW BRITAIN PHARMACY","LIMITED LIABILITY COMPANY","NEW BRITAIN PHARMACY",,"PCY.0002260","PCY","2260",,"PHARMACY","ACTIVE","CURRENT","1","2013-04-12T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","46 BROAD ST","NEW BRITAIN","CT","60534305","2022-07-22T00:00:00.000","POINT (-72.785051 41.673379)"
"283469","MCQUADE'S PHARMACY INC","CORPORATION","MCQUADE'S PHARMACY INC",,"PCY.0001547","PCY","1547",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","10 CLARA DR","MYSTIC","CT","63551957","2022-07-20T00:00:00.000","POINT (-71.954551 41.374026)"
"234685","CVS PHARMACY #185","LIMITED LIABILITY COMPANY","CVS PHARMACY #185",,"PCY.0001103","PCY","1103",,"PHARMACY","ACTIVE","CURRENT","1","2006-01-13T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","215 WEST ST","SEYMOUR","CT","64832640","2022-07-20T00:00:00.000","POINT (-73.086459 41.397394)"
"1132955","HARTFORD PHARMACY INC","CORPORATION","HARTFORD PHARMACY INC",,"PCY.0002255","PCY","2255",,"PHARMACY","ACTIVE","CURRENT","1","2013-01-15T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","469 PARK ST","HARTFORD","CT","61061519","2022-07-29T00:00:00.000","POINT (-72.684862 41.757985)"
"921171","SHOPRITE PHARMACY OF SOUTHBURY","LIMITED LIABILITY COMPANY","SHOPRITE PHARMACY OF SOUTHBURY",,"PCY.0002168","PCY","2168",,"PHARMACY","ACTIVE","CURRENT","1","2010-04-15T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","775 MAIN ST S","SOUTHBURY","CT","64882271","2022-07-20T00:00:00.000","POINT (-73.232991 41.462214)"
"52138","MARKET 32 PHARMACY #156","CORPORATION","MARKET 32 PHARMACY #156",,"PCY.0001612","PCY","1612",,"PHARMACY","ACTIVE","CURRENT","1","2006-02-13T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","990 TORRINGFORD ST","TORRINGTON","CT","67903542","2022-07-20T00:00:00.000","POINT (-73.081048 41.820631)"
"408344","STOP & SHOP SUPERMARKET COMPANY LLC","LIMITED LIABILITY COMPANY","STOP & SHOP SUPERMARKET COMPANY LLC",,"PCY.0001994","PCY","1994",,"PHARMACY","ACTIVE","CURRENT","1","2005-08-30T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1385 HANCOCK ST","QUINCY","MA","21695103","2022-08-05T00:00:00.000","POINT (-71.002662 42.249607)"
"38449","MANCHESTER RX LLC","LIMITED LIABILITY COMPANY","MANCHESTER RX LLC","MANCHESTER PHARMACY","PCY.0001290","PCY","1290",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","348 MAIN ST","MANCHESTER","CT","60404123","2022-07-20T00:00:00.000","POINT (-72.522239 41.781428)"
"921801","SHOPRITE PHARMACY OF CLINTON","LIMITED LIABILITY COMPANY","SHOPRITE PHARMACY OF CLINTON",,"PCY.0002169","PCY","2169",,"PHARMACY","ACTIVE","CURRENT","1","2010-04-09T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","266 E MAIN ST","CLINTON","CT","64132254","2022-07-29T00:00:00.000","POINT (-72.50094 41.271017)"
"894719","WALGREENS #11919","CORPORATION","WALGREENS #11919",,"PCY.0002148","PCY","2148",,"PHARMACY","ACTIVE","CURRENT","1","2009-11-09T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1630 BOSTON TPKE","COVENTRY","CT","62381205","2022-07-26T00:00:00.000","POINT (-72.371514 41.798316)"
"38234","WALGREENS #19604","BUSINESS","WALGREENS #19604",,"PCY.0001221","PCY","1221",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","8 S MAIN ST STE A","TERRYVILLE","CT","67866235","2022-07-20T00:00:00.000","POINT (-73.011359 41.677936)"
"1511053","NOSTRUM RX PHARMACY","LIMITED LIABILITY COMPANY","NOSTRUM RX PHARMACY","NOSTRUMRX PHARMACY","PCY.0002373","PCY","2373",,"PHARMACY","ACTIVE","CURRENT","1","2018-09-04T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","2286 BERLIN TPKE","NEWINGTON","CT","61113202","2022-08-16T00:00:00.000","POINT (-72.706253 41.689994)"
"496778","BIG Y #59","BUSINESS","BIG Y #59",,"PCY.0002109","PCY","2109",,"PHARMACY","ACTIVE","CURRENT","1","2008-04-22T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","504 WINSTED RD","TORRINGTON","CT","67902963","2022-08-02T00:00:00.000","POINT (-73.111562 41.826912)"
"2244072","UNITY PHARMACY LLC","LIMITED LIABILITY COMPANY","UNITY PHARMACY LLC",,"PCY.0002442","PCY","2442",,"PHARMACY","ACTIVE","CURRENT","1","2021-12-27T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1351 WHALLEY AVE","NEW HAVEN","CT","65151149","2022-07-20T00:00:00.000","POINT (-72.974294 41.331981)"
"1154425","CHAPEL STREET PHARMACY","LIMITED LIABILITY COMPANY","CHAPEL STREET PHARMACY",,"PCY.0002262","PCY","2262",,"PHARMACY","ACTIVE","CURRENT","1","2013-04-23T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1245 CHAPEL ST","NEW HAVEN","CT","65114611","2022-07-29T00:00:00.000","POINT (-72.936081 41.309443)"
"947070","GREENWICH PHARMACY LLC","LIMITED LIABILITY COMPANY","GREENWICH PHARMACY LLC",,"PCY.0002186","PCY","2186",,"PHARMACY","ACTIVE","CURRENT","1","2010-10-29T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","116 GREENWICH AVE","GREENWICH","CT","68305504","2022-07-20T00:00:00.000","POINT (-73.626347 41.028979)"
"223000","WALGREENS #18243","CORPORATION","WALGREENS #18243",,"PCY.0001731","PCY","1731",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1350 STANLEY ST","NEW BRITAIN","CT","60533224","2022-07-20T00:00:00.000","POINT (-72.76754 41.683953)"
"289298","CVS PHARMACY #2099","LIMITED LIABILITY COMPANY","CVS PHARMACY #2099",,"PCY.0001792","PCY","1792",,"PHARMACY","ACTIVE","CURRENT","1","2005-09-16T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","479 BLUE HILLS AVE","HARTFORD","CT","61121514","2022-07-22T00:00:00.000","POINT (-72.695496 41.798813)"
"360481","WALGREENS #21260","BUSINESS","WALGREENS #21260",,"PCY.0001698","PCY","1698",,"PHARMACY","ACTIVE","CURRENT","1","2004-03-17T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","500 ALBANY AVE","HARTFORD","CT","61202508","2022-07-20T00:00:00.000","POINT (-72.685016 41.777722)"
"943683","SHOPRITE OF STRATFORD","LIMITED LIABILITY COMPANY","SHOPRITE OF STRATFORD",,"PCY.0002183","PCY","2183",,"PHARMACY","ACTIVE","CURRENT","1","2010-09-30T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","250 BARNUM AVENUE CUTOFF","STRATFORD","CT","66145152","2022-07-29T00:00:00.000","POINT (-73.119025 41.19916)"
"241635","STOP & SHOP SUPERMARKET COMPANY LLC","LIMITED LIABILITY COMPANY","STOP & SHOP SUPERMARKET COMPANY LLC",,"PCY.0001280","PCY","1280",,"PHARMACY","ACTIVE","CURRENT","1",,"2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","1385 HANCOCK ST","QUINCY","MA","21695103","2022-08-05T00:00:00.000","POINT (-71.002662 42.249607)"
"246051","WALGREENS #21268","CORPORATION","WALGREENS #21268",,"PCY.0000973","PCY","973",,"PHARMACY","ACTIVE","CURRENT","1","2004-09-01T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","76 HEIGHTS RD","DARIEN","CT","68204128","2022-07-20T00:00:00.000","POINT (-73.492983 41.069137)"
"38002","CVS PHARMACY #231","LIMITED LIABILITY COMPANY","CVS PHARMACY #231",,"PCY.0001085","PCY","1085",,"PHARMACY","ACTIVE","CURRENT","1","2004-09-01T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","142 TALCOTTVILLE RD","VERNON","CT","60664705","2022-07-20T00:00:00.000","POINT (-72.494491 41.831221)"
"38880","CVS PHARMACY #172","LIMITED LIABILITY COMPANY","CVS PHARMACY #172",,"PCY.0001414","PCY","1414",,"PHARMACY","ACTIVE","CURRENT","1","2006-06-27T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","2-6 SHORT BEACH RD","BRANFORD","CT","64056233","2022-07-20T00:00:00.000","POINT (-72.830143 41.274896)"
"445112","CVS/PHARMACY #17238","LIMITED LIABILITY COMPANY","CVS/PHARMACY #17238",,"PCY.0002069","PCY","2069",,"PHARMACY","ACTIVE","CURRENT","1","2006-09-21T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","300 CHASE AVE","WATERBURY","CT","67042246","2022-07-20T00:00:00.000","POINT (-73.034731 41.581502)"
"442635","BROOKFIELD PHARMACY COMPOUNDING","CORPORATION","BROOKFIELD PHARMACY COMPOUNDING","Brookfield Pharmacy","PCY.0002065","PCY","2065",,"PHARMACY","ACTIVE","CURRENT","1","2006-08-21T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","60 OLD NEW MILFORD RD STE 1B","BROOKFIELD","CT","68042429","2022-08-16T00:00:00.000","POINT (-73.402952 41.453542)"
"513023","CVS PHARMACY #2475","LIMITED LIABILITY COMPANY","CVS PHARMACY #2475",,"PCY.0000980","PCY","980",,"PHARMACY","ACTIVE","CURRENT","1","2008-10-31T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","122 E PUTNAM AVE","COS COB","CT","68072720","2022-07-22T00:00:00.000","POINT (-73.600806 41.037306)"
"246442","WALGREENS #15207","CORPORATION","WALGREENS #15207",,"PCY.0001451","PCY","1451",,"PHARMACY","ACTIVE","CURRENT","1","2004-09-01T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","668 FARMINGTON AVE","WEST HARTFORD","CT","61191810","2022-07-20T00:00:00.000","POINT (-72.7168 41.765558)"
"38445","CVS PHARMACY #840","CORPORATION","CVS PHARMACY #840",,"PCY.0001286","PCY","1286",,"PHARMACY","ACTIVE","CURRENT","1","2005-01-25T00:00:00.000","2022-09-01T00:00:00.000","2023-08-31T00:00:00.000","908 MAPLE AVE","HARTFORD","CT","61142723","2022-07-20T00:00:00.000","POINT (-72.687203 41.734359)"
