"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"1001735","TORRINGTON ENERGY","BUSINESS","TORRINGTON ENERGY",,"HOD.0000965","HOD","965",,"HOME HEATING FUEL DEALER","ACTIVE IN RENEWAL","CURRENT","1","2011-07-07T00:00:00.000","2021-10-01T00:00:00.000","2022-09-30T00:00:00.000","827 THOMPSONVILLE ROAD","SUFFIELD","CT","06078","2021-09-07T00:00:00.000"
"1025259","KASDEN FUEL","CORPORATION","KASDEN FUEL",,"HOD.0000966","HOD","966",,"HOME HEATING FUEL DEALER","ACTIVE IN RENEWAL","CURRENT","1","2011-09-02T00:00:00.000","2021-10-01T00:00:00.000","2022-09-30T00:00:00.000","340 TOLLAND ST","EAST HARTFORD","CT","061082445","2021-08-24T00:00:00.000"
"1025438","STAMFORD HOME OIL INC","CORPORATION","STAMFORD HOME OIL INC",,"HOD.0000967","HOD","967",,"HOME HEATING FUEL DEALER","ACTIVE IN RENEWAL","CURRENT","1","2011-09-06T00:00:00.000","2021-10-12T00:00:00.000","2022-09-30T00:00:00.000","194 PRUDENCE DR","STAMFORD","CT","069071219","2021-10-14T00:00:00.000"
"1026793","PATTY & SON LLC","LIMITED LIABILITY COMPANY","PATTY & SON LLC",,"HOD.0000968","HOD","968",,"HOME HEATING FUEL DEALER","ACTIVE IN RENEWAL","CURRENT","1","2011-08-16T00:00:00.000","2021-10-01T00:00:00.000","2022-09-30T00:00:00.000","791 CAMPBELL AVE","WEST HAVEN","CT","065163716","2021-09-07T00:00:00.000"
"1026835","BROOKS OIL SERVICE INC","CORPORATION","BROOKS OIL SERVICE INC",,"HOD.0000969","HOD","969",,"HOME HEATING FUEL DEALER","ACTIVE","CURRENT","1","2011-09-02T00:00:00.000","2022-10-01T00:00:00.000","2023-09-30T00:00:00.000","1 CANAL STREET","PLYMOUTH","CT","06782","2022-08-24T00:00:00.000"
"1026889","HOFMILLER ENERGY LLC","LIMITED LIABILITY COMPANY","HOFMILLER ENERGY LLC",,"HOD.0000970","HOD","970",,"HOME HEATING FUEL DEALER","INACTIVE","EXPIRED MORE THAN 3 YEARS - MUST REAPPLY","0","2011-08-05T00:00:00.000","2017-10-01T00:00:00.000","2018-09-30T00:00:00.000","123 NAUGATUCK AVE","MILFORD","CT","064606038","2021-10-04T00:00:00.000"
"1028466","OILCO ENERGY LLC","LIMITED LIABILITY COMPANY","OILCO ENERGY LLC",,"HOD.0000971","HOD","971",,"HOME HEATING FUEL DEALER","INACTIVE","DOES NOT WISH TO RENEW","0","2011-08-19T00:00:00.000","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","104 HILLCREST AVE","WATERBURY","CT","067052909","2019-11-29T00:00:00.000"
"1030161","INTERSTATE PROPANE INC","CORPORATION","INTERSTATE PROPANE INC",,"HOD.0000972","HOD","972",,"HOME HEATING FUEL DEALER","APPROVED","CURRENT","1","2011-09-07T00:00:00.000","2022-10-01T00:00:00.000","2023-09-30T00:00:00.000","251 ROUTE 52","CARMEL","NY","105125712","2022-08-16T00:00:00.000"
"1030162","EAST PUTNAM OIL LLC","LIMITED LIABILITY COMPANY","EAST PUTNAM OIL LLC",,"HOD.0000973","HOD","973",,"HOME HEATING FUEL DEALER","ACTIVE IN RENEWAL","CURRENT","1","2011-09-07T00:00:00.000","2021-10-01T00:00:00.000","2022-09-30T00:00:00.000","407 CHASE RD BLDG 1A","PUTNAM","CT","062602812","2021-09-02T00:00:00.000"
"1031165","VICTORY FUEL LLC","LIMITED LIABILITY COMPANY","VICTORY FUEL LLC",,"HOD.0000974","HOD","974",,"HOME HEATING FUEL DEALER","INACTIVE","EXPIRED MORE THAN 3 YEARS - MUST REAPPLY","0","2011-09-06T00:00:00.000","2016-10-01T00:00:00.000","2017-09-30T00:00:00.000","248 MAIN ST","TERRYVILLE","CT","067865901","2020-10-04T00:00:00.000"
