"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"929763","BHCARE, INC.","CORPORATION","BHCARE, INC.","BHCARE, INC.","SA.0000354","SA","354",,"Substance Abuse","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","435 E MAIN ST","ANSONIA","CT","064011964","2022-06-16T00:00:00.000"
"1326607","BRIDGE FAMILY CENTER","NON-PROFIT CORPORATION","BRIDGE FAMILY CENTER","BRIDGE FAMILY CENTER","SA.0000499","SA","499",,"Substance Abuse","ACTIVE","CURRENT","1","2015-12-28T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","45 W MAIN ST","AVON","CT","060013791","2021-11-16T00:00:00.000"
"930312","ANGELUS HOUSE","CORPORATION","ANGELUS HOUSE","ANGELUS HOUSE","SA.0000263","SA","263",,"Substance Abuse","ACTIVE","CURRENT","1","2010-04-01T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","158 FLANDERS RD","BETHLEHEM","CT","067512207","2022-03-07T00:00:00.000"
"935961","NORTH CENTRAL COUNSELING SERVICES","CORPORATION","NORTH CENTRAL COUNSELING SERVICES","NORTH CENTRAL COUNSELING SERVICES","SA.0000397","SA","397",,"Substance Abuse","ACTIVE","CURRENT","1","2010-06-10T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","693 BLOOMFIELD AVE","BLOOMFIELD","CT","060022489","2022-09-08T00:00:00.000"
"2003001","SHORELINE FAMILY HEALTH CARE","CORPORATION","SHORELINE FAMILY HEALTH CARE","SHORELINE FAMILY HEALTH CARE","SA.0000606","SA","606",,"Substance Abuse","ACTIVE","CURRENT","1","2020-01-29T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","221 W MAIN ST","BRANFORD","CT","064054022","2022-08-24T00:00:00.000"
"1046208","BHCARE, INC.-SHORELINE CLINIC","CORPORATION","BHCARE, INC.-SHORELINE CLINIC","BHCARE, INC.-SHORELINE CLINIC","SA.0000426","SA","426",,"Substance Abuse","ACTIVE","CURRENT","1","2011-12-27T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","14 SYCAMORE WAY","BRANFORD","CT","064056551","2022-04-20T00:00:00.000"
"930214","CHILD AND FAMILY GUIDANCE CENTER, INC.","BUSINESS","CHILD AND FAMILY GUIDANCE CENTER, INC.","CHILD AND FAMILY GUIDANCE CENTER, INC.","SA.0000226","SA","226",,"Substance Abuse","ACTIVE","CURRENT","1","2008-07-01T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","180 FAIRFIELD AVE","BRIDGEPORT","CT","066044252","2022-06-10T00:00:00.000"
"2004566","CT RENAISSANCE","BUSINESS","CT RENAISSANCE","CT RENAISSANCE, IInc.","SA.0000607","SA","607",,"Substance Abuse","ACTIVE","CURRENT","1","2020-01-31T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","1126 MAIN ST","BRIDGEPORT","CT","066044404","2022-09-01T00:00:00.000"
"930081","LIBERATION METHADONE CLINIC (BRIDGEPORT)","CORPORATION","LIBERATION METHADONE CLINIC (BRIDGEPORT)","LIBERATION METHADONE CLINIC (BRIDGEPORT)","SA.0000290","SA","290",,"Substance Abuse","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","399 MILL HILL AVE","BRIDGEPORT","CT","066102865","2022-02-23T00:00:00.000"
"1434001","MCCA/BRIDGEPORT","CORPORATION","MCCA/BRIDGEPORT","MCCA/BRIDGEPORT","SA.0000538","SA","538",,"Substance Abuse","ACTIVE","CURRENT","1","2017-06-27T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","140 JOHN ST","BRIDGEPORT","CT","066044323","2022-05-12T00:00:00.000"
"969635","FIRST STEP","NON-PROFIT CORPORATION","FIRST STEP","FIRST STEP","SA.0000403","SA","403",,"Substance Abuse","ACTIVE","CURRENT","1","2010-10-05T00:00:00.000","2022-10-01T00:00:00.000","2024-09-30T00:00:00.000","425 GRANT ST","BRIDGEPORT","CT","066103222","2022-09-09T00:00:00.000"
"1791296","LIFEBRIDGE COMMUNITY SERVICES, INC.","NON-PROFIT CORPORATION","LIFEBRIDGE COMMUNITY SERVICES, INC.","LIFEBRIDGE COMMUNITY SERVICES, INC.","SA.0000599","SA","599",,"Substance Abuse","ACTIVE","CURRENT","1","2019-10-04T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","475 CLINTON AVE","BRIDGEPORT","CT","066051700","2022-05-19T00:00:00.000"
"930582","HORIZONS","BUSINESS","HORIZONS","HORIZONS","SA.0SA0079","SA","SA0079",,"Substance Abuse","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","1635 FAIRFIELD AVE","BRIDGEPORT","CT","066051984","2021-07-29T00:00:00.000"
"930504","PROJECT COURAGE","BUSINESS","PROJECT COURAGE","PROJECT COURAGE","SA.0SA0139","SA","SA0139",,"Substance Abuse","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","592 KOSSUTH ST","BRIDGEPORT","CT","066082204","2021-12-13T00:00:00.000"
"1231442","PARK CITY PRIMARY CARE CENTER","CORPORATION","PARK CITY PRIMARY CARE CENTER","PARK CITY PRIMARY CARE CENTER","SA.0000475","SA","475",,"Substance Abuse","ACTIVE","CURRENT","1","2014-06-26T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","64 BLACK ROCK AVE","BRIDGEPORT","CT","066051200","2022-04-20T00:00:00.000"
"1234052","OPTIMUS HEALTH CARE, INC.","CORPORATION","OPTIMUS HEALTH CARE, INC.","Ludwig M. Spinelli Building","SA.0000476","SA","476",,"Substance Abuse","ACTIVE","CURRENT","1","2014-07-10T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","471 BARNUM AVE","BRIDGEPORT","CT","066082409","2022-07-12T00:00:00.000"
"929854","RECOVERY COUNSELING SERVICES","NON-PROFIT CORPORATION","RECOVERY COUNSELING SERVICES","RECOVERY COUNSELING SERVICES","SA.0000307","SA","307",,"Substance Abuse","ACTIVE","CURRENT","1","2008-07-01T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","1549 FAIRFIELD AVE","BRIDGEPORT","CT","066051935","2022-06-01T00:00:00.000"
"1301300","KINSELLA TREATMENT CENTER","BUSINESS","KINSELLA TREATMENT CENTER","KINSELLA TREATMENT CENTER","SA.0000492","SA","492",,"Substance Abuse","ACTIVE","CURRENT","1","2015-07-23T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","1862 COMMERCE DR","BRIDGEPORT","CT","066052230","2021-09-22T00:00:00.000"
"929685","SOUTHWEST COMMUNITY HEALTH CENTER INC.","NON-PROFIT CORPORATION","SOUTHWEST COMMUNITY HEALTH CENTER INC.","SOUTHWEST COMMUNITY HEALTH CENTER, INC.","SA.0000363","SA","363",,"Substance Abuse","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","968 FAIRFIELD AVE","BRIDGEPORT","CT","066051116","2022-01-24T00:00:00.000"
"1313676","THE COMMUNITY CENTER FOR INTEGRATED HEALTH","BUSINESS","THE COMMUNITY CENTER FOR INTEGRATED HEALTH","THE COMMUNITY CENTER FOR INTEGRATED HEALTH","SA.0000495","SA","495",,"Substance Abuse","ACTIVE","CURRENT","1","2015-09-28T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","1438 PARK AVE","BRIDGEPORT","CT","066042512","2022-08-26T00:00:00.000"
"1384855","JAY BROTHERS UNIFIED RESOURCE CENTER","NON-PROFIT CORPORATION","JAY BROTHERS UNIFIED RESOURCE CENTER","JAY BROTHERS UNIFIED RESOURCE CENTER","SA.0000521","SA","521",,"Substance Abuse","ACTIVE","CURRENT","1","2016-10-18T00:00:00.000","2022-10-01T00:00:00.000","2024-09-30T00:00:00.000","480 BOND ST","BRIDGEPORT","CT","066102205","2022-08-23T00:00:00.000"
"1191415","SOUTHWEST COMMUNITY HEALTH CENTER, INC.","NON-PROFIT CORPORATION","SOUTHWEST COMMUNITY HEALTH CENTER, INC.","SOUTHWEST COMMUNITY HEALTH CENTER, INC.","SA.0000466","SA","466",,"Substance Abuse","ACTIVE","CURRENT","1","2013-10-29T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","46 ALBION ST","BRIDGEPORT","CT","066052602","2022-01-24T00:00:00.000"
"1358344","OPTIMUS HEALTH CARE, INC.","NON-PROFIT CORPORATION","OPTIMUS HEALTH CARE, INC.","OPTIMUS HEALTH CARE, INC.","SA.0000507","SA","507",,"Substance Abuse","ACTIVE","CURRENT","1","2016-06-03T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","982 E MAIN ST","BRIDGEPORT","CT","066081913","2022-04-07T00:00:00.000"
"930305","HARTFORD DISPENSARY-BRISTOL CLINIC","BUSINESS","HARTFORD DISPENSARY-BRISTOL CLINIC","HARTFORD DISPENSARY-BRISTOL CLINIC","SA.0000258","SA","258",,"Substance Abuse","ACTIVE","CURRENT","1","2010-01-01T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","1098 FARMINGTON AVE","BRISTOL","CT","060104705","2022-05-18T00:00:00.000"
"1436377","COMMUNITY HEALTH CENTER OF BRISTOL","CORPORATION","COMMUNITY HEALTH CENTER OF BRISTOL","COMMUNITY HEALTH CENTER OF BRISTOL","SA.0000542","SA","542",,"Substance Abuse","ACTIVE","CURRENT","1","2017-07-11T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","395 N MAIN ST","BRISTOL","CT","060104924","2021-12-09T00:00:00.000"
"1191249","WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES","CORPORATION","WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES","WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES","SA.0000465","SA","465",,"Substance Abuse","ACTIVE","CURRENT","1","2013-11-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","10 N MAIN ST","BRISTOL","CT","060108122","2021-10-21T00:00:00.000"
"929521","MOUNTAINSIDE TREATMENT CENTER","LIMITED LIABILITY COMPANY (SINGLE MEMBER)","MOUNTAINSIDE TREATMENT CENTER","MOUNTAINSIDE TREATMENT CENTER","SA.0000388","SA","388",,"Substance Abuse","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","187 S CANAAN RD RTE 7","CANAAN","CT","060182544","2022-06-14T00:00:00.000"
"1616506","MCCALL FOUNDATION, INC.","CORPORATION","MCCALL FOUNDATION, INC.","MCCALL FOUNDATION, INC.","SA.0000578","SA","578",,"Substance Abuse","ACTIVE","CURRENT","1","2018-11-26T00:00:00.000","2022-10-01T00:00:00.000","2024-09-30T00:00:00.000","77 S CANAAN RD","CANAAN","CT","060182517","2022-08-23T00:00:00.000"
"1326145","RUSHFORD CENTER INC","NON-PROFIT CORPORATION","RUSHFORD CENTER INC","RUSHFORD CENTER INC","SA.0000497","SA","497",,"Substance Abuse","ACTIVE","CURRENT","1","2015-12-22T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","680 S MAIN ST # LL2","CHESHIRE","CT","064103181","2022-08-11T00:00:00.000"
"1436379","COMMUNITY HEALTH CENTER OF CLINTON","CORPORATION","COMMUNITY HEALTH CENTER OF CLINTON","COMMUNITY HEALTH CENTER OF CLINTON","SA.0000543","SA","543",,"Substance Abuse","ACTIVE","CURRENT","1","2017-07-11T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","114 E MAIN ST","CLINTON","CT","064132112","2021-12-22T00:00:00.000"
"929877","CONNECTICUT COUNSELING CENTERS INC.","CORPORATION","CONNECTICUT COUNSELING CENTERS INC.","CONNECTICUT COUNSELING CENTERS, INC","SA.0000326","SA","326",,"Substance Abuse","ACTIVE","CURRENT","1","2009-07-01T00:00:00.000","2021-07-01T00:00:00.000","2023-06-30T00:00:00.000","60 BEAVER BROOK RD","DANBURY","CT","068106239","2021-08-23T00:00:00.000"
"1236705","FAMILY & CHILDREN'S AID, INC.","NON-PROFIT CORPORATION","FAMILY & CHILDREN'S AID, INC.","Family & Children's Aid, Inc","SA.0000480","SA","480",,"Substance Abuse","ACTIVE","CURRENT","1","2014-07-25T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","80 WEST ST","DANBURY","CT","068106531","2022-06-06T00:00:00.000"
"930962","MCCA","CORPORATION","MCCA","MCCA","SA.0SA0215","SA","SA0215",,"Substance Abuse","ACTIVE","CURRENT","1","2010-01-01T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","38 OLD RIDGEBURY RD","DANBURY","CT","068105128","2021-12-09T00:00:00.000"
"1054181","BLUE SKY BEHAVIORAL CLINIC","LIMITED LIABILITY COMPANY","BLUE SKY BEHAVIORAL CLINIC","BLUE SKY BEHAVIORAL  CLINIC","SA.0000428","SA","428",,"Substance Abuse","ACTIVE","CURRENT","1","2012-02-28T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","52 FEDERAL RD","DANBURY","CT","068106162","2021-12-02T00:00:00.000"
"2383941","TRAVISANO OUTPATIENT CLINIC","NON-PROFIT CORPORATION","TRAVISANO OUTPATIENT CLINIC","TRAVISANO OUTPATIENT CLINIC","SA.0000654","SA","654",,"Substance Abuse","ACTIVE","CURRENT","1","2022-07-01T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","24 SHELTER ROCK RD","DANBURY","CT","068107168","2022-07-01T00:00:00.000"
"2300835","GREATER DANBURY COMMUNITY HEALTH CENTER","NON-PROFIT CORPORATION","GREATER DANBURY COMMUNITY HEALTH CENTER","GREATER DANBURY COMMUNITY HEALTH CENTER","SA.0000650","SA","650",,"Substance Abuse","ACTIVE","CURRENT","1","2022-04-22T00:00:00.000","2022-04-22T00:00:00.000","2024-03-31T00:00:00.000","70 MAIN ST","DANBURY","CT","068107832","2022-04-29T00:00:00.000"
"1431336","CHR OUTPATIENT SERVICES, DANIELSON","CORPORATION","CHR OUTPATIENT SERVICES, DANIELSON","CHR OUTPATIENT SERVICES, DANIELSON","SA.0000532","SA","532",,"Substance Abuse","ACTIVE","CURRENT","1","2017-06-14T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","71 WESTCOTT RD","DANIELSON","CT","062392929","2022-05-12T00:00:00.000"
"1601479","NEWPORT ACADEMY","LIMITED LIABILITY COMPANY","NEWPORT ACADEMY","NEWPORT ACADEMY","SA.0000575","SA","575",,"Substance Abuse","ACTIVE","CURRENT","1","2018-10-30T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","85 OLD KINGS HWY N","DARIEN","CT","068204732","2022-05-17T00:00:00.000"
