"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"1000122","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007698","SLN","7698",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-15T00:00:00.000","2011-06-15T00:00:00.000","2011-12-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1000126","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007699","SLN","7699",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0",,"2011-06-16T00:00:00.000","2013-03-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2014-08-25T00:00:00.000"
"1000134","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007700","SLN","7700",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-16T00:00:00.000","2011-06-16T00:00:00.000","2011-12-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1000140","ARIA COMMUNICATIONS CORPORATION","CORPORATION","ARIA COMMUNICATIONS CORPORATION","SUPPORT SERVICES","SLN.0007701","SLN","7701",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-06-20T00:00:00.000","2011-06-20T00:00:00.000","2012-04-30T00:00:00.000","717 W SAINT GERMAIN ST","SAINT CLOUD","MN","563013534","2017-05-02T00:00:00.000"
"1000143","DONOR CARE CENTER INC","CORPORATION","DONOR CARE CENTER INC",,"SLN.0007702","SLN","7702",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-01T00:00:00.000","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","4535 STRAUSSER ST NW","NORTH CANTON","OH","447206979","2017-05-02T00:00:00.000"
"1000146","DONOR CARE CENTER INC","CORPORATION","DONOR CARE CENTER INC",,"SLN.0007703","SLN","7703",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-01T00:00:00.000","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","4535 STRAUSSER ST NW","NORTH CANTON","OH","447206979","2017-05-02T00:00:00.000"
"1000167","MICHAEL REESE ENTERPRISES INC","CORPORATION","MICHAEL REESE ENTERPRISES INC",,"SLN.0007704","SLN","7704",,"SOLICITATION NOTICE","INACTIVE",,"0",,"2011-06-15T00:00:00.000","2012-12-31T00:00:00.000","350 CLINTON ST STE B","COSTA MESA","CA","926266028","2014-07-24T00:00:00.000"
"1000836","INFOCISION INC","CORPORATION","INFOCISION INC",,"SLN.0007705","SLN","7705",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-01T00:00:00.000","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","325 SPRINGSIDE DR","AKRON","OH","443332434","2017-05-02T00:00:00.000"
"1000861","TCI AMERICA INC","CORPORATION","TCI AMERICA INC",,"SLN.0007706","SLN","7706",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-27T00:00:00.000","2011-06-27T00:00:00.000","2011-12-31T00:00:00.000","21 INDUSTRIAL CT","SEEKONK","MA","027712016","2017-05-02T00:00:00.000"
"1000869","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007707","SLN","7707",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-06-23T00:00:00.000","2011-06-23T00:00:00.000","2012-01-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1000875","HARRIS CONNECT LLC","LIMITED LIABILITY COMPANY","HARRIS CONNECT LLC",,"SLN.0007708","SLN","7708",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-11T00:00:00.000","2011-07-11T00:00:00.000","2012-02-25T00:00:00.000","1400 CROSSWAYS BLVD STE 101","CHESAPEAKE","VA","233200207","2017-05-02T00:00:00.000"
"1000879","INFOCISION INC","CORPORATION","INFOCISION INC",,"SLN.0007709","SLN","7709",,"SOLICITATION NOTICE","INACTIVE",,"0","2011-06-27T00:00:00.000","2011-06-27T00:00:00.000","2012-04-30T00:00:00.000","325 SPRINGSIDE DR","AKRON","OH","443332434","2014-07-24T00:00:00.000"
"1001321","TELEFUND INC","CORPORATION","TELEFUND INC",,"SLN.0007710","SLN","7710",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-27T00:00:00.000","2011-06-27T00:00:00.000","2011-12-31T00:00:00.000","186 LINCOLN ST STE 100","BOSTON","MA","021112497","2017-05-02T00:00:00.000"
"1001326","PUBLIC INTEREST COMMUNICATIONS INC","CORPORATION","PUBLIC INTEREST COMMUNICATIONS INC",,"SLN.0007711","SLN","7711",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-06-30T00:00:00.000","2011-06-30T00:00:00.000","2012-03-31T00:00:00.000","7700 LEESBURG PIKE STE 416","FALLS CHURCH","VA","220432615","2015-10-08T00:00:00.000"
"1001327","PUBLIC INTEREST COMMUNICATIONS INC","CORPORATION","PUBLIC INTEREST COMMUNICATIONS INC",,"SLN.0007712","SLN","7712",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-06-30T00:00:00.000","2011-06-30T00:00:00.000","2012-04-23T00:00:00.000","7700 LEESBURG PIKE STE 416","FALLS CHURCH","VA","220432615","2015-10-19T00:00:00.000"
"1001331","RGL INC","CORPORATION","RGL INC",,"SLN.0007713","SLN","7713",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-27T00:00:00.000","2011-06-27T00:00:00.000","2011-11-01T00:00:00.000","290 PRATT ST STE 51","MERIDEN","CT","064508607","2017-05-02T00:00:00.000"
"1001829","INFOCISION INC","CORPORATION","INFOCISION INC",,"SLN.0007714","SLN","7714",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-08T00:00:00.000","2011-07-08T00:00:00.000","2012-07-04T00:00:00.000","325 SPRINGSIDE DR","AKRON","OH","443332434","2017-05-02T00:00:00.000"
"1002100","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007715","SLN","7715",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-29T00:00:00.000","2011-06-29T00:00:00.000","2011-08-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1002101","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007716","SLN","7716",,"SOLICITATION NOTICE","CLOSED",,"0","2011-06-29T00:00:00.000","2011-06-29T00:00:00.000","2011-10-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1002102","PDR II INC","CORPORATION","PDR II INC","SHARE","SLN.0007717","SLN","7717",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-06-30T00:00:00.000","2011-06-30T00:00:00.000","2013-12-31T00:00:00.000","79 CHAPEL ST","NEWTON","MA","024581010","2017-05-02T00:00:00.000"
"1002112","ECHO MARKETING SOLUTIONS INC","CORPORATION","ECHO MARKETING SOLUTIONS INC",,"SLN.0007718","SLN","7718",,"SOLICITATION NOTICE","CLOSED",,"0","2011-07-01T00:00:00.000","2011-07-01T00:00:00.000","2011-12-31T00:00:00.000","5075 YONGE STREET 3RD FL","TORONTO",,"M2N 6C6","2015-08-31T00:00:00.000"
"1002113","INFOCISION INC","CORPORATION","INFOCISION INC",,"SLN.0007719","SLN","7719",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-04T00:00:00.000","2011-07-04T00:00:00.000","2012-04-30T00:00:00.000","325 SPRINGSIDE DR","AKRON","OH","443332434","2017-05-02T00:00:00.000"
"1002127","RGL INC","CORPORATION","RGL INC",,"SLN.0007720","SLN","7720",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-05T00:00:00.000","2011-07-05T00:00:00.000","2012-07-01T00:00:00.000","290 PRATT ST STE 51","MERIDEN","CT","064508607","2017-05-02T00:00:00.000"
"1002304","INFOCISION INC","CORPORATION","INFOCISION INC",,"SLN.0007721","SLN","7721",,"SOLICITATION NOTICE","CLOSED","CAMPAIGN COMPLETE","0","2011-07-05T00:00:00.000","2011-07-05T00:00:00.000","2012-06-30T00:00:00.000","325 SPRINGSIDE DR","AKRON","OH","443332434","2017-05-02T00:00:00.000"
