"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"930225","THE CONNECTICUT HOSPICE INC.","CORPORATION","THE CONNECTICUT HOSPICE INC.","CONNECTICUT HOSPICE, INC., THE","GH.0000067","GH","67",,"General Hospital","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","100 DOUBLE BEACH RD","BRANFORD","CT","064054909","2022-03-23T00:00:00.000"
"930528","ST. VINCENT'S MEDICAL CENTER","BUSINESS","ST. VINCENT'S MEDICAL CENTER","ST. VINCENT'S MEDICAL CENTER","GH.0000057","GH","57",,"General Hospital","CLOSED","CLOSED","0","2009-10-01T00:00:00.000","2017-10-01T00:00:00.000","2019-09-30T00:00:00.000","2800 MAIN ST","BRIDGEPORT","CT","066064201","2021-07-27T00:00:00.000"
"930865","BRIDGEPORT HOSPITAL","CORPORATION","BRIDGEPORT HOSPITAL","BRIDGEPORT HOSPITAL","GH.0000040","GH","40",,"General Hospital","ACTIVE IN RENEWAL","CURRENT","1","2010-04-01T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","267 GRANT ST","BRIDGEPORT","CT","066102805","2022-08-17T00:00:00.000"
"1659583","ST. VINCENT'S MEDICAL CENTER","NON-PROFIT CORPORATION","ST. VINCENT'S MEDICAL CENTER","ST. VINCENT'S MEDICAL CENTER","GH.0000077","GH","77",,"General Hospital","ACTIVE IN RENEWAL","CURRENT","1","2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","2800 MAIN ST","BRIDGEPORT","CT","066064201","2022-09-01T00:00:00.000"
"930611","BRISTOL HOSPITAL INC.","CORPORATION","BRISTOL HOSPITAL INC.","BRISTOL HOSPITAL, INC.","GH.0000041","GH","41",,"General Hospital","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","41 BREWSTER RD","BRISTOL","CT","060105161","2021-09-15T00:00:00.000"
"930530","DANBURY HOSPITAL, THE","CORPORATION","DANBURY HOSPITAL, THE","DANBURY HOSPITAL, THE","GH.0000039","GH","39",,"General Hospital","ACTIVE IN RENEWAL","CURRENT","1","2009-10-01T00:00:00.000","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","24 HOSPITAL AVE","DANBURY","CT","068106099","2022-03-10T00:00:00.000"
"930529","GRIFFIN HOSPITAL","CORPORATION","GRIFFIN HOSPITAL","GRIFFIN HOSPITAL","GH.0000034","GH","34",,"General Hospital","ACTIVE IN RENEWAL","CURRENT","1","2009-10-01T00:00:00.000","2019-10-01T00:00:00.000","2021-09-30T00:00:00.000","130 DIVISION ST","DERBY","CT","064181326","2022-03-09T00:00:00.000"
"930636","UNIVERSITY OF CONNECTICUT HEALTH CENTER-JOHN DEMPSEY HOSPITAL","GOVERNMENT AGENCY","UNIVERSITY OF CONNECTICUT HEALTH CENTER-JOHN DEMPSEY HOSPITAL","JOHN DEMPSEY HOSPITAL OF THE UNIVERSITY OF CONNECTICUT HEALTH CENTER","GH.0000065","GH","65",,"General Hospital","ACTIVE IN RENEWAL","CURRENT","1","2009-01-01T00:00:00.000","2021-01-01T00:00:00.000","2022-12-31T00:00:00.000","263 FARMINGTON AVE","FARMINGTON","CT","060321956","2021-12-09T00:00:00.000"
"930798","GREENWICH HOSPITAL","CORPORATION","GREENWICH HOSPITAL","GREENWICH HOSPITAL","GH.0000045","GH","45",,"General Hospital","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","5 PERRYRIDGE RD","GREENWICH","CT","068304608","2022-05-17T00:00:00.000"
"929323","CONVERSION DATA","BUSINESS","CONVERSION DATA","MT SINAI HOSP","GH.0000051","GH","51",,"General Hospital","INACTIVE",,"0",,,"1995-12-31T00:00:00.000","500 BLUE HILLS AVE","HARTFORD","CT","06112","2010-05-18T00:00:00.000"
"930645","SAINT FRANCIS HOSPITAL AND MEDICAL CENTER","CORPORATION","SAINT FRANCIS HOSPITAL AND MEDICAL CENTER","SAINT FRANCIS HOSPITAL AND MEDICAL CENTER","GH.0000054","GH","54",,"General Hospital","ACTIVE","CURRENT","1","2010-01-01T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","114 WOODLAND STREET & 500 BLUE HILLS AVENUE","HARTFORD","CT","06105","2022-08-12T00:00:00.000"
