"_5_digit_ntd_id","_4_digit_ntd_id","agency","organization_type","mode","type_of_service","rail_y_n","primary_uza_code","primary_uza_name","primary_uza_sq_miles","primary_uza_population","service_area_sq_miles","service_area_population","year","month","vehicles","vehicle_revenue_miles","vehicle_revenue_hours","ridership","collisions_with_motor_vehicle","collisions_with_person","collisions_with_fixed_object","collisions_with_rail_vehicle","collisions_with_bus_vehicle","collisions_with_other","total_collisions","total_derailments","total_fires","total_security_events","total_events_not_otherwise","total_events","passenger_fatalities","people_waiting_or_leaving","operator_fatalities","other_employee_fatalities","total_employee_fatalities","other_worker_fatalities","bicyclist_fatalities","pedestrian_in_crosswalk","pedestrian_not_in_crosswalk","pedestrian_crossing_tracks","pedestrian_walking_along","other_vehicle_occupant","other_fatalities","trespasser_fatalities","suicide_fatalities","total_other_fatalities","total_fatalities","passenger_injuries","people_waiting_or_leaving_1","operator_injuries","other_employee_injuries","total_employee_injuries","other_worker_injuries","bicyclist_injuries","pedestrian_in_corsswalk","pedestrian_not_in_crosswalk_1","pedestrian_crossing_tracks_1","pedestrian_walking_along_1","other_vehicle_occupant_1","other_injuries","trespasser_injuries","suicide_injuries","total_other_injuries","total_injuries"
"10050","1050","Greater Bridgeport Transit Authority","Independent Public Agency or Authority of Transit Service","MB","DO","false","48","Bridgeport-Stamford, CT-NY","466","923311","90","291035","2014","1","43","177489","14430","458303","2","0","0","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","10"
"10051","1051","Housatonic Area Regional Transit","Independent Public Agency or Authority of Transit Service","MB","DO","false","201","Danbury, CT-NY","132","168136","124","154855","2014","1","24","86438","5232","61195","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"10055","1055","Connecticut Department of Transportation - CTTRANSIT New Haven Division","State Government Unit or Department of Transportation","MB","DO","false","72","New Haven, CT","306","562839","456","531314","2014","1","97","315883","28563","729321","1","1","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","DR","PT","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","1","1579","3704416","317934","474836","9","2","0","0","0","0","11","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","0","3","0","0","1","2","0","0","6","0","0","0","9","17"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","HR","DO","true","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","1","5232","29283817","1611532","208881579","0","8","0","0","0","0","8","0","2","3","0","13","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","6","0","0","0","1","0","0","0","0","0","0","0","0","2","2","9"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","MB","DO","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","1","3282","7166888","1013133","57418953","21","7","1","0","0","0","29","0","0","1","0","30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","7","0","8","0","8","0","1","1","2","0","2","21","0","0","0","27","42"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","RB","DO","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","1","74","137985","22848","1583806","0","2","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","2"
"30013","3013","Erie Metropolitan Transit Authority","Independent Public Agency or Authority of Transit Service","DR","DO","false","183","Erie, PA","82","196611","77","189872","2014","1","53","71185","6443","16899","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"30014","3014","Cumberland Dauphin-Harrisburg Transit Authority","Independent Public Agency or Authority of Transit Service","MB","DO","false","86","Harrisburg, PA","260","444474","137","503506","2014","1","62","137041","10277","215938","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","2"
"40014","4014","Ms Coast Transportation Authority","Independent Public Agency or Authority of Transit Service","MB","DO","false","175","Gulfport, MS","165","208948","64","113222","2014","1","17","85176","6113","66488","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"40026","4026","Manatee County Board of County Commissioners","City, County or Local Government Unit or Department of Transportation","DR","DO","false","64","Sarasota-Bradenton, FL","327","643260","743","322833","2014","1","22","45956","3433","7485","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"40029","4029","Broward County Board of County Commissioners","City, County or Local Government Unit or Department of Transportation","MB","DO","false","4","Miami, FL","1239","5502379","410","1838844","2014","1","257","1228294","89480","3228724","3","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","8"
"40093","4093","City of Greensboro","City, County or Local Government Unit or Department of Transportation","MB","PT","false","120","Greensboro, NC","185","311810","127","269666","2014","1","41","174581","13473","365591","3","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","8"
"50061","5061","City of Decatur, Il","City, County or Local Government Unit or Department of Transportation","MB","DO","false","313","Decatur, IL","59","93863","53","81337","2014","1","22","79486","5708","98548","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"50066","5066","Chicago Transit Authority","Independent Public Agency or Authority of Transit Service","HR","DO","true","3","Chicago, IL-IN","2443","8608208","314","3425958","2014","1","1070","5967773","319243","17461004","0","1","0","0","0","0","1","1","1","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","5"
"50066","5066","Chicago Transit Authority","Independent Public Agency or Authority of Transit Service","MB","DO","false","3","Chicago, IL-IN","2443","8608208","314","3425958","2014","1","1533","4390044","478758","20556420","11","3","0","0","0","0","14","0","2","9","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","12","0","12","0","0","2","1","0","0","6","0","0","0","9","31"
"70006","7006","Bi-State Development Agency of the Missouri-Illinois Metropolitan District","Independent Public Agency or Authority of Transit Service","DR","DO","false","20","St. Louis, MO-IL","924","2150706","558","1540000","2014","1","96","419500","25782","45893","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","2","4"
"70006","7006","Bi-State Development Agency of the Missouri-Illinois Metropolitan District","Independent Public Agency or Authority of Transit Service","MB","DO","false","20","St. Louis, MO-IL","924","2150706","558","1540000","2014","1","310","1563415","114055","2243038","4","0","0","0","0","0","4","0","1","2","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","8"
"90157","9157","Access Services","Independent Public Agency or Authority of Transit Service","DR","PT","false","2","Los Angeles-Long Beach-Anaheim, CA","1736","12150996","1621","11638106","2014","1","709","2926620","172287","307666","2","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"00043","0043","Chelan Douglas PTBA","Independent Public Agency or Authority of Transit Service","MB","DO","false","412","Wenatchee, WA","31","67227","197","108660","2014","2","27","121080","5676","76161","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10050","1050","Greater Bridgeport Transit Authority","Independent Public Agency or Authority of Transit Service","MB","DO","false","48","Bridgeport-Stamford, CT-NY","466","923311","90","291035","2014","2","43","154994","12601","424842","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2"
"10051","1051","Housatonic Area Regional Transit","Independent Public Agency or Authority of Transit Service","MB","DO","false","201","Danbury, CT-NY","132","168136","124","154855","2014","2","24","76970","4784","55695","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"10055","1055","Connecticut Department of Transportation - CTTRANSIT New Haven Division","State Government Unit or Department of Transportation","MB","DO","false","72","New Haven, CT","306","562839","456","531314","2014","2","97","275763","25253","685188","4","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","2","0","2","0","0","0","0","0","0","2","0","0","0","2","15"
"10064","1064","Greater Attleboro-Taunton Regional Transit Authority","Independent Public Agency or Authority of Transit Service","DR","PT","false","39","Providence, RI-MA","545","1190956","72","98175","2014","2","64","101120","7978","18802","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","CB","DO","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","2","454","668875","40555","978519","2","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","DR","PT","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","2","1622","3447869","301125","443400","9","3","0","0","0","0","12","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","0","3","0","0","2","1","0","0","11","0","0","0","14","22"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","HR","DO","true","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","2","5232","26107871","1433313","208031559","0","10","0","0","0","0","10","0","0","12","1","23","1","1","0","0","0","0","0","0","0","0","1","0","1","0","2","4","6","0","8","0","0","0","4","0","0","0","2","0","0","1","0","3","6","18"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","MB","DO","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","2","3282","6483342","910258","54700712","25","3","0","0","0","0","28","0","0","0","0","28","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","43","0","8","0","8","0","0","0","5","0","0","10","0","0","0","15","66"
"20008","2008","MTA New York City Transit","Subsidiary Unit of a Transit Agency, Reporting Separately","RB","DO","false","1","New York-Newark, NY-NJ-CT","3450","18351295","321","8491079","2014","2","74","126869","20957","1463230","3","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","5"
