CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2016017638,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,2,2016,RESOL,Y,06/01/2016,6,2016,100,2990 WYANDOTTE ST TMP TOWER,"2990 WYANDOTTE ST
TMP TOWER 64108
(39.074825, -94.588552)",64108,Crown Center,4,127254,39.074825,-94.588552,97,4,7,92
2018158991,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,11,2018,RESOL,N,11/29/2018,11,2018,0,1700 Troost Ave,"1700 Troost Ave64108
(39.092487, -94.570757)",64108,Hospital Hill,3,122848,39.092487,-94.570757,11,3,7,92
2019148335,TWIR,City Managers Office,City Managers Office-311 Call Center-Administratio,Vehicle-Scooter-Feedback/Concern,8,2019,RESOL,N,08/15/2019,8,2019,3,710 Admiral Blvd,"710 Admiral Blvd64106
(39.105651, -94.574268)",64106,CBD Downtown,4,12573,39.105651,-94.574268,5,4,7,75
2018089980,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,7,2018,RESOL,N,07/10/2018,7,2018,1,705 Charlotte St,"705 Charlotte St64106
(39.104735, -94.573097)",64106,CBD Downtown,4,12552,39.104735,-94.573097,5,4,7,75
2015116371,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,9,2015,RESOL,Y,10/12/2015,10,2015,17,8816 Wornall Rd,"8816 Wornall Rd64114
(38.96772, -94.595674)",64114,Western Hills,6,149002,38.96772,-94.595674,237,1,7,162
2020153942,TWIR,City Managers Office,City Managers Office-311 Call Center-,Government-Security / Safety-Employee Behavior,12,2020,RESOL,N,12/09/2020,12,2020,0,414 E 12th St,"414 E 12th St64106
(39.100387, -94.577919)",64106,CBD Downtown,4,12614,39.100387,-94.577919,5,4,7,75
2018056095,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,5,2018,RESOL,Y,06/01/2018,6,2018,25,3429 HARDESTY AVE,"3429 HARDESTY AVE64128
(39.062246, -94.520602)",64128,Dunbar,3,23530,39.062246,-94.520602,106,3,7,36
2019137143,TWIR,City Managers Office,City Managers Office-311-Field Staff,Signs-Commercial Signs / Ads-In Right-Of-Way,7,2019,RESOL,N,07/23/2019,7,2019,0,3548 Pennsylvania Ave,"3548 Pennsylvania Ave64111
(39.062855, -94.593085)",64111,Valentine,4,129708,39.062855,-94.593085,228,4,7,50
2020123888,TWIR,City Managers Office,City Managers Office-311 Call Center-Administratio,Vehicle-Scooter-Feedback/Concern,9,2020,RESOL,N,09/15/2020,9,2020,0,20 E 5th St,"20 E 5th St64106
(39.109217, -94.58251)",64106,River Market,4,39097,39.109217,-94.58251,71,4,7,75
2020046949,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,4,2020,OPEN,N,,,,,5939 Ridgeway Ave,"5939 Ridgeway Ave64133
(39.014394, -94.442467)",64133,Woodson Estates,5,64686,39.014394,-94.442467,224,2,7,37
2018159132,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,11,2018,RESOL,N,11/30/2018,11,2018,1,301 Grand Blvd,"301 Grand Blvd64106
(39.110259, -94.58064)",64106,River Market,4,39152,39.110259,-94.58064,71,4,7,75
2019036698,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Streets/Roadways/Alleys-Snow / Ice-Snow Verify List,2,2019,RESOL,N,02/20/2019,2,2019,0,3215 Charlotte St,"3215 Charlotte St64109
(39.06823, -94.575183)",64109,North Hyde Park,4,128038,39.06823,-94.575183,41,4,7,19
2021012153,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,2,2021,RESOL,N,02/09/2021,2,2021,1,3260 Cliff Dr,"3260 Cliff Dr64123
(39.116042, -94.546818)",64123,Scarritt Point,4,40709,39.116042,-94.546818,202,4,7,76
2016017031,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Streets / Roadways / Alleys-Broken Asphalt-District 2,2,2016,RESOL,N,02/23/2016,2,2016,4,226 INDEPENDENCE AVE,"226 INDEPENDENCE AVE64106
(39.107645, -94.579331)",64106,River Market,4,39156,39.107645,-94.579331,71,4,7,75
2018007715,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2018,RESOL,N,01/22/2018,1,2018,6,701 Grand Blvd,"701 Grand Blvd64106
(39.105114, -94.580271)",64106,CBD Downtown,4,248074,39.105114,-94.580271,5,4,7,75
2018008825,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2018,RESOL,N,01/22/2018,1,2018,4,1907 Grand Blvd,"1907 Grand Blvd64108
(39.0897, -94.581041)",64108,Crossroads,4,124841,39.0897,-94.581041,125,4,7,92
2018159271,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,11,2018,RESOL,N,11/30/2018,11,2018,1,315 E 3rd St,"315 E 3rd St64106
(39.110395, -94.580047)",64106,River Market,4,39145,39.110395,-94.580047,71,4,7,75
2019061470,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,3,2019,RESOL,Y,05/01/2019,5,2019,35,1319 Wyandotte St,"1319 Wyandotte St64105
(39.097972, -94.585328)",64105,CBD Downtown,4,122596,39.097972,-94.585328,5,4,7,72
2021012551,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Streets/Roadways/Alleys-Snow / Ice-Snow Verify List,2,2021,RESOL,N,02/09/2021,2,2021,0,3409 NW 77th Ter,"3409 NW 77th Ter64151
(39.234577, -94.621327)",64151,Platte Brook North,2,263669,39.234577,-94.621327,186,5,3,66
2021020362,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,2,2021,RESOL,N,03/04/2021,3,2021,6,3260 Cliff Dr,"3260 Cliff Dr64123
(39.116042, -94.546818)",64123,Scarritt Point,4,40709,39.116042,-94.546818,202,4,7,76
2021001845,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2021,RESOL,Y,01/19/2021,1,2021,14,1010 E 18th St,"1010 E 18th St64108
(39.092487, -94.570757)",64108,Hospital Hill,3,122848,39.092487,-94.570757,11,3,7,92
2014101296,TWIR,City Managers Office,City Managers Office-KCPD-,Homeless Camp,8,2014,RESOL,Y,09/10/2014,9,2014,35,4747 J C Nichols Pkwy,"4747 J C Nichols Pkwy64112
(39.0412, -94.587536)",64112,Country Club Plaza,4,140007,39.0412,-94.587536,103,4,7,44
2018083439,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Lights / Signals-Street Light-Other Light Issue,6,2018,RESOL,N,07/06/2018,7,2018,10,5901 Wornall Rd,"5901 Wornall Rd64113
(39.020432, -94.592448)",64113,Wornall Homestead,6,106586,39.020432,-94.592448,143,1,7,164
2019009057,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2019,RESOL,Y,04/01/2019,4,2019,74,2110 Grand Blvd,"2110 Grand Blvd64108
(39.08734, -94.581935)",64108,Crown Center,4,125033,39.08734,-94.581935,97,4,7,92
2018008250,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2018,RESOL,N,01/22/2018,1,2018,5,120 E 8th St,"120 E 8th St64106
(39.104672, -94.581039)",64106,CBD Downtown,4,12729,39.104672,-94.581039,5,4,7,75
2019034774,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Streets/Roadways/Alleys-Snow / Ice-Snow Verify List,2,2019,RESOL,N,02/15/2019,2,2019,0,4403 Holly St,"4403 Holly St64111
(39.047919, -94.600315)",64111,West Plaza,4,140628,39.047919,-94.600315,148,4,7,50
2017122999,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,9,2017,RESOL,Y,10/16/2017,10,2017,24,900 Beardsley Rd,"900 Beardsley Rd64105
(39.102048, -94.594693)",64105,,4,122940,39.102048,-94.594693,241,4,7,72
2019132027,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,7,2019,RESOL,Y,07/30/2019,7,2019,15,1408 Independence Ave,"1408 Independence Ave64106
(39.108327, -94.564965)",64106,Pendleton Heights,3,39794,39.108327,-94.564965,135,3,7,75
2020141576,TWIR,City Managers Office,City Managers Office-311-Field Staff,Signs-Commercial Signs / Ads-In Right-Of-Way,11,2020,RESOL,N,12/03/2020,12,2020,31,6901 E 113th Ter,"6901 E 113th Ter64134
(38.917608, -94.510751)",64134,Ruskin Heights,6,60436,38.917608,-94.510751,190,1,7,143
2021006011,TWIR,City Managers Office,City Managers Office-311 Call Center-,Government-311 Administration-Field Investigation,1,2021,RESOL,Y,02/24/2021,2,2021,36,1810 Madison Ave,"1810 Madison Ave64108
(39.090695, -94.595188)",64108,Westside North,4,261009,39.090695,-94.595188,149,4,7,92
2020082850,TWIR,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Other,6,2020,RESOL,N,07/06/2020,7,2020,21,4514 E 112th St,"4514 E 112th St64137
(38.92267, -94.536747)",64137,Terrace Lake Gardens,6,61159,38.92267,-94.536747,226,1,7,149
2019206210,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,12,2019,RESOL,Y,03/09/2020,3,2020,82,227 E 31st St,"227 E 31st St64111
(39.070644, -94.581375)",64111,Broadway Gillham,4,127541,39.070644,-94.581375,2,4,7,50
2018008830,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2018,RESOL,N,01/22/2018,1,2018,4,904 McGee St,"904 McGee St64106
(39.102864, -94.579929)",64106,CBD Downtown,4,12781,39.102864,-94.579929,5,4,7,75
2018007709,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2018,RESOL,N,01/22/2018,1,2018,6,700 MCGEE ST,"700 MCGEE ST64106
(39.105129, -94.57981)",64106,CBD Downtown,4,12724,39.105129,-94.57981,5,4,7,75
2014058931,TWIR,City Managers Office,City Managers Office-KCPD-,Homeless Camp,5,2014,RESOL,Y,09/10/2014,9,2014,119,2600 Lexington Ave,"2600 Lexington Ave64124
(39.112076, -94.549911)",64124,Pendleton Heights,3,40997,39.112076,-94.549911,135,3,7,70
2021012584,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Streets/Roadways/Alleys-Snow / Ice-Snow Verify List,2,2021,RESOL,N,02/09/2021,2,2021,0,3015 Walnut St,"3015 Walnut St64108
(39.072132, -94.583756)",64108,Union Hill,4,127303,39.072132,-94.583756,39,4,7,92
2019005788,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2019,RESOL,Y,04/01/2019,4,2019,77,1110 Grand Blvd,"1110 Grand Blvd64106
(39.100661, -94.581261)",64106,CBD Downtown,4,12765,39.100661,-94.581261,5,4,7,75
2018016123,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,2,2018,RESOL,N,02/12/2018,2,2018,6,1626 Walnut St,"1626 Walnut St64108
(39.093967, -94.582695)",64108,Crossroads,4,122724,39.093967,-94.582695,125,4,7,92
2021012528,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,2,2021,RESOL,Y,02/24/2021,2,2021,15,1110 Grand Blvd,"1110 Grand Blvd64106
(39.100661, -94.581261)",64106,CBD Downtown,4,12765,39.100661,-94.581261,5,4,7,75
2020114925,TWIR,City Managers Office,City Managers Office-311 Call Center-Administratio,Vehicle-Scooter-Feedback/Concern,8,2020,RESOL,N,08/25/2020,8,2020,0,1051 River Front Rd,"1051 River Front Rd64120
(39.116646, -94.572889)",64120,Columbus Park Industrial,4,261298,39.116646,-94.572889,87,4,7,144
2021004758,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,1,2021,RESOL,Y,02/04/2021,2,2021,22,3650 NW 64th St,"3650 NW 64th St64151
(39.211211, -94.622714)",64151,Park Plaza,2,164556,39.211211,-94.622714,163,5,3,66
2021021063,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Parks & Recreation-Park Maintenance-Central,3,2021,OPEN,Y,,,,,301 Montgall Ave,"301 Montgall Ave64124
(39.110538, -94.548757)",64124,Pendleton Heights,3,40974,39.110538,-94.548757,135,3,7,70
2018154528,TWIR,City Managers Office,City Managers Office-311-Field Staff,Property Violations,11,2018,RESOL,N,11/26/2018,11,2018,0,1108 Grand Blvd,"1108 Grand Blvd64106
(39.100661, -94.581261)",64106,CBD Downtown,4,12765,39.100661,-94.581261,5,4,7,75
2019117084,TWIR,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,6,2019,RESOL,N,06/27/2019,6,2019,9,1815 N CHOUTEAU TRFY,"1815 N CHOUTEAU TRFY64120
(39.140697, -94.529704)",64120,,4,38298,39.140697,-94.529704,53,4,7,144
