"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","parcel_id_no","address_with_geocode","ycoordinate","xcoordinate"
"2017098368","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Storm Water / Sewer - Flood - Water Services Barricade","OPEN","N",,"64111","Coleman Highlands","4","259221","POINT (-94.604967 39.071467)","39.071467","-94.604967"
"2017090480","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Storm Water / Sewer - Flood - Water Services Barricade","OPEN","N",,"64130","Swope Parkway-Elmwood","5","492","POINT (-94.529933 39.014493)","39.014493","-94.529933"
"2021014442","WEB","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64155","New Mark","2","102791","POINT (-94.569758 39.275134)","39.275134","-94.569758"
"2021006724","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64113","Morningside","6","106892","POINT (-94.584422 39.016582)","39.016582","-94.584422"
"2017156506","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64127","East Community Team South","3","19764","POINT (-94.527961 39.079644)","39.079644","-94.527961"
"2019195819","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64130","Swope Parkway-Elmwood","5","38213","POINT (-94.524477 39.020243)","39.020243","-94.524477"
"2017064874","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64130","North Town Fork Creek","5","37075","POINT (-94.543249 39.020203)","39.020203","-94.543249"
"2017070072","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64114","Ward Parkway","6","110265","POINT (-94.607677 38.999961)","38.999961","-94.607677"
"2017069369","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64130","Blue Hills","5","145770","POINT (-94.563574 39.028332)","39.028332","-94.563574"
"2020002296","EMAIL","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Curb-box / Service Line","OPEN","N",,"64131","Tower Homes","6","113167","POINT (-94.581645 38.998803)","38.998803","-94.581645"
"2021008957","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","Y",,"64108","Longfellow","4","127000","POINT (-94.577937 39.073523)","39.073523","-94.577937"
"2020003050","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64127","Washington Wheatley","3","16152","POINT (-94.547859 39.083743)","39.083743","-94.547859"
"2020006335","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64120","Northeast Industrial District","4","38641","POINT (-94.545839 39.126977)","39.126977","-94.545839"
"2020051735","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64119","Shoal Creek","1","234115","POINT (-94.524832 39.215861)","39.215861","-94.524832"
"2020052791","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64108","Hospital Hill","4","122776","POINT (-94.57852 39.093503)","39.093503","-94.57852"
"2020146763","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64138","White Oak","5","66458","POINT (-94.483924 38.963667)","38.963667","-94.483924"
"2018033211","EMAIL","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64111","Volker","4","131475","POINT (-94.600173 39.051103)","39.051103","-94.600173"
"2021018396","WEB","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64116","Harlem","4","210732","POINT (-94.582912 39.119216)","39.119216","-94.582912"
"2021020665","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","Y",,"64127","East Community Team North","3","15111","POINT (-94.538563 39.086815)","39.086815","-94.538563"
"2021016986","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","Y",,"64134","Ruskin Heights","6","60636","POINT (-94.50514 38.917789)","38.917789","-94.50514"
"2021021305","WEB","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64106","CBD Downtown","4","12646","POINT (-94.575839 39.100555)","39.100555","-94.575839"
"2021021874","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","Y",,"64127","East Community Team North","3","8600","POINT (-94.530374 39.091744)","39.091744","-94.530374"
"2021009218","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","N",,"64130","Ivanhoe Southeast","3","136475","POINT (-94.55514 39.053575)","39.053575","-94.55514"
"2021002218","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Hydrant","OPEN","Y",,"64132","Noble And Gregory Ridge","5","2644","POINT (-94.542429 38.998035)","38.998035","-94.542429"
"2017124295","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Materials left at site","OPEN","N",,"64130","Swope Parkway-Elmwood","5","492","POINT (-94.529933 39.014493)","39.014493","-94.529933"
"2020154155","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Pipeline/Restoration Issues","OPEN","N",,"64114","Lea Manor","6","152974","POINT (-94.603825 38.948046)","38.948046","-94.603825"
"2017073119","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Pipeline/Restoration Issues","OPEN","N",,"64109","Linwood Homeowners-Ivanhoe","3","260820","POINT (-94.563023 39.058796)","39.058796","-94.563023"
"2017075429","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Pipeline/Restoration Issues","OPEN","N",,"64136","Little Blue","5","64176","POINT (-94.415575 39.016073)","39.016073","-94.415575"
"2017130670","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Pipeline/Restoration Issues","OPEN","N",,"64113","Armour Fields","6","109581","POINT (-94.600167 39.005499)","39.005499","-94.600167"
"2018037879","PHONE","Water Services","Water Services-Line Maintenance-Pipeline","Water-Pipeline Referral-Pipeline/Restoration Issues","OPEN","N",,"64109","Key Coalition","3","26486","POINT (-94.555225 39.075036)","39.075036","-94.555225"
