"case_id","actdate","acttime","zone","reportareadesc","neighborhddesc","locdesc","officer","emunit","emdivision","emsection","emshift","race","sex","age","timedisp","timearrive","timeclear","geox","geoy","addtime","ncodedesc","dispdesc","streetdir","street","city","state","zip","reccount","month","year","geocoded_column"
"342201014411","2022-01-25T23:55:22.000","2355","3420","222","FLAGLER VILLAGE CIVIC ASSOC","LAT: <26.126132>  LONG: <","0",,,,,,,,,,,"93808938","65246369","2022-01-26T00:01:39.000","13I-SUSPICIOUS INCID","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL","NE","NE 4TH ST","FORT LAUDERDALE","FL","33301","1","1","2022","POINT (65246369 93808938)"
"342201014409","2022-01-25T23:41:42.000","2341","3451","211","LAUDERDALE MANORS HOA",,"41869","OPB","PATR","PATR","FL02",,,,"2342","2350","2356","93174506","65622300","2022-01-26T00:01:39.000","22-DISTURBANCE/NUISA","B-ASSISTANCE RENDERED","W","W SUNRISE BLVD","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (65622300 93174506)"
"342201014407","2022-01-25T23:40:18.000","2340","3492","331","CHULA VISTA",,"45529","OPB","OPSB","TRNG","FL01",,,,"2343",,"2344","92443256","64162106","2022-01-25T23:51:38.000","13V-SUSPICIOUS VEHIC","B-ASSISTANCE RENDERED","SW","SW 29TH AV","FORT LAUDERDALE","FL","33312","1","1","2022","POINT (64162106 92443256)"
"342201014406","2022-01-25T23:35:35.000","2335","3440","220","DORSEY-RIVERBEND HOA","LAT: <26.128407>  LONG: <","0",,,,,,,,,,,"93196569","65326838","2022-01-25T23:41:37.000","911 HANG UP/DROP OFF","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL","NW","NW 14TH AV","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (65326838 93196569)"
"342201014405","2022-01-25T23:35:03.000","2335","3441","217","HOME BEAUTIFUL PARK CIVIC ASSOC","LAT: <26.131464>  LONG: <","0",,,,,,,,,,,"93322400","65435813","2022-01-25T23:41:37.000","911 HANG UP/DROP OFF","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL","NW","NW 10TH TER","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (65435813 93322400)"
"342201014404","2022-01-25T23:33:16.000","2333","3473","314","RIO VISTA CIVIC ASSOC",,"45633","OPB","OPSB","TRNG","FL01",,,,"2333",,"2335","94193200","64693069","2022-01-25T23:41:37.000","67CR-MEDICAL-CARDIAC","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL",,"PONCE DE LEON DR","FORT LAUDERDALE","FL","33316","1","1","2022","POINT (64693069 94193200)"
"342201014403","2022-01-25T23:32:18.000","2332","3425","144","CORAL RIDGE ASSOCIATION",,"42062","OPB","PATR","PATR","FL02",,,,"2344","2344","2349","94651881","65679544","2022-01-25T23:51:38.000","67SP-MEDICAL-SICK PE","B-ASSISTANCE RENDERED","E","E SUNRISE BLVD","FORT LAUDERDALE","FL","33304","1","1","2022","POINT (65679544 94651881)"
"342201014401","2022-01-25T23:30:15.000","2330","3451","211","LAUDERDALE MANORS HOA",,"0",,,,,,,,,,,"93172850","65823613","2022-01-25T23:41:37.000","67IJ-MEDICAL-INJURY","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL",,"CHATEAU PARK DR","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (65823613 93172850)"
"342201014399","2022-01-25T23:26:34.000","2326","3422","140","LAKE RIDGE RESIDENTS ASSOC",,"44049","OPB","PATR","PATR","FL01",,,,"2327","2328","2352","94263844","65743819","2022-01-25T23:56:38.000","67PO-MEDICAL-UNCONSC","H-ASSIST OTHER AGENCY","NE","NE 16TH TER","FORT LAUDERDALE","FL","33304","1","1","2022","POINT (65743819 94263844)"
"342201014398","2022-01-25T23:22:40.000","2322","3494","329","MELROSE PARK",,"41764","OPB","PATR","PATR","FL03",,,,"2327",,"2327","92134244","64599244","2022-01-25T23:31:36.000","22N-DISTURBANCE-NOIS","B-ASSISTANCE RENDERED",,"ARIZONA AV","FORT LAUDERDALE","FL","33312","1","1","2022","POINT (64599244 92134244)"
"342201014397","2022-01-25T23:22:21.000","2322","3410","127","GALT MILE COMMUNITY ASSOC",,"0",,,,,,,,,,,"95161969","66852488","2022-01-26T00:01:39.000","67FI-MEDICAL-FALL IN","H-ASSIST OTHER AGENCY",,"GALT OCEAN DR","FORT LAUDERDALE","FL","33308","1","1","2022","POINT (66852488 95161969)"
"342201014396","2022-01-25T23:18:39.000","2318","3413","321","HARBOR BEACH HOA",,"42002","OPB","PATR","PATR","FL03",,,,"2319","2323","2330","94725050","64330325","2022-01-25T23:36:37.000","13I-SUSPICIOUS INCID","K-UNFOUNDED","SE","SE 17TH ST","FORT LAUDERDALE","FL","33316","1","1","2022","POINT (64330325 94725050)"
"342201014394","2022-01-25T23:12:29.000","2312","3490","234","RIVERSIDE PARK RESIDENTS ASSOC","LAT: <26.112670>  LONG: <","42211","OPS","PATR","PATR","FL03",,,,"2313","2319","2342","93130031","64753788","2022-01-25T23:46:38.000","22-DISTURBANCE/NUISA","B-ASSISTANCE RENDERED","SW","SW 15TH AV","FORT LAUDERDALE","FL","33312","1","1","2022","POINT (64753788 93130031)"
"342201014393","2022-01-25T23:08:08.000","2308","3452","203","LAKE AIRE PAM VIEW HOA",,"44909","OPB","OPSB","TRNG","FL01",,,,"2310","2319","2333","92680281","66049319","2022-01-25T23:36:37.000","13I-SUSPICIOUS INCID","K-UNFOUNDED","NW","NW 24TH TER","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (66049319 92680281)"
"342201014392","2022-01-25T23:07:07.000","2307","3470","322","EDGEWOOD CIVIC ASSOC",,"42045","OPS","PATR","PATR","FL03",,,,"2307","2319","2325","93058575","63786894","2022-01-25T23:31:36.000","22N-DISTURBANCE-NOIS","B-ASSISTANCE RENDERED","SW","SW 30TH PL","FORT LAUDERDALE","FL","33315","1","1","2022","POINT (63786894 93058575)"
"342201014391","2022-01-25T23:06:17.000","2306","3430","125","CORAL RIDGE COUNTRY CLUB ESTATE",,"43392","OPB","PATR","PATR","FL02",,,,"2306","2306","2310","94499819","66923256","2022-01-25T23:16:34.000","14-INFORMATION","N-HOMELESS OUTREACH","N","N FEDERAL HWY","FORT LAUDERDALE","FL","33308","1","1","2022","POINT (66923256 94499819)"
"342201014390","2022-01-25T23:06:06.000","2306","3431","152",,,"42008","OPB","PATR","PATR","FL03",,,,"2306","2306","2319","93891500","68087619","2022-01-25T23:21:35.000","14-INFORMATION","S-COMMUNITY ENGAGEMENT",,"CORPORATE DR","FORT LAUDERDALE","FL","33334","1","1","2022","POINT (68087619 93891500)"
"342201014389","2022-01-25T22:53:36.000","2253","3451","204","LAUDERDALE MANORS HOA",,"0",,,,,,,,"2254","2307","2315","93064506","65978425","2022-01-25T23:21:34.000","13I-SUSPICIOUS INCID","R-REFER TO OTHER AGENCY","NW","NW 15TH TER","FORT LAUDERDALE","FL","33311","1","1","2022","POINT (65978425 93064506)"
"342201014387","2022-01-25T22:42:34.000","2242","3425","129",,,"43392","OPB","PATR","PATR","FL02",,,,"2242","2242","2303","94583881","66742625","2022-01-25T23:06:32.000","14-INFORMATION","N-HOMELESS OUTREACH",,"E OAKLAND PARK BLVD/N FEDERAL HWY","FORT LAUDERDALE","FL","33306","1","1","2022","POINT (66742625 94583881)"
"342201014386","2022-01-25T22:41:49.000","2241","3450","206","SOUTH MIDDLE RIVER CIVIC ASSOC",,"41869","OPB","PATR","PATR","FL02",,,,"2332","2337","2338","93764306","66023775","2022-01-25T23:41:37.000","22-DISTURBANCE/NUISA","B-ASSISTANCE RENDERED","NE","NE 3RD AV","FORT LAUDERDALE","FL","33305","1","1","2022","POINT (66023775 93764306)"
"342201014385","2022-01-25T22:36:19.000","2236","3412","302",,,"45607","OPB","OPSB","PATR","FL01",,,,"2236","2243","2249","94926081","65684950","2022-01-25T22:51:30.000","22-DISTURBANCE/NUISA","G-GONE ARRIVAL (GOA)","E","E SUNRISE BLVD","FORT LAUDERDALE","FL","33304","1","1","2022","POINT (65684950 94926081)"
"342201014384","2022-01-25T22:27:18.000","2227","3470","323","EDGEWOOD CIVIC ASSOC",,"41764","OPB","PATR","PATR","FL03",,,,"2227",,"2228","93164763","63729444","2022-01-25T22:31:28.000","911 HANG UP/DROP OFF","I-NO POLICE RESPONSE TO NON-EMERGENCY CALL","SW","SW 32ND CT","FORT LAUDERDALE","FL","33315","1","1","2022","POINT (63729444 93164763)"
