"citationid","agencydesc","charge","dateoccurred","timeoccurred","streetnbr","street","city","geox","geoy","case_id","race","sex","age","ethnicity","residence","courtdesc","zone","zonedesc","reportarea","reportareadesc","neighborhddesc","speed","speedzone","is_acciden","warnonly"
"AF7D1AE","FORT LAUDERDALE POLICE DEPARTMENT","CRASH - NO PROOF INSURANCE ALL PARTIES (24 HR CLOCK RULE)","2022-01-25T19:08:28.000","1908","1500","E SUNRISE BLVD","FORT LAUDERDALE","26.1372509002686","-80.1286544799805",,"B","M","34",,,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3421","FT LAUDERDALE ZONE 21","34I6","142","VICTORIA PARK CIVIC ASSOC","0","1","False","False"
"AF7D18E","FORT LAUDERDALE POLICE DEPARTMENT","FAIL TO CHANGE ADDRESS ON DL","2022-01-25T12:05:46.000","1205","2800","E OAKLAND PARK BLVD","FORT LAUDERDALE","26.1673355102539","-80.1088256835938",,"W","M","33",,,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3425","FT LAUDERDALE ZONE 25","34E1","131","CORAL RIDGE ASSOCIATION","0","1","False","False"
"FL75029","FORT LAUDERDALE POLICE DEPARTMENT","EXPIRED TAG LESS THAN 6 MOS","2022-01-25T12:05:46.000","1205","2800","E OAKLAND PARK BLVD","FORT LAUDERDALE","26.1673355102539","-80.1088256835938",,"W","M","33",,,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3425","FT LAUDERDALE ZONE 25","34E1","131","CORAL RIDGE ASSOCIATION","0","1","False","False"
"AF7D17E","FORT LAUDERDALE POLICE DEPARTMENT","EXPIRED MTR VEH REGISTRATION OVER 6 MONTHS 1ST OFF","2022-01-25T11:25:25.000","1125","1700","NE 62ND ST","FORT LAUDERDALE","26.2036590576172","-80.1242141723633",,"W","M","25","N",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3431","FT LAUDERDALE ZONE 31","34C0","115","CORAL RIDGE ISLES ASSOC","0","1","False","False"
"AF7D16E","FORT LAUDERDALE POLICE DEPARTMENT","OPERATING NON-CMV NOT PROPERLY INSURED PROOF OF INS REQUIRED","2022-01-25T11:25:25.000","1125","1700","NE 62ND ST","FORT LAUDERDALE","26.2036590576172","-80.1242141723633",,"W","M","25","N",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3431","FT LAUDERDALE ZONE 31","34C0","115","CORAL RIDGE ISLES ASSOC","0","1","False","False"
"AF7D14E","FORT LAUDERDALE POLICE DEPARTMENT","UNLAWFUL SPEED POSTED MUNICIP/COUNTYRD","2022-01-25T11:25:25.000","1125","1700","NE 62ND ST","FORT LAUDERDALE","26.2036590576172","-80.1242141723633",,"W","M","25","N",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3431","FT LAUDERDALE ZONE 31","34C0","115","CORAL RIDGE ISLES ASSOC","54","1","False","False"
"AF7D15E","FORT LAUDERDALE POLICE DEPARTMENT","FAIL WEAR SAFETY BELT/OPERATOR","2022-01-25T11:25:25.000","1125","1700","NE 62ND ST","FORT LAUDERDALE","26.2036590576172","-80.1242141723633",,"W","M","25","N",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3431","FT LAUDERDALE ZONE 31","34C0","115","CORAL RIDGE ISLES ASSOC","0","1","False","False"
"AF7D11E","FORT LAUDERDALE POLICE DEPARTMENT","UNLAWFUL SPEED POSTED MUNICIP/COUNTYRD","2022-01-25T10:31:40.000","1031","1700","NE 62ND ST","FORT LAUDERDALE","26.2036590576172","-80.1242141723633",,"W","M","63","H",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3431","FT LAUDERDALE ZONE 31","34C0","115","CORAL RIDGE ISLES ASSOC","51","1","False","False"
"AF7D0LE","FORT LAUDERDALE POLICE DEPARTMENT","UNL/SPEED IN SCHOOL ZONE","2022-01-25T07:43:20.000","0743","1700","NE 13TH ST","FORT LAUDERDALE","26.142599105835","-80.1259918212891",,"W","F","62","N",,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3422","FT LAUDERDALE ZONE 22","34G0","140","LAKE RIDGE RESIDENTS ASSOC","26","1","False","False"
"FL75012","FORT LAUDERDALE POLICE DEPARTMENT","UNLAWFUL SPEED POSTED MUNICIP/COUNTYRD","2022-01-24T23:04:17.000","2304","2300","SE 17TH ST","FORT LAUDERDALE","26.1007328033447","-80.1145248413086",,"W","M","28",,,"SEE MAILER / MUST COMPLY WITHIN 30 DAYS","3413","FT LAUDERDALE ZONE 13","34M3","321",,"64","1","False","False"
