"incidentid","agencycode","offense","date_rept","hour_rept","date_occu","hour_occu","date_fnd","hour_fnd","street","city","state","zip","reportedas","zone","zonedesc","district","districtdesc","reportarea","reportareadesc","neighborhd","neighborhddesc","weather","weapon","weapondesc","dispostn","dispostndesc","location","monthyear","reccount","geox","geoy","month","year"
"341503037300","FLPD","SUSPICIOUS INCIDENT","2015-03-06T03:10:58.000","0310","2015-03-06T03:10:57.000","0310","2015-03-06T03:10:58.000","0310","NW 31ST AV","FORT LAUDERDALE","FL","33309","DOMESTIC DISTUR","3460","FT LAUDERDALE ZONE 60","34","FORT LAUDERDALE","34D5","109",,,,"00",,,,"POINT (-80.1874847412109 26.1900787353516)","03/2015","1","26.1900787353516","-80.1874847412109","3","2015"
"341502031741","FLPD","SICK PERSON - BAKER ACT","2015-02-24T17:41:51.000","1741","2015-02-24T17:41:50.000","1741","2015-02-24T17:41:51.000","1741","XX","FORT LAUDERDALE","FL","33315","SUICIDE THREATS","3470","FT LAUDERDALE ZONE 70","34","FORT LAUDERDALE","34N6","325","34DD","EDGEWOOD CIVIC ASSOC",,"00",,,,,"02/2015","1",,,"2","2015"
"341501010693","FLPD","BURGLARY CONVEYANCE","2015-01-19T00:00:00.000","1315","2015-01-16T00:00:00.000","2100","2015-01-19T00:00:00.000","1200","SE 17TH ST","FORT LAUDERDALE","FL","33316",,"3413","FT LAUDERDALE ZONE 13","34","FORT LAUDERDALE","34M2","315",,,,"00",,,,"POINT (-80.1144790649414 26.100793838501)","01/2015","1","26.100793838501","-80.1144790649414","1","2015"
"341501004437","FLPD","BURGLARY CONVEYANCE","2015-01-08T00:00:00.000","1600","2015-01-08T00:00:00.000","1400","2015-01-08T00:00:00.000","1530","E SUNRISE BLVD","FORT LAUDERDALE","FL","33304",,"3425","FT LAUDERDALE ZONE 25","34","FORT LAUDERDALE","34I9","144",,,,"88",,,,"POINT (-80.1150512695313 26.1377639770508)","01/2015","1","26.1377639770508","-80.1150512695313","1","2015"
"341503042050","FLPD","SUSPICIOUS INCIDENT","2015-03-13T21:42:23.000","2142","2015-03-13T21:42:22.000","2142","2015-03-13T21:42:23.000","2142","W COMMERCIAL BLVD","FORT LAUDERDALE","FL","33309","INFORMATION","3460","FT LAUDERDALE ZONE 60","34","FORT LAUDERDALE","34D5","109",,,,"00",,,,"POINT (-80.1852264404297 26.1862716674805)","03/2015","1","26.1862716674805","-80.1852264404297","3","2015"
"341501014595","FLPD","DRUGS / NARCOTICS OFFENSES","2015-01-26T00:00:00.000","0115","2015-01-25T00:00:00.000","2353","2015-01-25T00:00:00.000","2353","NW 31ST AV","FORT LAUDERDALE","FL","33309",,"3463","FT LAUDERDALE ZONE 63","34","FORT LAUDERDALE","34A3","103",,,,"00",,,,"POINT (-80.1878967285156 26.2037029266357)","01/2015","1","26.2037029266357","-80.1878967285156","1","2015"
"341503042640","FLPD","INFORMATION","2015-03-14T20:49:29.000","2049","2015-03-14T20:23:00.000","2023","2015-03-14T20:23:00.000","2023","SW 3RD ST","FORT LAUDERDALE","FL","33312",,"3491","FT LAUDERDALE ZONE 91","34","FORT LAUDERDALE","34J7","224","34CL","MELROSE MANORS HOA",,"00",,,,"POINT (-80.1820907592773 26.1184425354004)","03/2015","1","26.1184425354004","-80.1820907592773","3","2015"
"341503047696","FLPD","BURGLARY BUSINESS","2015-03-23T15:55:56.000","1555","2015-03-16T16:00:00.000","1600","2015-03-23T08:00:56.000","0800","NW 23RD AV","FORT LAUDERDALE","FL","33311",,"3452","FT LAUDERDALE ZONE 52","34","FORT LAUDERDALE","34G5","203",,,"U","00",,,,"POINT (-80.170654296875 26.1496086120605)","03/2015","1","26.1496086120605","-80.170654296875","3","2015"
"341503043690","FLPD","SICK PERSON (BAKER ACT)","2015-03-16T15:27:31.000","1527","2015-03-16T15:27:30.000","1527","2015-03-16T15:27:31.000","1527","XX","FORT LAUDERDALE","FL","33311",,"3441","FT LAUDERDALE ZONE 41","34","FORT LAUDERDALE","34H4","217","34BJ","HOME BEAUTIFUL PARK CIVIC ASSOC",,"00",,,,,"03/2015","1",,,"3","2015"
"341501018022","FLPD","BAKER/MARCHMAN ACT","2015-01-31T00:00:00.000","2159","2015-01-31T00:00:00.000","2142","2015-01-31T00:00:00.000","2159","XX","FORT LAUDERDALE","FL","33315",,"3472","FT LAUDERDALE ZONE 72","34","FORT LAUDERDALE","34N3","318","34DA","CROISSANT PARK CIVIC ASSOC",,"00",,,,,"01/2015","1",,,"1","2015"
