"year","sex","first_name","count"
"1920","F","MARY","639"
"1920","F","MARGARET","238"
"1920","F","MARIE","171"
"1920","F","DOROTHY","163"
"1920","F","ANNIE","158"
"1920","F","HELEN","152"
"1920","F","JEAN","106"
"1920","F","ELIZABETH","105"
"1920","F","FLORENCE","94"
"1920","F","RUTH","87"
"1920","F","CATHERINE","84"
"1920","F","DORIS","81"
"1920","F","ALICE","78"
"1920","F","EDITH","78"
"1920","F","MURIEL","67"
"1920","F","HAZEL","66"
"1920","F","MARJORIE","65"
"1920","F","KATHLEEN","63"
"1920","F","EVELYN","62"
"1920","F","LILLIAN","61"
"1920","M","JOHN","451"
"1920","M","JOSEPH","303"
"1920","M","JAMES","269"
"1920","M","WILLIAM","269"
"1920","M","GEORGE","247"
"1920","M","CHARLES","150"
"1920","M","ROBERT","142"
"1920","M","DONALD","138"
"1920","M","HAROLD","121"
"1920","M","ARTHUR","111"
"1920","M","THOMAS","102"
"1920","M","EDWARD","80"
"1920","M","GERALD","77"
"1920","M","WALTER","77"
"1920","M","GORDON","71"
"1920","M","RALPH","69"
"1920","M","ALBERT","62"
"1920","M","KENNETH","62"
"1920","M","DOUGLAS","61"
"1920","M","RONALD","57"
"1921","F","MARY","626"
"1921","F","MARGARET","202"
"1921","F","DOROTHY","185"
"1921","F","MARIE","167"
"1921","F","HELEN","146"
"1921","F","ANNIE","126"
"1921","F","JEAN","107"
"1921","F","FLORENCE","106"
"1921","F","ELIZABETH","100"
"1921","F","MARION","89"
"1921","F","CATHERINE","82"
"1921","F","DORIS","81"
"1921","F","ALICE","80"
"1921","F","MILDRED","79"
"1921","F","MARJORIE","75"
"1921","F","MURIEL","71"
"1921","F","LILLIAN","70"
"1921","F","RUTH","70"
"1921","F","EDITH","68"
"1921","F","EVELYN","66"
"1921","M","JOHN","490"
"1921","M","JOSEPH","355"
"1921","M","WILLIAM","279"
"1921","M","JAMES","244"
"1921","M","GEORGE","209"
"1921","M","CHARLES","173"
"1921","M","DONALD","165"
"1921","M","ROBERT","156"
"1921","M","ARTHUR","112"
"1921","M","HAROLD","109"
"1921","M","GERALD","90"
"1921","M","EDWARD","87"
"1921","M","THOMAS","87"
"1921","M","RONALD","69"
"1921","M","GORDON","68"
"1921","M","WALTER","67"
"1921","M","DOUGLAS","66"
"1921","M","KENNETH","66"
"1921","M","RALPH","66"
"1921","M","ALBERT","65"
"1922","F","MARY","594"
"1922","F","MARGARET","225"
"1922","F","MARIE","156"
"1922","F","DOROTHY","152"
"1922","F","HELEN","138"
"1922","F","ANNIE","122"
"1922","F","CATHERINE","100"
"1922","F","ELIZABETH","97"
"1922","F","DORIS","96"
"1922","F","RUTH","95"
"1922","F","FLORENCE","90"
"1922","F","JEAN","81"
"1922","F","MARION","76"
"1922","F","KATHLEEN","69"
"1922","F","MURIEL","69"
"1922","F","EDITH","68"
"1922","F","LILLIAN","67"
"1922","F","MILDRED","63"
"1922","F","MARJORIE","60"
"1922","F","EVELYN","58"
"1922","M","JOHN","456"
"1922","M","JOSEPH","320"
"1922","M","JAMES","279"
"1922","M","WILLIAM","259"
"1922","M","DONALD","191"
"1922","M","GEORGE","187"
"1922","M","CHARLES","169"
"1922","M","ROBERT","152"
"1922","M","ARTHUR","113"
"1922","M","HAROLD","107"
"1922","M","THOMAS","94"
"1922","M","WALTER","82"
"1922","M","GERALD","81"
"1922","M","EDWARD","77"
"1922","M","RALPH","77"
"1922","M","KENNETH","72"
"1922","M","GORDON","71"
