"county","name","type","easting","northing","primary_stocking_objective","secondary_stocking_objective","number_released","stocking_date","growth_stage","mark","hatchery","fish_length_cm","fish_weight_g","stock","stock_strain"
"Annapolis","ANNAPOLIS RIVER BRICKTON BRIDGE","River","332483","4974742","Fall Stocking Program",,"500","1990-11-20T00:00:00.000","26-52 weeks after absorption of yolk sac","Left pelvic fin clip only","McGowan Lake","12.500","22.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1000","2002-10-23T00:00:00.000","26-52 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","20.000","100.000","Brook Trout","Brook Trout - Domestic stock - Antigonish "
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Spring Stocking Program",,"100000","2006-06-06T00:00:00.000","8-14 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","5.000","2.000","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Spring Stocking Program",,"100000","2003-06-04T00:00:00.000","8-14 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","5.000","0.500","Brook Trout","Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1866","2005-10-25T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","75.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"2000","1992-10-21T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","14.000","45.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"10000","1994-11-17T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","14.500","33.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3600","1995-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","Adipose fin clip only","McGowan Lake","17.000","56.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3600","1995-10-31T00:00:00.000","20-26 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","17.000","56.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"3360","1998-10-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","20.000","62.500","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"5000","1999-10-20T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","12.500","20.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"1000","2000-10-26T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","22.500","120.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
"Annapolis","ANNAPOLIS RIVER BRIDGETOWN","River","318856","4967575","Fall Stocking Program",,"2800","2003-10-27T00:00:00.000","26-52 weeks after absorption of yolk sac","No mark or tag","McGowan Lake","17.500","100.000","Brook Trout","Brook Trout - South River, Antigonish, sea-run"
