"co","business_name","address","zip_code","land_use","occupancy","code_district","sq_ft","date_approved","date_issued","type_of_co","month","year","geolocation"
"2001071116","HKS PLACE","2807 S WESTMORELAND RD Ste:100","75233","COMMERCIAL AMUSEMENT (INSIDE)","A3","SOUTHWEST","1265","2020-04-03T00:00:00.000","2020-07-13T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2807 S WESTMORELAND RD Ste:100
,  75233
(32.716217, -96.874289)"
"1908231146","CBD STORE AMERICAN SHAMAN","11635 HARRY HINES BLVD Ste:100","75229","GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.","M","NORTHWEST","888","2019-10-16T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","11635 HARRY HINES BLVD Ste:100
,  75229
(32.905554, -96.894487)"
"1910101054","FIRE FLY","183 COLE ST Ste:110","75207","OFFICE SHOWROOM/WAREHOUSE","S1","NORTHWEST","3459","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","183 COLE ST Ste:110
,  75207
(32.789596, -96.820716)"
"1910181075","J AND E MOTORS","3334 BANNING ST Ste:C","75233","VEHICLE DISPLAY,SALES AND SERVICE","B","SOUTHWEST","1500","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","3334 BANNING ST Ste:C
,  75233
(32.716873, -96.875262)"
"1910181029","DFW SECURITY PROTECTIVE SERVICE","400 S ZANG BLVD Ste:1020","75201","OFFICE BUILDING","B","CENTRAL","1722","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","400 S ZANG BLVD Ste:1020
,  75201
(32.741905, -96.82451)"
"1910181127","LANKFORD HAND SURGERY","411 N WASHINGTON AVE Ste:7500","75246","MEDICAL CLINIC OR AMBULATORY SURGICAL CENTER","B","CENTRAL","2635","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","411 N WASHINGTON AVE Ste:7500
,  75246
(32.789291, -96.776134)"
"1910211149","LIVING TESTIMONY BAPTIST CHURCH","4129 IDAHO AVE","75216","CHURCH, SYNAGOGUE, TEMPLE, MOSQUE","A2","SOUTH CENTRAL",,,"2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","4129 IDAHO AVE
,  75216
(32.69455, -96.811769)"
"1910181111","ALONZO LAWFIRM","400 S ZANG BLVD Ste:816","75208","OFFICE BUILDING","B","SOUTHWEST","522","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","400 S ZANG BLVD Ste:816
,  75208
(32.741905, -96.82451)"
"1905281085","DUOVITAL - HEALTH LLC","10723 PLANO RD Ste:400","75238","OFFICE SHOWROOM/WAREHOUSE","B","NORTHEAST","1053","2019-06-17T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","10723 PLANO RD Ste:400
,  75238
(32.89588, -96.700636)"
"1908081002","ROYCE FOR US SENATE","320 S R L THORNTON FWY","75203","OFFICE BUILDING","B","SOUTH CENTRAL","622","2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","320 S R L THORNTON FWY
,  75203
(32.754206, -96.808914)"
"1903211007","DALLAS COMEDY HOUSE","3036 ELM ST Ste:110","75226","PERSONAL SERVICE USE","A3","CENTRAL","2739","2019-03-28T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","3036 ELM ST Ste:110
,  75226
(32.785456, -96.779522)"
"1908094005","CLARK RIDGE CANYON","8200 CLARK SPRINGS DR Ste:BU15","75236","MULTI-FAMILY DWELLING","R3","SOUTHWEST",,"2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Temporary (TCO)","AUG.2019","FY2019","8200 CLARK SPRINGS DR Ste:BU15
,  75236
(32.667329, -96.93976)"
"1910182002","CROOKED TREE BAR","4711 MAPLE AVE Ste:160","75219","ALCOHOLIC BEVERAGE ESTABLISHMENT",,"NORTHWEST",,"2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","4711 MAPLE AVE Ste:160
,  75219
(32.813845, -96.825465)"
"1909181100","QUATRO Y 20","420 W DAVIS ST","75208","GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.","M","SOUTHWEST","1200","2019-10-10T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","420 W DAVIS ST
,  75208
(32.749462, -96.829288)"
"1902211140","FLOWER CHILD","2101 CEDAR SPRINGS RD Ste:R100","75201","RESTAURANT WITHOUT DRIVE-IN SERVICE","A2","CENTRAL","4809","2019-05-15T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2101 CEDAR SPRINGS RD Ste:R100
,  75201
(32.793887, -96.80516)"
"2002051114","LA LA LAND KIND CAFE","3330 OAK LAWN AVE","75219","RESTAURANT WITHOUT DRIVE-IN SERVICE","B","CENTRAL","1421","2020-03-31T00:00:00.000","2020-07-14T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","3330 OAK LAWN AVE
,  75219
(32.810816, -96.806889)"
"2006011033","METRO BY T-MOBILE","9247 SKILLMAN ST Ste:103","75243","GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.","M","NORTHEAST","1705","2020-06-24T00:00:00.000","2020-07-14T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","9247 SKILLMAN ST Ste:103
,  75243
(32.903799, -96.713584)"
"2111151058","AUTHENTIC IMAGE BARBERSHOP","9575 SCYENE RD Ste:106","75227","PERSONAL SERVICE USE","B","SOUTHEAST","1000","2021-11-15T00:00:00.000","2021-11-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","9575 SCYENE RD Ste:106
,  75227
(32.763395, -96.658707)"
"2007241046","TEN 01 LIVE","2603 ROUTH ST Ste:A","75201","ALCOHOLIC BEVERAGE ESTABLISHMENT","A2","CENTRAL","2939","2020-07-24T00:00:00.000","2021-11-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2603 ROUTH ST Ste:A
,  75201
(32.796504, -96.801934)"
"1908091014","ACCESS E FORMS","1700 PACIFIC AVE Ste:2370","75201","OFFICE BUILDING","B","CENTRAL","1837","2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","1700 PACIFIC AVE Ste:2370
,  75201
(32.782268, -96.796756)"
"1908021161","MR PARCEL","18484 PRESTON RD Ste:102",,"PERSONAL SERVICE USE","B","NORTH CENTRAL","1570","2019-08-02T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","18484 PRESTON RD Ste:102
,  
(33.002169, -96.795943)"
"1902281005","DALLAS COMEDY HOUSE","3036 ELM ST Ste:120","75226","RESTAURANT WITHOUT DRIVE-IN SERVICE","A3","CENTRAL","6479","2019-03-28T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","3036 ELM ST Ste:120
,  75226
(32.785456, -96.779522)"
"1706281114","BRAIN STORM SHELTER LLC","5601 SEARS ST Ste:B100","75206","CATERING SERVICE","B","CENTRAL","1000","2017-10-31T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","5601 SEARS ST Ste:B100
,  75206
(32.814543, -96.772051)"
"1812181073","BANK OF ENGLAND","17250 DALLAS PKWY Ste:270","75248","OFFICE BUILDING","B","NORTH CENTRAL","3986","2019-03-07T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","17250 DALLAS PKWY Ste:270
,  75248
(32.985234, -96.828328)"
"1908094006","CLARK RIDGE CANYON","8200 CLARK SPRINGS DR Ste:BU16","75236","MULTI-FAMILY DWELLING","R3","SOUTHWEST",,"2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Temporary (TCO)","AUG.2019","FY2019","8200 CLARK SPRINGS DR Ste:BU16
,  75236
(32.667329, -96.93976)"
"1908091086","RIVERA WESTERN WEAR INC","635 N WESTMORELAND RD","75211","GEN MERCHANDISE OR FOOD STORE > 3500 SQ. FT.","M","SOUTHWEST","6867","2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","635 N WESTMORELAND RD
,  75211
(32.750415, -96.874185)"
"1908091019","SPEARHEAD CONSULTING","1700 PACIFIC AVE Ste:2620","75201","OFFICE BUILDING","B","CENTRAL",,"2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","1700 PACIFIC AVE Ste:2620
,  75201
(32.782268, -96.796756)"
"1908081146","GLENN POE","17811 DAVENPORT RD Ste:41",,"OFFICE SHOWROOM/WAREHOUSE","B","NORTH CENTRAL","1100","2019-08-08T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","17811 DAVENPORT RD Ste:41
,  
(32.991576, -96.793738)"
"1908091099","TITLE PARTNERS","8350 N CENTRAL EXPY Ste:M1090","75206","OFFICE BUILDING","B","NORTHEAST","2841","2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","8350 N CENTRAL EXPY Ste:M1090
,  75206
(32.864097, -96.7695)"
"1903151151","ALEXANDRE BIRMAN","8687 N CENTRAL EXPY Ste:1328","75225","GEN MERCHANDISE OR FOOD STORE > 3500 SQ. FT.","M","NORTH CENTRAL",,"2019-04-02T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","8687 N CENTRAL EXPY Ste:1328
,  75225
(32.86875, -96.770691)"
"1908021146","CHRIST CENTER OF HOPE","3106 ACOCA ST","75228","CHURCH, SYNAGOGUE, TEMPLE, MOSQUE","A3","NORTHEAST","4206","2019-08-02T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","3106 ACOCA ST
,  75228
(32.844526, -96.663841)"
"1908091034","FACILITIES AND FLEET OPERATIONS LLC","8300 DOUGLAS AVE","75225","OFFICE BUILDING","B","NORTHWEST","6182","2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","8300 DOUGLAS AVE
,  75225
(32.863723, -96.808503)"
"1907051043","WORKSPACE","2001 BRYAN ST Ste:3000","75201","OFFICE BUILDING","B","CENTRAL","6191","2019-07-05T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","2001 BRYAN ST Ste:3000
,  75201
(32.785049, -96.796129)"
"1906171020","EL SALVADOR CONSULATE","7610 N STEMMONS FWY Ste:400","75247","OFFICE BUILDING","B","NORTHWEST","6000","2019-06-17T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","7610 N STEMMONS FWY Ste:400
,  75247
(32.820872, -96.869634)"
"1910181114","SHAPE WEAR","4559 S WESTMORELAND RD","75237","OFFICE SHOWROOM/WAREHOUSE","S2","SOUTHWEST","2361","2019-10-18T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","4559 S WESTMORELAND RD
,  75237
(32.688871, -96.882099)"
"1908051060","PANDA TEA","5521 GREENVILLE AVE Ste:108A","75206","RESTAURANT WITHOUT DRIVE-IN SERVICE","A2","NORTHEAST","1000","2019-08-05T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","5521 GREENVILLE AVE Ste:108A
,  75206
(32.853854, -96.769369)"
"1806151020","CAPELLI","2629 N STEMMONS FWY Ste:220","75207","PERSONAL SERVICES","B","NORTHWEST","3000","2019-08-06T00:00:00.000","2019-08-12T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","2629 N STEMMONS FWY Ste:220
,  75207
(32.806802, -96.841768)"
"1908092006","CHRIST THE KING CATHOLIC SCHOOL","4100 COLGATE AVE","75225","PUBLIC OR PRIVATE SCHOOL",,"NORTHWEST",,"2019-08-09T00:00:00.000","2019-08-12T00:00:00.000","Temporary (TCO)","AUG.2019","FY2019","4100 COLGATE AVE
,  75225
(32.859822, -96.805392)"
"1910091007","BRENLUCK AUTO SALES","11606 GARLAND RD","75218","VEHICLE DISPLAY,SALES AND SERVICE","S1","NORTHEAST","1680","2019-10-09T00:00:00.000","2019-10-21T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","11606 GARLAND RD
,  75218
(32.852088, -96.67967)"
"1912231108","JWP, LTD","2114 IRVING BLVD Ste:100","75207","OFFICE BUILDING","B","NORTHWEST","100","2019-12-23T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2114 IRVING BLVD Ste:100
,  75207
(32.795533, -96.830887)"
"1912231120","MARKING SYSTEMS TX","3730 DILIDO RD Ste:208","75228","WAREHOUSE","S1","NORTHEAST","2000","2019-12-23T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","3730 DILIDO RD Ste:208
,  75228
(32.798686, -96.688211)"
"1909251149","UNREFINED BAKERY","2222 MCKINNEY AVE Ste:180","75201","RESTAURANT WITHOUT DRIVE-IN SERVICE","B","CENTRAL","1700","2019-12-05T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2222 MCKINNEY AVE Ste:180
,  75201
(32.793312, -96.80271)"
"1912191089","FRED LOYA INSURANCE","2209 GUS THOMASSON RD","75228","OFFICE BUILDING","B","NORTHEAST","1365","2019-12-19T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2209 GUS THOMASSON RD
,  75228
(32.834877, -96.677354)"
"1912201003","PLASMA COMPLETE GROUP","3010 LBJ FWY Ste:1550","75234","OFFICE BUILDING","B","NORTHWEST","1778","2019-12-20T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","3010 LBJ FWY Ste:1550
,  75234"
"1910212003","THE UNION UPTOWN DALLAS, LLC","2300 N FIELD ST","75201","MULTI-FAMILY DWELLING",,"CENTRAL",,"2019-10-21T00:00:00.000","2019-10-22T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","2300 N FIELD ST
,  75201
(32.788327, -96.806324)"
"2109241081","PROGRESSIVE IT","5220 SPRING VALLEY RD","75240","OFFICE BUILDING","B","NORTH CENTRAL","767","2021-09-24T00:00:00.000","2021-09-27T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","5220 SPRING VALLEY RD
,  75240"
"1908121040","DOLP[HIN CONSULTING","1700 PACIFIC AVE Ste:2418","75201","OFFICE BUILDING","B","CENTRAL","1273","2019-08-12T00:00:00.000","2019-08-13T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","1700 PACIFIC AVE Ste:2418
,  75201
(32.782268, -96.796756)"
"1907081148","JL DESIGNS STUDIO LLC","1323 LEVEE ST","75207","OFFICE SHOWROOM/WAREHOUSE","S1","NORTHWEST","3400","2019-07-08T00:00:00.000","2019-08-13T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","1323 LEVEE ST
,  75207
(32.788016, -96.823116)"
"1701131112","COPPELL ISD MIDDLE SCHOOL","2701 RANCH TRL","75019","PUBLIC OR PRIVATE SCHOOL","E","NORTHWEST","208500","2017-03-07T00:00:00.000","2019-08-01T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","2701 RANCH TRL
,  75019
(32.925828, -96.981825)"
"1908132003","AURA BLUFFVIEW APT","3900 W NORTHWEST HWY","75209","MULTI-FAMILY DWELLING",,"NORTHWEST",,"2019-08-13T00:00:00.000","2019-08-13T00:00:00.000","Temporary (TCO)","AUG.2019","FY2019","3900 W NORTHWEST HWY
,  75209"
"1704061131","PECAN DELUXE CANDY COMPANY","2570 LONE STAR DR","75212","INDUSTRIAL (INSIDE)","MIX","SOUTHWEST","160103","2017-10-10T00:00:00.000","2019-08-13T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","2570 LONE STAR DR
,  75212
(32.769003, -96.865608)"
"1908122002","HILL COUNTRY DAIRIES","920 DIVIDEND DR","75247","OFFICE SHOWROOM/WAREHOUSE",,"NORTHWEST",,"2019-08-12T00:00:00.000","2019-08-13T00:00:00.000","Temporary (TCO)","AUG.2019","FY2019","920 DIVIDEND DR
,  75247
(32.820212, -96.880037)"
"1810311073","DUSOUTH ROVR","5454 MAPLE AVE Ste:B","75235","AUTO SERVICE CENTER","S1","NORTHWEST","4510","2018-12-04T00:00:00.000","2019-08-13T00:00:00.000","Certificate of Occupancy (CO)","AUG.2019","FY2019","5454 MAPLE AVE Ste:B
,  75235
(32.81883, -96.833475)"
"1912231050","CONSULTING SOLUTIONS","8750 N CENTRAL EXPY Ste:1750","75231","OFFICE BUILDING","B","NORTHEAST","3566","2019-12-23T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","8750 N CENTRAL EXPY Ste:1750
,  75231
(32.86653, -96.769275)"
"2006261068","MG MEDIA LUNA LLC","11052 SHADY TRL Ste:209","75229","OFFICE SHOWROOM/WAREHOUSE","S1","NORTHWEST","1900","2020-06-29T00:00:00.000","2020-07-14T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","11052 SHADY TRL Ste:209
,  75229
(32.883224, -96.890439)"
"1912245001","FLATBREAD PIZZA","1720 GREENVILLE AVE","75206","RESTAURANT WITHOUT DRIVE-IN SERVICE","A2","CENTRAL",,"2019-12-24T00:00:00.000","2019-12-24T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","1720 GREENVILLE AVE
,  75206
(32.811856, -96.770208)"
"1912235005","FLATBREAD PIZZA","1720 GREENVILLE AVE","75206","RESTAURANT WITHOUT DRIVE-IN SERVICE","A2","CENTRAL",,,"2019-12-24T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","1720 GREENVILLE AVE
,  75206
(32.811856, -96.770208)"
"1909181239","STATE OF TEXAS COMPTROLLER'S OFFICE","10300 N CENTRAL EXPY Ste:500","75231","OFFICE BUILDING","B","NORTHEAST","7930","2019-10-24T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","10300 N CENTRAL EXPY Ste:500
,  75231
(32.885836, -96.76968)"
"1912231074","TATY'S BEAUTY LOUNGE","714 W JEFFERSON BLVD Ste:110","75208","PERSONAL SERVICE USE","B","SOUTHWEST","837","2019-12-23T00:00:00.000","2019-12-24T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","714 W JEFFERSON BLVD Ste:110
,  75208
(32.743126, -96.834628)"
"1912236016","MTV IR","9101 N CENTRAL EXPY Ste:520","75225","MEDICAL CLINIC OR AMBULATORY SURGICAL CENTER","B","NORTH CENTRAL",,"2019-12-23T00:00:00.000","2019-12-24T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","9101 N CENTRAL EXPY Ste:520
,  75225"
"1411121008","TRACE AIR","5685 APOLLO DR","75237","AIRPORT OR LANDING FIELD","MIX","SOUTH CENTRAL, SOUTHWEST","10536","2014-11-12T00:00:00.000","2019-10-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","5685 APOLLO DR
,  75237
(32.679002, -96.85917)"
"1808102012","KATY STATION","3111 N HOUSTON ST","75219","MULTI-FAMILY DWELLING",,"CENTRAL",,"2018-08-10T00:00:00.000","2018-08-10T00:00:00.000","Temporary (TCO)","AUG.2018","FY2018","3111 N HOUSTON ST
,  75219"
"1910171017","FRED LOYA INSURANCE","18121 MARSH LN Ste:7",,"OFFICE BUILDING","B","NORTH CENTRAL","1219","2019-10-17T00:00:00.000","2019-10-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","18121 MARSH LN Ste:7
,  
(32.995788, -96.855548)"
"1904191064","SINI COFFEE LOUNGE","9560 SKILLMAN ST Ste:100","75243","RESTAURANT WITHOUT DRIVE-IN SERVICE","A2","NORTHEAST","1615","2019-06-17T00:00:00.000","2019-10-17T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","9560 SKILLMAN ST Ste:100
,  75243
(32.906647, -96.709963)"
"1910212002","THE UNION UPTOWN DALLAS, LLC","2323 N AKARD ST","75201","MULTI-FAMILY DWELLING",,"CENTRAL",,"2019-10-21T00:00:00.000","2019-10-22T00:00:00.000","Temporary (TCO)","UPCOMING","NEXT_FY","2323 N AKARD ST
,  75201
(32.789735, -96.805416)"
"1908021054","TOSTADAS Y MICHELADAS EL CAMARON LOCO","2503 S BECKLEY AVE Ste:110","75224","RESTAURANT WITHOUT DRIVE-IN SERVICE","B","SOUTH CENTRAL","694","2019-09-12T00:00:00.000","2019-10-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","2503 S BECKLEY AVE Ste:110
,  75224
(32.717308, -96.822915)"
"1910181141","CARSON CAR ACCESSORIES","11156 MORRISON LN","75229","OFFICE SHOWROOM/WAREHOUSE","S1","NORTHWEST","2552","2019-10-18T00:00:00.000","2019-10-22T00:00:00.000","Certificate of Occupancy (CO)","UPCOMING","NEXT_FY","11156 MORRISON LN
,  75229
(32.885412, -96.892653)"
