"date","item_type","district","title","voter_name","vote","final_action_taken","agenda_item_description","agenda_id","vote_id"
"2017-06-21T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Approval of Minutes of the May 17, 2017 City Council Meeting","062117__1","062117__1_5"
"2017-06-21T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","DEFERRED TO 6-28-17","Consideration of appointment to the Dallas Area Rapid Transit Board of Directors for Positions 03, 04, 05, 06, 07, 08 and Position 01 (vacant)  (Closed Session, if necessary, Personnel, Sec. 551.074, T.O.M.A.) (Name of nominees in the City Secretary?s Office) - Financing:  No cost consideration to the City","062117__3","062117__3_5"
"2017-06-21T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office)","062117__2","062117__2_5"
"2017-06-19T00:00:00.000","SPECIAL AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Receive the report of the Ad Hoc City Council Canvassing Committee and adopt a resolution and order accepting the canvassing committee?s report declaring the results of the June 10, 2017 runoff election for members of the City Council ? Financing: No cost consideration to the City","061917__Special__1","061917__Special__5"
"2017-06-14T00:00:00.000","ADDENDUM","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Authorize (1) preliminary adoption of Substantial Amendment No. 2 to the FY 2016-17 Action Plan for the HOME Investment Partnerships Program (HOME), to add a new HOME Tenant Based Rental Assistance (TBRA) Program activity and to allocate $1,038,500 of HOME funds, resulting from unanticipated program income, to the new activity; (2) the establishment of a TBRA Program Statement to provide supplemental financial assistance to displaced tenants as a result of the High Impact Landlord Initiative (HILI); and (3) a public hearing to be held on August 9, 2017 to receive comments on the Substantial Amendment No. 2 to the FY 2016-17 Action Plan to add a new HOME TBRA Program activity and the proposed use of HOME funds for the TBRA Program - Financing: No cost consideration to the City","061417_AD_2","061417_AD_2_5"
"2017-06-14T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","AMENDED","An ordinance (1) amending Chapter 2, ""Administration,"" and Chapter 7, ""Animals,"" of the Dallas City Code by amending Sections 2-155, 2-156, 2-157, 7-1.1, 7-2.4, 7-2.5, 7-3.1, 7-4.1, 7-4.2, 7-4.10, 7-4.11, 7-4.12, 7-4.13, 7-5.4, 7-8.2, and 7.8-3; (2) creating the Department of Animal Care Services; (3) creating a director for the department; (4) providing duties for the director; (5) amending the number of required meetings for the animal advisory commission; (6) adding and clarifying definitions; (7) retitling certain titles; (8) providing a requirement to report likely rabies exposures; (9) creating a duty for an animal owner to quarantine an animal following a likely rabies exposure; (10) providing notice requirements for impounded animals; (11) providing a presumption of transfer of ownership for certain impounded animals; (12) providing an additional defense to prosecution if the owner remedies the violation within a certain time period for certain offenses; (13) replacing registration with mandatory microchipping; (14) renaming the intact permit to breeding permit; (15) amending breeding permit requirements; (16) creating an offense for confining a dog or cat in an unattended motor vehicle under conditions that harm the dog or cat; (17) amending the standard of review for appeal of a dangerous dog proceeding; (18) providing enhanced penalties upon the third conviction of certain violations; (19) deleting and reserving a section; (20) making certain other structural, grammatical and clarifying changes; (21) providing a penalty not to exceed $500; (22) providing a saving clause; (23) providing a severability clause; and (24) providing an effective date - Financing: This action has no cost consideration to the City","061417_AG_10","061417_AG_10_5"
"2017-06-14T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Authorize (1) an amendment to Resolution No. 14-1271, previously approved on August 13, 2014, which approved a Tax Increment Financing development agreement with Texas InTownHomes, LLC, for the development of for sale townhomes, to extend deadlines to start construction, obtain building permits, meet the minimum investment requirements, obtain a Certificate of Occupancy, complete construction of the infrastructure improvements, complete construction of each phase of the project; and (2) execution of an operating and maintenance agreement for the Cedar Branch Townhomes Project - Financing:  No cost consideration to the City","061417_AG_11","061417_AG_11_5"
"2017-06-14T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Authorize amendments to Resolution No. 14-1273, previously approved on August 13, 2014, which approved a Tax Increment Financing development agreement with Texas InTownHomes, LLC, to incorporate additional requirements for the construction of a bridge, a hike and bike trail system, and a retaining wall - Financing: No cost consideration to the City","061417_AG_12","061417_AG_12_5"
"2017-06-14T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Authorize (1) a public hearing to be held on June 28, 2017, to receive comments concerning the renewal of the Knox Street Public Improvement District (the ?District?), in accordance with Chapter 372 of the Texas Local Government Code, (""the Act"") for the specified area of the District, for the purpose of providing supplemental public services, to be funded by assessments on real property and real property improvements in the District; and at the close of the public hearing (2) a resolution approving renewal of the District for seven years, approval of the District?s Service Plan for 2018-2024, and correction of certain misstatements in the petition - Financing: No cost consideration to the City","061417_AG_13","061417_AG_13_5"
"2017-06-14T00:00:00.000","AGENDA","5","Councilmember","Rickey D. Callahan","YES","APPROVED","Authorize an amendment to (1) the Interlocal Agreement with the University of Texas at Arlington (UTA) to establish a subrecipient agreement between the City of Dallas and UTA; and (2) the Memorandum of Understanding (MOU) between the City of Dallas and other U.S. Department of Housing and Urban Development entitlement jurisdictions participating in the regional effort to establish (a) Subrecipient Agreements with those entities that will pay their pro-rata share of the cost of the Regional Assessment of Fair Housing (RAFH) with Community Development Block Grant funds; and (b) Interlocal Agreements with those entities that will pay their pro-rata share of the RAFH with Public Housing federal funds previously approved on December 14, 2016 by Resolution No. 16-1987 - Financing:  No cost consideration to the City","061417_AG_14","061417_AG_14_5"
