CO#,Business Name,Address,Zip Code,Land Use,Occupancy,Code District,Sq Ft,Date Approved,Date Issued,Type of CO,Month,Year,GeoLocation
2001071116,HKS PLACE,2807 S WESTMORELAND RD Ste:100,75233,COMMERCIAL AMUSEMENT (INSIDE),A3,SOUTHWEST,1265,04/03/2020,07/13/2020,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"2807 S WESTMORELAND RD Ste:10075233
(32.716217, -96.874289)"
1908231146,CBD STORE AMERICAN SHAMAN,11635 HARRY HINES BLVD Ste:100,75229,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,M,NORTHWEST,888,10/16/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"11635 HARRY HINES BLVD Ste:10075229
(32.905554, -96.894487)"
1910101054,FIRE FLY,183 COLE ST Ste:110,75207,OFFICE SHOWROOM/WAREHOUSE,S1,NORTHWEST,3459,10/18/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"183 COLE ST Ste:11075207
(32.789596, -96.820716)"
1910181075,J AND E MOTORS,3334 BANNING ST Ste:C,75233,"VEHICLE DISPLAY,SALES AND SERVICE",B,SOUTHWEST,1500,10/18/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"3334 BANNING ST Ste:C75233
(32.716873, -96.875262)"
1910181029,DFW SECURITY PROTECTIVE SERVICE,400 S ZANG BLVD Ste:1020,75201,OFFICE BUILDING,B,CENTRAL,1722,10/18/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"400 S ZANG BLVD Ste:102075201
(32.741905, -96.82451)"
1910181127,LANKFORD HAND SURGERY,411 N WASHINGTON AVE Ste:7500,75246,MEDICAL CLINIC OR AMBULATORY SURGICAL CENTER,B,CENTRAL,2635,10/18/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"411 N WASHINGTON AVE Ste:750075246
(32.789291, -96.776134)"
1910211149,LIVING TESTIMONY BAPTIST CHURCH,4129 IDAHO AVE,75216,"CHURCH, SYNAGOGUE, TEMPLE, MOSQUE",A2,SOUTH CENTRAL,,,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"4129 IDAHO AVE75216
(32.69455, -96.811769)"
1910181111,ALONZO LAWFIRM,400 S ZANG BLVD Ste:816,75208,OFFICE BUILDING,B,SOUTHWEST,522,10/18/2019,10/21/2019,Certificate of Occupancy (CO),UPCOMING,NEXT_FY,"400 S ZANG BLVD Ste:81675208
(32.741905, -96.82451)"
1905281085,DUOVITAL - HEALTH LLC,10723 PLANO RD Ste:400,75238,OFFICE SHOWROOM/WAREHOUSE,B,NORTHEAST,1053,06/17/2019,08/12/2019,Certificate of Occupancy (CO),AUG.2019,FY2019,"10723 PLANO RD Ste:40075238
(32.89588, -96.700636)"
1908081002,ROYCE FOR US SENATE,320 S R L THORNTON FWY,75203,OFFICE BUILDING,B,SOUTH CENTRAL,622,08/09/2019,08/12/2019,Certificate of Occupancy (CO),AUG.2019,FY2019,"320 S R L THORNTON FWY75203
(32.754206, -96.808914)"
1903211007,DALLAS COMEDY HOUSE,3036 ELM ST Ste:110,75226,PERSONAL SERVICE USE,A3,CENTRAL,2739,03/28/2019,08/12/2019,Certificate of Occupancy (CO),AUG.2019,FY2019,"3036 ELM ST Ste:11075226
(32.785456, -96.779522)"
