"start_time","end_time","event_name","event_description_details","location","location_name","url","contact_name","contact_email","contact_phone","host_contact_department","feed_keyword_s","display_on_election_calendar","candidates","canvassing_board","jurisdictions","observation","outreach","registration","results","february_election","april_election","other_election","primary_election","general_election","signature_challenge"
"2022-01-17T00:00:00.000","2022-01-17T23:59:00.000","Martin Luther King, Jr. Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-02-08T00:00:00.000","2022-02-08T20:00:00.000","Election Day! Ballots must be postmarked by today or returned to a ballot drop box by 8 p.m. for the February Election",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/february-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","true","true","true","true","true","false","false","false","false",
"2022-02-17T14:00:00.000","2022-02-17T15:00:00.000","Canvassing Board meeting at 2 p.m.","This meeting is open to the public for observation and therefore will be livestreamed via our King County Elections Facebook Page.","919 SW Grady Way
Renton, WA 98057
(47.468654, -122.23047)","King County Elections","http://www.kingcounty.gov/depts/elections/about-us/boards-and-committees/canvassing-board.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","false","false","false","false","false","true","false","false","false","false",
"2022-02-18T00:00:00.000","2022-02-18T23:59:00.000","February Election certified",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/february-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","false","false","false","true","true","false","false","false","false",
"2022-02-18T13:00:00.000","2022-02-18T14:00:00.000","Canvassing Board certification meeting at 1 p.m.","This meeting is open to the public for observation and therefore will be livestreamed via our King County Elections Facebook Page.","919 SW Grady Way
Renton, WA 98057
(47.468654, -122.23047)","King County Elections","http://www.kingcounty.gov/depts/elections/about-us/boards-and-committees/canvassing-board.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","false","false","false","false","false","true","false","false","false","false",
"2022-02-21T00:00:00.000","2022-02-21T23:59:00.000","President's Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-04-26T00:00:00.000","2022-04-26T20:00:00.000","Election Day! Ballots must be postmarked by today or returned to a ballot drop box by 8 p.m. for the April Election",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/april-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","true","true","true","true","false","true","false","false","false",
"2022-05-06T00:00:00.000","2022-05-06T23:59:00.000","April Election certified",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/april-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","false","false","false","true","false","true","false","false","false",
"2022-05-06T13:00:00.000","2022-05-06T14:00:00.000","Canvassing Board certification meeting at 1 p.m.","This meeting is open to the public for observation and therefore will be livestreamed via our King County Elections Facebook Page.","919 SW Grady Way
Renton, WA 98057
(47.468654, -122.23047)","King County Elections","http://www.kingcounty.gov/depts/elections/about-us/boards-and-committees/canvassing-board.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","false","false","false","false","false","false","true","false","false","false",
"2022-05-30T00:00:00.000","2022-05-30T23:59:00.000","Memorial Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-06-20T00:00:00.000","2022-06-20T23:59:00.000","Juneteenth holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-07-04T00:00:00.000","2022-07-04T23:59:00.000","Independence Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-08-02T00:00:00.000","2022-08-02T20:00:00.000","Last day to register in person and vote for the Primary Election",,,,"https://www.kingcounty.gov/depts/elections/how-to-vote/ballots/returning-my-ballot.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","true","true","true","false","true","true","true","false","false","false","true","false",
