"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"SHL 32-0001","State Governor","32","0","7","Total",,"Registered Voters","552"
"SHL 32-0001","State Governor","32","0","7","Total",,"Times Counted","94"
"SHL 32-0001","State Governor","32","0","7","Total",,"Times Under Voted","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Ian Gonzales","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Independent Party)","Thor Amundson","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Joshua Freed","5"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Green Party)","Liz Hallock","4"
"SHL 32-0001","State Governor","32","0","7","Total","(States No Party Preference)","Brian R. Weed","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Democratic Party)","Gene Hart","3"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Propertarianist Party)","Winston Wilkes","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Independent Party)","Dylan B. Nails","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Pre2016 Republican Party)","Nate Herzog","2"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers American Patriot Party)","William (Bill) Miller","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Tylor Grow","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Democratic Party)","Cairo D'Almeida","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Fifth Republic Party)","David W. Blomstrom","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers New-Liberty Party)","Joshua Wolf","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Trump Republican Party)","Leon Aaron Lawson","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Martin L. 'Iceman' Wheeler","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Bill Hirt","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Independent Party)","Elaina J. Gonzalez","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Phil Fortunato","2"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers StandupAmerica Party)","Alex Tsimerman","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Democratic Party)","Jay Inslee","69"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Unaffiliated Party)","Ryan Ryals","0"
"SHL 32-0001","State Governor","32","0","7","Total","(States No Party Preference)","Cregan M. Newhouse","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Matthew Murray","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Trump Republican Party)","Goodspaceguy","0"
"SHL 32-0001","State Governor","32","0","7","Total","(States No Party Preference)","Cameron M. Vessey","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Trump Republican Party)","Anton Sakharov","1"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Tim Eyman","1"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Socialist Workers Party)","Henry Clay Dennison","1"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Democrat Party)","Omari Tahir Garrett","1"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Richard L. Carpenter","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Raul Garcia","2"
"SHL 32-0001","State Governor","32","0","7","Total","(States No Party Preference)","Craig Campbell","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Democratic Party)","Don L. Rivers","0"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Republican Party)","Loren Culp","3"
"SHL 32-0001","State Governor","32","0","7","Total","(Prefers Cascadia Labour Party)","David Voltz","0"
"SHL 32-0001","State Governor","32","0","7","Total",,"Write-in","0"
"SHL 32-0001","State Governor","32","0","7","Total",,"Times Over Voted","0"
"SHL 32-0001","State Secretary of State","32","0","7","Total",,"Registered Voters","552"
"SHL 32-0001","State Secretary of State","32","0","7","Total",,"Times Counted","94"
"SHL 32-0001","State Secretary of State","32","0","7","Total",,"Times Under Voted","1"
"SHL 32-0001","State Secretary of State","32","0","7","Total","(Prefers Progressive Party)","Gentry Lange","4"
"SHL 32-0001","State Secretary of State","32","0","7","Total","(Prefers Independent Party)","Ed Minger","2"
"SHL 32-0001","State Secretary of State","32","0","7","Total",,"Write-in","0"
