"start_time","end_time","event_name","event_description_details","location","location_name","url","contact_name","contact_email","contact_phone","host_contact_department","feed_keyword_s","display_on_election_calendar","candidates","canvassing_board","jurisdictions","observation","outreach","registration","results","february_election","april_election","other_election","primary_election","general_election","signature_challenge"
"2022-01-17T00:00:00.000","2022-01-17T23:59:00.000","Martin Luther King, Jr. Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-02-08T00:00:00.000","2022-02-08T20:00:00.000","Election Day! Ballots must be postmarked by today or returned to a ballot drop box by 8 p.m. for the February Election",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/february-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","true","true","true","true","true","false","false","false","false",
"2022-02-21T00:00:00.000","2022-02-21T23:59:00.000","President's Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-02-27T00:00:00.000","2022-02-27T16:30:00.000","Proposed revisions to voting precincts are available for public review and comment until 4:30 p.m.",,,,"https://kingcounty.gov/depts/elections/elections/maps/precinct-alterations.aspx","King County Elections","ELEC.GIS@kingcounty.gov","ELEC.GIS@kingcounty.gov","King County Elections",,"true","true","false","true","true","true","true","true","false","false","false","false","false",
"2022-04-26T00:00:00.000","2022-04-26T20:00:00.000","Election Day! Ballots must be postmarked by today or returned to a ballot drop box by 8 p.m. for the April Election",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/april-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","true","true","true","true","false","true","false","false","false",
"2022-05-30T00:00:00.000","2022-05-30T23:59:00.000","Memorial Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-06-20T00:00:00.000","2022-06-20T23:59:00.000","Juneteenth holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-07-04T00:00:00.000","2022-07-04T23:59:00.000","Independence Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-09-05T00:00:00.000","2022-09-05T23:59:00.000","Labor Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-09-20T00:00:00.000","2022-09-20T23:59:00.000","National Voter Registration Day",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-10-10T00:00:00.000","2022-10-10T23:59:00.000","Indigenous Peoples Day",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-11-11T00:00:00.000","2022-11-11T23:59:00.000","Veterans Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-11-24T00:00:00.000","2022-11-24T23:59:00.000","Thanksgiving holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-11-25T00:00:00.000","2022-11-25T23:59:00.000","Thanksgiving holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2022-12-26T00:00:00.000","2022-12-26T23:59:00.000","Christmas holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2023-01-02T00:00:00.000","2023-01-02T23:59:00.000","New Years Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2023-01-16T00:00:00.000","2023-01-16T23:59:00.000","Martin Luther King, Jr. Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2023-02-20T00:00:00.000","2023-02-20T23:59:00.000","President's Day holiday closure",,,,"http://kingcounty.gov/depts/elections/elections/election-dates.aspx",,,,,,"true","true","true","true","true","true","true","true","true","true","true","true","true",
"2023-02-24T00:00:00.000","2023-02-24T20:00:00.000","Election Day! Ballots must be postmarked by today or returned to a ballot drop box by 8 p.m. for the February Election",,,,"http://www.kingcounty.gov/depts/elections/elections/current-elections/february-special.aspx","King County Elections","elections@kingcounty.gov","206-296-8683","King County Elections",,"true","false","true","true","true","true","true","true","true","false","false","false","false",
