"department","bureau","elected_official","g","goal","m","metric","favorable_variance","data_type","period_type","period","fiscal_year","calendar_year","period_year","date_time","actual_1","target_1","actual_2","target_2","actual_3","target_3"
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","December","2013","2012","12-Dec","2012-12-01T00:00:00.000",,,"8717593.00","8875000.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","January","2013","2013","13-Jan","2013-01-01T00:00:00.000",,,"8735728.00","10304930.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","February","2013","2013","13-Feb","2013-02-01T00:00:00.000",,,"9745913.00","10923040.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","March","2013","2013","13-Mar","2013-03-01T00:00:00.000",,,"13856104.00","11180940.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","April","2013","2013","13-Apr","2013-04-01T00:00:00.000",,,"16123776.00","14414450.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","May","2013","2013","13-May","2013-05-01T00:00:00.000",,,"12969389.00","10943021.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","June","2013","2013","13-Jun","2013-06-01T00:00:00.000",,,"11808259.00","12312760.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","July","2013","2013","13-Jul","2013-07-01T00:00:00.000",,,"13952957.00","10227240.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","August","2013","2013","13-Aug","2013-08-01T00:00:00.000",,,"13111978.00","11864590.00",,
"Revenue","Bureau of Finance","County Board President","2","Improve Revenue Collections for Home Rule Taxes","2","Revenue from Cigarette Tax","Higher","Currency","Month","September","2013","2013","13-Sep","2013-09-01T00:00:00.000",,,"14264928.00","10031350.00",,
