"department","bureau","elected_official","g","goal","m","metric","favorable_variance","data_type","period_type","period","fiscal_year","calendar_year","period_year","date_time","actual_1","target_1","actual_2","target_2","actual_3","target_3"
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","December","2013","2012","12-Dec","2012-12-01T00:00:00.000","112","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","January","2013","2013","13-Jan","2013-01-01T00:00:00.000","118","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","February","2013","2013","13-Feb","2013-02-01T00:00:00.000","98","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","March","2013","2013","13-Mar","2013-03-01T00:00:00.000","108","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","April","2013","2013","13-Apr","2013-04-01T00:00:00.000","83","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","May","2013","2013","13-May","2013-05-01T00:00:00.000","85","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","June","2013","2013","13-Jun","2013-06-01T00:00:00.000","84","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","July","2013","2013","13-Jul","2013-07-01T00:00:00.000","93","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","August","2013","2013","13-Aug","2013-08-01T00:00:00.000","81","75",,,,
"Adoption & Child Custody","Bureau of Administration","County Board President","1","Improve Efficiency of Client-Facing Operations","5","Average number of days from date assigned within ACCA to disposition","Lower","Number","Month","September","2013","2013","13-Sep","2013-09-01T00:00:00.000","77","75",,,,
