"year","month","vendor_payee","amount","meta_row_index","meta_row_id"
"2010","1","100 BUS COALITION","100.0","0","190463acac7bf1206a1614c9a1fe7179056d30a1"
"2010","1","24 HOUR SIGN LANGUAGE SERVICES","120.0","1","4b7ad4e4aa64a18718e688251bf0590063a13053"
"2010","1","3M COMPANY","18531.25","2","63a30be8dccf61dfd0bb3b988b11bca1c07cec80"
"2010","1","50-50 GROUP LLC","6910.5","3","d7d0b7a04b62431b94d3cda66d8d7aba0d616911"
"2010","1","A & L SERVICES","4986.26","4","ab7e48da96ae4c4cd7bf05ddf56288eabde267f2"
"2010","1","A AIR","114.3","5","af2992e804abb65b4e325821805b87a9a00df2c6"
"2010","1","A-TRAIN MARKETING COMMUNICATIO","86.7","6","84e4b5b98c371ad96aa924bf8f06f7e1ea7f8ac7"
"2010","1","A-Z SAFETY SUPPLY","555.68","7","dc54052cb8e57605ef284acff828defb61e7b5fa"
"2010","1","AADVANTAGE COMMUNICATIONS","160.63","8","1b0f85242b7ccdd634998a3f44e9058717037112"
"2010","1","ABSOLUTE GRAPHICS INC","826.92","9","ef8d5b0b3d8183fafc74715b48e2cd32cab3a4fe"
"2010","1","ACCESSIBLE SPACE INC","2000.0","10","4e1c4651830114010660f63e4e280ec6b8ef3024"
"2010","1","ACOUSTICS & INTERIORS INC","455.2","11","33e19870177eec1f7b9125a73a3348a0f2e2018b"
"2010","1","ADT SECURITY SERVICES INC","4054.88","12","8ced5807c690fd5d8a8704f90481526da6f03497"
"2010","1","ADVANCED FIRE & HYDRO SERVICES","50.0","13","30d066aa2cbdcd68c5d2f48ceaf1dc6a4971e1b9"
"2010","1","AECOM","27078.73","14","60ec77f9a57cca2a3e8a1794705c65eff554d28b"
"2010","1","AECOM INC","2450.0","15","8aae81e8152ea269ba541569e6cc0a2d6f912fdd"
"2010","1","AGLASCO INC","196.0","16","14953a6e4c5af3acc8acac695da1bcf202bfcd22"
"2010","1","AGUILERA, ANGIE","50.0","17","eef0380bcb01a950022f18df365123255c994225"
"2010","1","AIRGAS INTERMOUNTAIN INC","1907.91","18","15b10a9b94d3a4141f307e1a1394f5d928931748"
"2010","1","ALBERTSON CLARK ASSOCIATES","3952.5","19","3f87a665c1232219856b2576b458d56ae79b86a5"
"2010","1","ALERT / SAM","60.0","20","0ce73605ead35bb78cddf47d96ce995de678b3d2"
"2010","1","ALLEGRO COFFEE CO","33.0","21","a83701074feb11889756247850e4c219fd638851"
"2010","1","ALLER-LINGLE MASSEY ARCHITECTS","10077.28","22","fb7c55b65a039928ba7bf4383dbf3720ca4a8ea9"
"2010","1","ALLIANCE FOR INNOVATION","7500.0","23","3814ff77a74177ee66e43d6e2db3c8761fbcfc55"
"2010","1","ALPHAGRAPHICS","855.13","24","4102b96b6e3e7aac41005fcaa80142a38d110f12"
"2010","1","ALSCO / AMERICAN LINEN DIVISIO","532.4","25","e1872dbc6e7ef9f809ccbef6c4070ebbd42d9528"
"2010","1","AMERICAN POWER WASH","693.19","26","2d818f3503f6be553592abf8effc72fd5c007c72"
"2010","1","AMERICAN PUBLIC WORKS ASSOCIAT","1160.0","27","c3aa86615004cc52422f4704df68cf37c78abe90"
"2010","1","AMERICAN RED CROSS","103.0","28","2a27225ed998a7005e6ee262508ba5fa1099002c"
"2010","1","AMERICAN TARGET CO","230.0","29","5eee545a840223b774601a47c1fcee0e3548b727"
"2010","1","AMERICAN WATER WORKS ASSN","233.0","30","c995af8945309630eb2e582e912ba7de37cd7b10"
"2010","1","AMERIGAS PROPANE LP","1968.51","31","545f3f244301584822707ed996c8cd39e95df130"
"2010","1","AMX INTERNATIONAL","9262.5","32","1bd19ae272713b2d3c5efbf64001bc00ca4f47e4"
"2010","1","ANDERSON WINDSOR GARAGE DOOR I","172.0","33","fb759126153e0b1bad7b874cd442032c3887894f"
"2010","1","ANHEUSER-BUSCH, INC","2000.0","34","2aa7df8ec219a4b572093b0577a8f4e59fcc7964"
"2010","1","ANIXTER INC","731.52","35","66246219fcc95e5d96abf7868d30af62dbeb2145"
"2010","1","ANLANCE PROTECTION LTD","11772.58","36","404a86f8542bd726421d820eb98706c6cce27389"
"2010","1","ANNE VETTER GRAPHIC DESIGN INC","1058.75","37","7418e57a7d2dd2d27ea83a19b4a0c81b391df84f"
"2010","1","ANSWER CONNECT","-49.99","38","6e685fb87691cc2ec52022450726122e2ef63128"
"2010","1","ANTHEM LIFE INSURANCE CO","18701.3","39","d1b33ff7605e7457ef967ef9b620bb6893c98997"
"2010","1","APCO AFC INC","442.75","40","30942904909a37409e4474a9148206f5d5d5e35c"
"2010","1","APEX BUSINESS SOFTWARE","250.0","41","bd25069febd0b2ce21d48ad360e20a2378a26481"
"2010","1","APEX GUTTER CO.","-1653.45","42","aa35d8c6611c6e04714f650dbdea25ebf5953ae2"
"2010","1","ARCHITECTURAL ENERGY CORP","2587.1","43","7b4d722fd9f9d261228e3f90796b00785c2081ca"
"2010","1","ARROW FENCING AND AUTOMATED GA","4004.0","44","26455d9896dc2cb275f9315d4954b949644b23c3"
"2010","1","ARTHUR J GALLAGHER RISK MGT SE","4401.0","45","1a0bc7ff87f33d41aea9119ebad4b00b3b32baa8"
"2010","1","ASGARD ENERGY LLC","97605.56","46","a68fc3880a26c453099de56e3c078abc8e68069d"
"2010","1","ASPEN CONSTRUCTION","1159.95","47","9ce0f29106b862f94ee939f2ca22997e8834913c"
"2010","1","AT & T MOBILITY","3062.55","48","a87308389771b3fd2df5bc3cc814eb84ad859a67"
"2010","1","AVALIS WAYFINDING SOLUTIONS IN","175.2","49","69ea42eca04eaf389aa883dd2bd99ad0825ce942"
"2010","1","AYRES  ASSOCIATES INC","20376.05","50","26d7a2139480edc478d16e99384e28a8dd364a19"
"2010","1","AZTECA SYSTEMS","8303.4","51","82fb789ca1def1d2fa751c9629c045c0c098c1b8"
"2010","1","B F I TOWER ROAD LANDFILL","1565.61","52","c847d29eabaf44aa0c13ed48944e9868d250247e"
"2010","1","B GRAPHIC","310.0","53","e4e3928a33b14ae05ea513adafe0fe77359241e7"
"2010","1","B H A DESIGN INC","892.5","54","4af29af494c8affe38eeb49f3a4a7c8d12b33171"
"2010","1","BAER, BARBARA A","2068.4","55","c4f1518938a3cbac81aaeb78a4bf06912dae1737"
"2010","1","BAKER & TAYLOR ENTERTAINMENT","14041.0","56","2c261f1e04ac6cde3b12c7f777d8c9342b953b12"
"2010","1","BARNES DISTRIBUTION","38.99","57","75002095b8d47fc3cdb881dae5534b30b41aeb1b"
"2010","1","BAS BLEU THEATRE","6000.0","58","9203b7228dd1be699ce849d4c0c6993f7b2d9b3e"
"2010","1","BASE CAMP INC","615.5","59","52c3ce01d2a620bd1cfd1f0bc74f350c3efe34ba"
"2010","1","BASINS INC - CHECK 1099 INFO","-1023.19","60","9ea3de340f099c1bfbcda85fdc7358c6609b3de8"
"2010","1","BATH POWER EQUIPMENT","264.61","61","f62d254874bce24cb3d4b076a4419b7427587cb4"
"2010","1","BATTERIES PLUS","1247.54","62","bbdc3d2117690c662b19fe411061ba82f2cedd26"
"2010","1","BBC AUDIOBOOKS AMERICA","802.06","63","49110339d2b1b74638d859d7e23ca2e4d3764c5b"
"2010","1","BC INTERIORS","13.31","64","6da22527a6db89601fb2ac3dbff7774bbc5c0745"
"2010","1","BCR - ASK COLORADO","3900.0","65","26e4819f167435a0d8bc97d9c05841c76c140f32"
"2010","1","BCS LIFE INSURANCE COMPANY","14885.8","66","be663083e83b505bfb8da214e934c3a44d55e2e3"
"2010","1","BECK, MOLLIE","50.0","67","c1c109d8069c12c9070cbc5bd2a6490869d01b78"
"2010","1","BELFORD WATKINS GROUP ARCHITEC","22337.48","68","81a8614254787425a13ebcb88b42eb2b011da57d"
"2010","1","BESAM ENTRANCE","975.78","69","b5864243a7c0e172817166e17d99236d75cdafbf"
"2010","1","BIBLIOGRAPHICAL CENTER FOR","2502.96","70","945cb47ddfe2de286ed2de3e4e559e6d2cd00324"
"2010","1","BIG THOMPSON WATERSHED FORUM","44431.0","71","4f182401bb375a22a572742f5235a2d9ab0537b1"
"2010","1","BIKE FORT COLLINS","4136.95","72","c33b7794bb3e8a37031401a68bbe211fac15c8a5"
"2010","1","BINARY RESEARCH INTERNATIONAL","1765.0","73","fd448cabcfa814f4e2197e730aa74da548466ceb"
"2010","1","BINDER, JENNA A","50.0","74","46f619dc030cc10699c43d838a985fedd99ed456"
"2010","1","BIO-KLEAN","75.0","75","addd9ef6e6b74cc15d4006eefbf87e721da67466"
"2010","1","BIOHABITATS INC","4869.02","76","3c09a9829e091f7a2aef1dda0bf03bf65b2ee14c"
"2010","1","BISHOP-BROGDEN ASSOC INC","858.75","77","503571d83e9314c4c51347ce570a94ea3fcf7aa7"
"2010","1","BLEGEN, DAN","100.0","78","07ce7bdbced1c7a4ad2afcff6a047f1116a94589"
"2010","1","BLEND, THE","300.0","79","4d813205072819c4b0bf236e5dd98b9aa1da05c3"
"2010","1","BLOCK, CARSON","97.5","80","f77077d9d678ef58a76aa380e7cc4b6bb33cbee8"
"2010","1","BLOOMBERG L P","5562.0","81","bd91550aca4e6e95a9911b59ec33365c96835131"
"2010","1","BOND LOGISTIX LLC (BLX)","5250.0","82","03d9294a7d166e1f014acb9fabdae1dc6aa4e340"
