Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
,OTHER,GUINEA PIG,BLACK/WHITE,Male,SMALL,07/20/2022,K22-042030,LOBBY,A412543,07/21/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
*CUTIE,OTHER,HAVANA/MIX,SEAL PT,Male,SMALL,06/12/2022,K22-041619,CS06,A411992,06/14/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
*PIE,OTHER,HAVANA/MIX,GRAY,Female,SMALL,06/12/2022,K22-041626,CS06,A412006,06/14/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042257,CS06,A412886,08/06/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,OTHER,RABBIT SH,PINK,Unknown,SMALL,,K22-041751,CA01,A412165,06/25/2022,06/25/2022,0,STRAY,BORN_HERE,DIED,IN KENNEL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042284,CS06,A412925,08/19/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042283,CS06,A412924,08/06/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,OTHER,GUINEA PIG,BLACK/WHITE,Unknown,SMALL,08/06/2022,K22-042282,CS06,A412923,08/06/2022,,0,STRAY,BORN_HERE,,,HEALTHY,,COUNTY,,,,1,
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042262,CS05,A412893,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042265,CS05,A412896,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042263,CS05,A412894,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042266,CS05,A412897,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042261,CS05,A412892,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,08/17/2022,K22-042264,CS05,A412895,08/18/2022,08/31/2022,13,STRAY,BORN_HERE,TRANSFER,HSSC,HEALTHY,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,OTHER,HAVANA/MIX,GRAY,Unknown,SMALL,06/12/2022,K22-041620,TX,A411993,06/14/2022,06/15/2022,1,STRAY,BORN_HERE,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,COUNTY,,,,1,
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,03/18/2018,K18-027602,CS04,A369475,03/19/2018,03/19/2018,0,STRAY,BORN_HERE,DIED,IN KENNEL,UNKNOWN,DEAD,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,,K19-031797,CS05,A385855,03/28/2019,03/28/2019,0,STRAY,BORN_HERE,TRANSFER,HSSC,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,04/07/2016,K16-018363,CS06,A335297,04/07/2016,04/07/2016,0,STRAY,BORN_HERE,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,07/16/2018,K18-029139,CS06,A374781,07/17/2018,07/17/2018,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*JEREMIAH,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,07/03/2015,K15-014750,MISSING,A323959,07/04/2015,07/11/2015,7,STRAY,BORN_HERE,DISPOSAL,DOA,TREATABLE/REHAB,DEAD,SANTA ROSA,,,,1,
,DOG,PIT BULL/MIX,WHITE/FAWN,Unknown,PUPPY,04/28/2018,K18-028043,DS58,A371267,04/28/2018,05/31/2018,33,STRAY,BORN_HERE,TRANSFER,WAGSWHISK,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95973,"95973(39.818951, -121.871582)",1,927
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K17-023835,TX,A353696,06/07/2017,06/08/2017,1,STRAY,BORN_HERE,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
*SARAH,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,07/03/2015,K15-014748,CA02,A323957,07/04/2015,07/11/2015,7,STRAY,BORN_HERE,DISPOSAL,DOA,TREATABLE/MANAGEABLE,DEAD,SANTA ROSA,,,,1,
,OTHER,RABBIT SH,PINK,Unknown,SMALL,05/30/2015,K15-014213,CH,A322533,05/30/2015,06/29/2015,30,STRAY,BORN_HERE,DIED,IN KENNEL,HEALTHY,DEAD,COUNTY,,,,1,
,DOG,CHIHUAHUA SH,BROWN,Female,PUPPY,11/01/2018,K18-030488,CS04,A379280,11/02/2018,11/06/2018,4,STRAY,BORN_HERE,TRANSFER,HSSC,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
THUNDER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/10/2017,K17-023467,LOBBY,A352616,05/11/2017,07/25/2017,75,STRAY,BORN_HERE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,OTHER,RABBIT SH,BLACK,Unknown,SMALL,06/13/2014,K14-009294,EUTH,A307955,06/13/2014,06/13/2014,0,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,RABBIT SH,WHITE/BLACK,Unknown,SMALL,09/06/2015,K15-015893,CS06,A326853,09/06/2015,09/10/2015,4,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,RABBIT SH,PINK,Unknown,SMALL,06/07/2017,K17-023820,CS06,A353611,06/07/2017,06/08/2017,1,STRAY,BORN_HERE,TRANSFER,SAVEABUNNY,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94941,"94941(37.896402, -122.547447)",1,1838
*JACOB,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,07/03/2015,K15-014749,MISSING,A323958,07/04/2015,07/11/2015,7,STRAY,BORN_HERE,DISPOSAL,DOA,TREATABLE/REHAB,DEAD,SANTA ROSA,,,,1,
,DOG,PIT BULL/MIX,WHITE,Unknown,PUPPY,04/28/2018,K18-028047,DS58,A371271,04/28/2018,05/31/2018,33,STRAY,BORN_HERE,TRANSFER,WAGSWHISK,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95973,"95973(39.818951, -121.871582)",1,927
JELLY,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/22/2017,K17-024952,LOBBY,A357526,08/22/2017,11/16/2017,86,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1,31039
,OTHER,RABBIT SH,PINK,Unknown,KITTN,,K22-041746,CA01,A412159,06/25/2022,06/25/2022,0,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,OTHER,RABBIT SH,WHITE/BLACK,Unknown,SMALL,09/06/2015,K15-015892,CS06,A326850,09/06/2015,09/10/2015,4,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,KITTN,,K16-019695,CS06,A339397,07/09/2016,07/09/2016,0,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1,
* LIL AMOS,OTHER,COLD WATER,BROWN,Unknown,SMALL,,K13-007137,LOBBY,A300907,12/24/2013,01/07/2014,14,STRAY,BORN_HERE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,02/28/2018,K18-027413,CS06,A369164,02/28/2018,03/01/2018,1,STRAY,BORN_HERE,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,OTHER,RABBIT SH,BLACK/WHITE,Unknown,SMALL,06/23/2016,K16-019403,CA01,A338687,06/23/2016,06/23/2016,0,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
AVA GENE,DOG,POMERANIAN/MIX,BROWN/WHITE,Spayed,TOY,02/10/2016,K16-018191,CI02,A334827,02/10/2016,04/22/2016,72,OWNER SURRENDER,BORN_HERE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,DOG,AUST CATTLE DOG,TAN/BLACK,Unknown,PUPPY,02/21/2022,K22-040783,CS04,A410241,02/24/2022,02/26/2022,2,STRAY,BORN_HERE,TRANSFER,HDBQ,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94044,"94044(37.617695, -122.485896)",1,28604
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,04/23/2018,K18-027954,CS06,A371114,04/24/2018,04/24/2018,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,DOG,AUST CATTLE DOG,TAN/BLACK,Unknown,PUPPY,02/21/2022,K22-040788,CS04,A410246,02/24/2022,02/26/2022,2,STRAY,BORN_HERE,TRANSFER,HDBQ,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94044,"94044(37.617695, -122.485896)",1,28604
,DOG,PIT BULL,BLUE,Female,PUPPY,06/09/2014,K14-009198,TX,A307774,06/09/2014,06/09/2014,0,STRAY,BORN_HERE,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,08/16/2017,K17-024900,CS06,A357027,08/17/2017,08/17/2017,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
BETTY,DOG,FOX TERR SMOOTH/MIX,TAN/WHITE,Spayed,PUPPY,04/30/2015,K15-013757,RECEIVING,A321196,04/30/2015,10/13/2015,166,STRAY,BORN_HERE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,07/16/2018,K18-029152,CS06,A374803,07/17/2018,07/17/2018,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,LOP-MINI,BROWN/WHITE,Unknown,SMALL,,K15-015902,CS06,A326865,09/07/2015,09/10/2015,3,STRAY,BORN_HERE,EUTHANIZE,UNDERAGEWT,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
,CAT,DOMESTIC SH,CREAM,Unknown,KITTN,02/06/2022,K22-040680,CS05,A409856,02/09/2022,02/10/2022,1,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*LIL KUMA,OTHER,COLD WATER,BROWN,Unknown,SMALL,,K13-007138,LOBBY,A300909,12/24/2013,01/07/2014,14,STRAY,BORN_HERE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,07/16/2018,K18-029141,CS06,A374783,07/17/2018,07/17/2018,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,02/28/2018,K18-027412,CS06,A369163,02/28/2018,03/01/2018,1,STRAY,BORN_HERE,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*ZEUS,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/10/2017,K17-023463,LOBBY,A352612,05/11/2017,07/22/2017,72,STRAY,BORN_HERE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,06/14/2017,K17-023928,CS06,A354005,06/14/2017,06/14/2017,0,STRAY,BORN_HERE,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
